topword,year,freq
vote,1965,6
tomorrow,1965,6
girls,1965,6
future,1965,6
russia,1965,6
bridge,1965,6
mil,1965,6
labour,1965,6
show,1965,6
floods,1965,6
malaysian,1965,6
hours,1965,6
pakistan,1965,6
boat,1965,6
asks,1965,6
governor,1965,6
backing,1965,6
alert,1965,6
peril,1965,6
Tengku,1966,90
up,1966,48
peace,1966,46
Razak,1966,42
Singapore,1966,69
strike,1966,36
U.S.,1966,49
Jakarta,1966,34
crash,1966,33
visit,1966,33
Tun,1966,33
police,1966,29
die,1966,49
Malaysia,1966,28
Reds,1966,51
Lee,1966,27
killed,1966,26
plane,1966,25
Sarawak,1966,24
kills,1966,24
Ningkan,1966,22
troops,1966,22
quote,1966,22
death,1966,22
King,1966,21
fire,1966,21
students,1966,21
aid,1966,20
tan,1966,20
trade,1966,20
border,1966,20
Lim,1966,20
ban,1966,20
flies,1966,19
mission,1966,19
pact,1966,18
shot,1966,18
party,1966,18
hunt,1966,18
team,1966,17
bank,1966,17
Manila,1966,17
Indon,1966,37
envoy,1966,16
army,1966,16
Sabah,1966,16
dead,1966,16
welcome,1966,16
Soekarno,1966,16
vietnam,1966,16
Marcos,1966,15
pledge,1966,15
meeting,1966,15
Govt,1966,15
car,1966,14
ties,1966,14
Peking,1966,14
shock,1966,14
sock,1966,14
hit,1966,32
barisan,1966,14
bid,1966,14
cabinet,1966,14
warning,1966,14
protest,1966,13
blast,1966,13
force,1966,13
bangkok,1966,13
China,1966,13
leaves,1966,13
open,1966,13
sea,1966,13
malik,1966,13
news,1966,13
minister,1966,21
air,1966,13
Chinese,1966,12
ill,1966,12
council,1966,12
order,1966,12
wilson,1966,12
quit,1966,12
yes,1966,12
defence,1966,11
full,1966,11
hurt,1966,11
end,1966,17
move,1966,11
threat,1966,11
Thai,1966,11
Queen,1966,11
grab,1966,11
raid,1966,11
Alliance,1966,11
happy,1966,11
k.l.,1966,10
gang,1966,10
hanoi,1966,10
give,1966,10
house,1966,10
space,1966,10
starts,1966,10
top,1966,10
moscow,1966,10
floods,1966,10
Sultan,1966,10
polls,1966,10
Sli,1966,10
pay,1966,10
drama,1966,10
Suharto,1966,10
offer,1966,10
record,1966,10
ship,1966,10
wife,1966,10
moon,1966,9
black,1966,9
exchange,1966,9
hospital,1966,9
train,1966,9
jungle,1966,9
office,1966,9
stock,1966,9
asa,1966,9
british,1966,9
President,1966,9
likely,1966,9
battle,1966,9
viet,1966,9
terms,1966,9
tour,1966,9
Soek,1966,9
split,1966,9
sets,1966,9
mystery,1966,9
haul,1966,9
due,1966,9
people,1966,8
MPs,1966,8
mishap,1966,8
action,1966,8
vietcong,1966,8
coup,1966,8
date,1966,8
chief,1966,8
Saigon,1966,8
break,1966,8
tomorrow,1966,8
dont,1966,8
subandrio,1966,8
pirates,1966,8
trapped,1966,8
russia,1966,8
dollar,1966,8
malaysian,1966,8
causeway,1966,8
Indonesia,1966,8
leader,1966,15
freed,1966,8
war,1966,8
Britain,1966,8
thugs,1966,8
summit,1966,8
stay,1966,8
time,1966,8
gold,1966,7
riots,1966,7
mil.,1966,7
tokyo,1966,7
airport,1966,7
Parliament,1966,7
holt,1966,7
revolt,1966,7
talk,1966,63
London,1966,7
Japan,1966,7
rescued,1966,7
navy,1966,7
surprise,1966,7
million,1966,7
five,1966,7
double,1966,7
final,1966,7
note,1966,7
bus,1966,7
nasution,1966,7
hope,1966,7
stop,1966,7
river,1966,7
greetings,1966,7
missing,1966,7
last,1966,7
calls,1966,7
let,1966,7
royal,1966,7
premier,1966,7
pull-out,1966,7
s,1966,7
well,1966,7
trip,1966,7
rubber,1966,7
tin,1966,7
swoop,1966,6
horror,1966,6
fall,1966,6
healey,1966,6
row,1966,6
trial,1966,6
win,1966,14
armed,1966,6
crisis,1966,6
bill,1966,6
join,1966,6
bung,1966,6
hos,1966,6
plans,1966,6
blood,1966,6
kuching,1966,6
jail,1966,6
No.,1966,6
nation,1966,6
miss,1966,6
plea,1966,6
negri,1966,6
court,1966,6
third,1966,6
LBJ,1966,6
attack,1966,6
goodwill,1966,6
accord,1966,6
barter,1966,6
radio,1966,6
progress,1966,6
nkrumah,1966,6
prices,1966,6
pilot,1966,12
negara,1966,6
Tengku,1967,77
up,1967,38
Lee,1967,37
police,1967,36
Singapore,1967,66
die,1967,74
fire,1967,33
strike,1967,32
Razak,1967,32
crash,1967,29
border,1967,29
death,1967,29
ties,1967,27
killed,1967,25
Reds,1967,62
U.S.,1967,34
aid,1967,23
Sabah,1967,23
dead,1967,23
Govt,1967,22
Malaysia,1967,22
rubber,1967,22
full,1967,19
visit,1967,19
war,1967,19
hurt,1967,17
mao,1967,17
battle,1967,16
China,1967,16
price,1967,22
air,1967,16
five,1967,16
bomb,1967,23
blast,1967,15
plane,1967,15
attack,1967,15
curfew,1967,15
penang,1967,15
pay,1967,15
Alliance,1967,15
down,1967,15
army,1967,14
kong,1967,14
cut,1967,14
Jakarta,1967,14
shot,1967,14
hong,1967,14
kill,1967,38
warning,1967,14
seized,1967,13
bill,1967,13
envoy,1967,13
move,1967,13
bank,1967,13
hit,1967,30
years,1967,13
polls,1967,13
pledge,1967,12
mission,1967,12
King,1967,12
court,1967,12
week,1967,12
malik,1967,12
vietnam,1967,12
HK,1967,11
chief,1967,11
put,1967,11
Thai,1967,11
India,1967,11
Tun,1967,11
last,1967,11
tour,1967,11
union,1967,11
peace,1967,11
terror,1967,10
fall,1967,10
shock,1967,10
upko,1967,10
car,1967,18
work,1967,10
end,1967,10
No.,1967,10
threat,1967,10
LBJ,1967,10
forces,1967,10
Sarawak,1967,10
meeting,1967,10
pull-out,1967,10
victims,1967,10
power,1967,10
troops,1967,10
act,1967,10
start,1967,10
Britain,1967,10
pact,1967,9
trial,1967,9
armed,1967,9
give,1967,17
tan,1967,9
Peking,1967,9
Goh,1967,9
free,1967,9
well,1967,9
premier,1967,9
tells,1967,9
petrol,1967,9
London,1967,9
flies,1967,9
secret,1967,9
seven,1967,9
east,1967,9
bid,1967,9
old,1967,9
welcome,1967,9
Indon,1967,18
sock,1967,9
offer,1967,9
cabinet,1967,9
Chinese,1967,8
protest,1967,8
stephens,1967,8
warns,1967,8
capital,1967,8
hanoi,1967,8
riot,1967,8
holt,1967,8
talk,1967,45
raid,1967,8
viets,1967,8
girls,1967,8
storm,1967,8
wilson,1967,8
clash,1967,8
rice,1967,8
ill,1967,8
life,1967,8
minister,1967,8
vietcong,1967,8
party,1967,8
yes,1967,8
summit,1967,8
hunt,1967,8
lead,1967,8
indira,1967,8
buy,1967,8
bus,1967,8
oil,1967,8
MSA,1967,8
students,1967,8
children,1967,7
good,1967,7
horror,1967,7
tokyo,1967,7
gun,1967,7
gang,1967,7
action,1967,7
missing,1967,7
join,1967,7
spy,1967,7
sato,1967,7
trade,1967,7
food,1967,7
house,1967,7
surprise,1967,7
embassy,1967,7
plea,1967,7
british,1967,7
flood,1967,23
city,1967,7
time,1967,7
copter,1967,7
probe,1967,7
russia,1967,7
grab,1967,7
see,1967,7
sea,1967,7
jets,1967,7
flight,1967,7
case,1967,7
stolen,1967,7
near,1967,7
Manila,1967,7
nasir,1967,7
teacher,1967,18
workers,1967,7
tin,1967,7
quit,1967,7
Suharto,1967,7
civil,1967,7
ship,1967,7
Marcos,1967,6
rise,1967,6
freed,1967,6
hartal,1967,6
funeral,1967,6
tragedy,1967,6
change,1967,6
wait,1967,6
leaves,1967,6
danger,1967,6
win,1967,15
crisis,1967,6
press,1967,6
baby,1967,6
gold,1967,6
hold,1967,6
ride,1967,6
currency,1967,6
scare,1967,6
exchange,1967,6
umno,1967,6
wont,1967,6
arrested,1967,6
open,1967,6
jump,1967,6
ceylon,1967,6
million,1967,6
miss,1967,6
little,1967,6
top,1967,6
cup,1967,6
passports,1967,6
mother,1967,6
pope,1967,6
ban,1967,6
team,1967,6
mob,1967,6
Sultan,1967,6
hours,1967,6
budget,1967,6
alert,1967,6
soviet,1967,6
rocket,1967,6
talks,1968,105
Tengku,1968,73
Sabah,1968,57
Singapore,1968,72
Razak,1968,50
up,1968,46
crash,1968,43
killed,1968,43
Manila,1968,43
death,1968,41
U.S.,1968,65
Saigon,1968,33
Malaysia,1968,33
Marcos,1968,32
police,1968,32
defence,1968,29
Lee,1968,29
troops,1968,29
war,1968,28
border,1968,27
row,1968,26
Reds,1968,59
threat,1968,26
heart,1968,24
aid,1968,24
plea,1968,23
dead,1968,23
die,1968,48
pledge,1968,22
move,1968,22
hit,1968,34
visit,1968,21
peace,1968,21
strike,1968,20
Jakarta,1968,20
Tun,1968,20
hunt,1968,20
vietnam,1968,20
air,1968,19
plane,1968,18
fire,1968,18
bank,1968,17
grab,1968,17
raid,1968,17
Britain,1968,17
blast,1968,16
end,1968,16
british,1968,16
attack,1968,16
Govt,1968,16
envoy,1968,15
ties,1968,15
King,1968,15
Asean,1968,15
battle,1968,15
flies,1968,15
protest,1968,14
round,1968,14
hanoi,1968,14
top,1968,14
murder,1968,14
LBJ,1968,14
tells,1968,14
malik,1968,14
pay,1968,14
lost,1968,14
No.,1968,13
London,1968,13
Thai,1968,24
wilson,1968,13
last,1968,13
cholera,1968,13
bid,1968,13
ship,1968,22
wife,1968,13
summit,1968,13
paris,1968,12
team,1968,12
chief,1968,12
work,1968,12
down,1968,12
arrested,1968,12
million,1968,12
calls,1968,12
accord,1968,12
riddle,1968,12
party,1968,12
break,1968,12
offer,1968,12
shot,1968,11
polls,1968,11
airport,1968,11
Ramos,1968,11
quake,1968,11
house,1968,11
city,1968,11
free,1968,11
clash,1968,11
joint,1968,11
quit,1968,11
pact,1968,11
alert,1968,11
kill,1968,27
Suharto,1968,11
north,1968,11
ho,1968,21
claim,1968,11
MSA,1968,11
hurt,1968,11
gang,1968,10
horror,1968,10
plot,1968,10
de,1968,10
gaulle,1968,10
swop,1968,10
vietcong,1968,10
pope,1968,10
show,1968,10
sea,1968,10
firm,1968,10
near,1968,10
pull-out,1968,10
rain,1968,10
mil,1968,10
thieu,1968,10
moon,1968,10
Queen,1968,10
rubber,1968,10
blaze,1968,9
seized,1968,9
mil.,1968,9
warns,1968,9
years,1968,9
safe,1968,9
train,1968,9
tanker,1968,9
gives,1968,9
moscow,1968,9
note,1968,9
hope,1968,9
ban,1968,9
minister,1968,9
trade,1968,9
people,1968,9
fight,1968,9
HK,1968,9
warning,1968,9
trip,1968,9
film,1968,9
robbed,1968,9
tin,1968,9
students,1968,9
stay,1968,9
czech,1968,8
sign,1968,8
selassie,1968,8
toll,1968,8
search,1968,8
put,1968,8
riot,1968,17
baby,1968,8
car,1968,8
date,1968,8
order,1968,8
wont,1968,8
mercy,1968,8
space,1968,8
yusof,1968,8
russia,1968,8
russians,1968,8
labour,1968,8
bomb,1968,8
ill,1968,8
smith,1968,8
loan,1968,8
bill,1968,8
budget,1968,8
sets,1968,8
royal,1968,8
five,1968,8
night,1968,8
aussie,1968,8
run,1968,8
step,1968,8
guerillas,1968,8
Nixon,1968,8
civil,1968,8
cabinet,1968,8
welcome,1968,8
gorton,1968,8
gold,1968,7
tanks,1968,7
shock,1968,7
leave,1968,7
copter,1968,7
agrees,1968,7
body,1968,7
full,1968,7
win,1968,20
crisis,1968,7
market,1968,7
army,1968,7
arms,1968,7
nine,1968,7
tan,1968,7
send,1968,7
thant,1968,7
week,1968,7
payroll,1968,7
keep,1968,7
sanh,1968,7
force,1968,7
open,1968,7
prague,1968,7
supplement,1968,7
premier,1968,7
case,1968,7
say,1968,7
court,1968,7
price,1968,7
camp,1968,7
Raja,1968,7
embassy,1968,7
viet,1968,18
jobs,1968,7
Sultan,1968,7
sacked,1968,7
crew,1968,7
life,1968,7
seven,1968,7
halt,1968,7
rail,1968,7
yes,1968,7
security,1968,7
hush,1968,7
leader,1968,7
power,1968,7
Tengku,1969,101
Singapore,1969,107
up,1969,69
killed,1969,51
Malaysia,1969,44
border,1969,44
police,1969,43
U.S.,1969,64
curfew,1969,40
Razak,1969,40
crash,1969,39
Lee,1969,34
die,1969,70
death,1969,33
Nixon,1969,32
troops,1969,31
Tun,1969,31
Govt,1969,30
Reds,1969,72
moon,1969,28
defence,1969,27
war,1969,26
attack,1969,35
strike,1969,24
raid,1969,23
dead,1969,23
visit,1969,23
shot,1969,23
King,1969,23
work,1969,22
bank,1969,22
down,1969,22
Thai,1969,34
israeli,1969,21
plane,1969,31
blast,1969,28
years,1969,20
kill,1969,37
rubber,1969,20
hit,1969,37
polls,1969,19
trade,1969,19
missing,1969,19
peace,1969,19
grab,1969,19
battle,1969,18
Britain,1969,18
hours,1969,18
fire,1969,18
step,1969,18
pledge,1969,18
tells,1969,17
bomb,1969,17
air,1969,17
bid,1969,17
dont,1969,17
clash,1969,17
MSA,1969,16
aussie,1969,16
cut,1969,16
alert,1969,16
Queen,1969,16
envoy,1969,15
hurt,1969,15
order,1969,15
forces,1969,15
ban,1969,15
aid,1969,15
heart,1969,15
russia,1969,15
Manila,1969,15
airport,1969,15
flies,1969,15
five,1969,15
leader,1969,15
China,1969,14
hospital,1969,14
end,1969,14
London,1969,14
vietcong,1969,14
open,1969,14
ties,1969,14
talk,1969,79
viet,1969,27
soviet,1969,14
Alliance,1969,14
apollo,1969,14
warns,1969,13
top,1969,13
penang,1969,13
security,1969,13
ship,1969,13
price,1969,13
minister,1969,13
situation,1969,13
pay,1969,13
oil,1969,13
Israel,1969,13
pact,1969,13
ready,1969,13
lead,1969,13
record,1969,13
President,1969,12
Saigon,1969,12
ill,1969,12
Sabah,1969,12
plea,1969,12
british,1969,12
city,1969,12
freed,1969,12
start,1969,12
wilson,1969,12
cholera,1969,12
ambush,1969,12
summit,1969,12
national,1969,12
quit,1969,12
hanoi,1969,11
give,1969,11
wins,1969,11
good,1969,11
Goh,1969,11
girls,1969,11
tin,1969,11
vietnam,1969,11
team,1969,11
change,1969,11
malaysian,1969,11
Thailand,1969,11
general,1969,11
horror,1969,11
jet,1969,23
makes,1969,11
tan,1969,11
chief,1969,11
mil,1969,11
party,1969,11
stay,1969,11
office,1969,10
guns,1969,10
yes,1969,10
hunt,1969,10
fight,1969,10
happy,1969,10
test,1969,10
crisis,1969,10
mao,1969,10
million,1969,10
rumours,1969,10
riddle,1969,10
power,1969,10
calls,1969,10
wife,1969,10
ismail,1969,10
targets,1969,10
meeting,1969,10
malik,1969,10
shock,1969,10
baby,1969,10
move,1969,10
Peking,1969,10
keep,1969,10
suez,1969,10
denial,1969,10
indira,1969,10
arms,1969,9
hot,1969,9
jungle,1969,9
free,1969,9
murder,1969,9
earth,1969,9
Sarawak,1969,9
arab,1969,9
old,1969,9
deal,1969,9
round,1969,9
jail,1969,9
wont,1969,9
cairo,1969,9
normal,1969,9
Raja,1969,9
slain,1969,9
Indon,1969,9
cabinet,1969,9
gorton,1969,9
full,1969,9
plans,1969,9
house,1969,9
base,1969,9
sea,1969,9
last,1969,9
fund,1969,9
cents,1969,9
lumpur,1969,9
guerillas,1969,9
UN,1969,9
warning,1969,9
capital,1969,9
egypt,1969,9
tanker,1969,9
state,1969,9
second,1969,9
unity,1969,9
kuala,1969,9
boom,1969,9
Marcos,1969,8
paris,1969,8
army,1969,8
varsity,1969,8
Japan,1969,8
safe,1969,8
schools,1969,8
navy,1969,8
surprise,1969,8
probe,1969,8
life,1969,8
seven,1969,8
royal,1969,8
gift,1969,8
drive,1969,8
flood,1969,8
time,1969,8
mil.,1969,8
riot,1969,8
copter,1969,16
No.,1969,8
Jakarta,1969,8
case,1969,16
pull-out,1969,8
road,1969,8
rush,1969,8
U.S.,1970,84
talks,1970,61
police,1970,57
up,1970,57
Singapore,1970,74
crash,1970,50
killed,1970,49
Lee,1970,48
Reds,1970,94
Tengku,1970,45
fire,1970,40
strike,1970,38
death,1970,45
news,1970,36
troops,1970,34
hurt,1970,33
Malaysia,1970,32
Razak,1970,32
dead,1970,31
bid,1970,29
aid,1970,28
attack,1970,28
air,1970,27
visit,1970,27
border,1970,27
Govt,1970,26
down,1970,26
blast,1970,26
die,1970,52
shot,1970,26
bomb,1970,34
kidnap,1970,23
cambodia,1970,23
british,1970,23
drama,1970,23
war,1970,22
car,1970,22
peace,1970,22
China,1970,21
Israel,1970,21
arms,1970,19
MSA,1970,19
Britain,1970,19
defence,1970,19
plane,1970,19
threat,1970,19
warning,1970,19
Tun,1970,18
students,1970,18
envoy,1970,17
bank,1970,17
murder,1970,17
Nixon,1970,17
battle,1970,17
Thai,1970,35
wife,1970,17
pledge,1970,17
move,1970,17
soviet,1970,17
protest,1970,16
kill,1970,43
airport,1970,16
hit,1970,30
blaze,1970,16
freed,1970,16
force,1970,28
army,1970,15
hunt,1970,15
fight,1970,15
hijack,1970,15
missing,1970,15
London,1970,14
israeli,1970,14
ban,1970,14
ship,1970,14
plea,1970,14
Jakarta,1970,14
polls,1970,14
oil,1970,14
jet,1970,23
flies,1970,14
indons,1970,14
Peking,1970,14
warns,1970,13
Raja,1970,13
pay,1970,13
cup,1970,13
clash,1970,13
hold,1970,12
pullout,1970,12
viets,1970,12
top,1970,12
tells,1970,12
probe,1970,12
stop,1970,12
Sarawak,1970,12
life,1970,12
vietcong,1970,12
team,1970,12
hotel,1970,12
sea,1970,12
guerillas,1970,12
quit,1970,12
give,1970,18
order,1970,11
Japan,1970,11
free,1970,11
raid,1970,22
Manila,1970,11
fall,1970,21
armed,1970,11
court,1970,11
UN,1970,11
shock,1970,11
keep,1970,11
grab,1970,11
bus,1970,11
Saigon,1970,10
mil,1970,10
yes,1970,10
officer,1970,10
security,1970,10
vietnam,1970,10
policy,1970,10
wont,1970,10
malik,1970,10
phnom,1970,10
minister,1970,10
riddle,1970,10
moon,1970,10
power,1970,10
plans,1970,10
dont,1970,10
jordan,1970,10
double,1970,10
lost,1970,10
train,1970,10
ties,1970,10
quake,1970,10
tanker,1970,10
five,1970,10
stabbed,1970,9
end,1970,9
Goh,1970,9
camp,1970,9
offer,1970,9
date,1970,9
No.,1970,9
NOL,1970,9
Sabah,1970,9
call-up,1970,9
tour,1970,9
case,1970,9
rubber,1970,9
soldier,1970,9
paper,1970,20
penh,1970,9
base,1970,9
pact,1970,9
cut,1970,9
heath,1970,9
ceasefire,1970,9
sihanouk,1970,9
chief,1970,9
drug,1970,19
well,1970,9
press,1970,9
rescue,1970,8
asia,1970,8
wins,1970,8
youths,1970,8
schools,1970,8
arrested,1970,8
near,1970,8
seven,1970,8
shares,1970,8
trial,1970,8
mao,1970,8
jail,1970,8
moscow,1970,8
russia,1970,8
price,1970,8
malaysian,1970,8
embassy,1970,8
quiet,1970,8
better,1970,8
kosygin,1970,8
tin,1970,8
traffic,1970,8
aussie,1970,8
downed,1970,8
lon,1970,8
am,1970,8
ismail,1970,8
horror,1970,8
town,1970,8
King,1970,8
m-east,1970,8
cholera,1970,8
last,1970,8
hoax,1970,8
ready,1970,8
alert,1970,8
coup,1970,8
nasser,1970,8
roundup,1970,8
exchange,1970,8
kidnapped,1970,8
missile,1970,8
key,1970,8
injured,1970,8
leader,1970,8
Suharto,1970,8
stay,1970,8
India,1970,7
President,1970,7
service,1970,7
second,1970,7
people,1970,7
head,1970,7
flood,1970,16
appeal,1970,7
market,1970,7
s.,1970,7
space,1970,7
million,1970,7
say,1970,7
drive,1970,7
russian,1970,7
robbery,1970,7
Thailand,1970,7
road,1970,7
toto,1971,57
Lee,1971,52
Singapore,1971,68
up,1971,50
U.S.,1971,62
talks,1971,49
China,1971,41
numbers,1971,37
winner,1971,33
crash,1971,31
police,1971,29
India,1971,28
killed,1971,28
Peking,1971,27
dead,1971,27
water,1971,26
Govt,1971,26
five,1971,24
draw,1971,24
bid,1971,23
MSA,1971,22
shot,1971,21
winning,1971,21
bank,1971,21
Britain,1971,21
blast,1971,20
Reds,1971,36
Malaysia,1971,20
bus,1971,20
peace,1971,20
troops,1971,19
pay,1971,19
bomb,1971,18
appeal,1971,18
roundup,1971,18
warning,1971,18
reader,1971,17
threat,1971,17
fire,1971,17
air,1971,17
die,1971,33
strike,1971,16
Razak,1971,16
move,1971,16
attack,1971,16
border,1971,16
death,1971,16
win,1971,40
Nixon,1971,16
war,1971,16
hurt,1971,15
hit,1971,15
quit,1971,21
british,1971,14
a.m.,1971,14
laos,1971,14
battle,1971,13
visit,1971,13
stabbed,1971,13
President,1971,13
grab,1971,13
herald,1971,13
fight,1971,13
shock,1971,12
ceylon,1971,12
mil,1971,12
Tun,1971,12
save,1971,12
drama,1971,12
happy,1971,12
wife,1971,12
Chinese,1971,11
defence,1971,11
free,1971,11
crisis,1971,11
plane,1971,11
chief,1971,11
Japan,1971,11
viet,1971,20
soviet,1971,11
hanoi,1971,11
contest,1971,11
end,1971,10
pledge,1971,10
kidnap,1971,10
airport,1971,10
tan,1971,10
London,1971,10
dont,1971,10
hotel,1971,10
case,1971,10
Raja,1971,10
paper,1971,10
last,1971,10
secret,1971,10
aid,1971,10
pact,1971,10
near,1971,10
fernandez,1971,10
flood,1971,23
results,1971,9
envoy,1971,9
arms,1971,9
pullout,1971,9
mission,1971,9
bonus,1971,9
price,1971,9
trade,1971,9
accord,1971,9
pakistan,1971,9
down,1971,9
deal,1971,9
rubber,1971,9
role,1971,9
hijacker,1971,8
dollar,1971,8
women,1971,8
prize,1971,8
team,1971,8
guns,1971,8
drugs,1971,8
court,1971,8
hon,1971,8
years,1971,8
Saigon,1971,8
better,1971,8
asia,1971,8
victory,1971,8
jet,1971,8
top,1971,8
KL,1971,8
clash,1971,8
seven,1971,8
foreign,1971,8
party,1971,8
injured,1971,8
alert,1971,8
nanyang,1971,8
moon,1971,8
gerakan,1971,8
ambush,1971,8
UN,1971,8
ship,1971,8
vietnam,1971,8
students,1971,8
heath,1971,8
protest,1971,7
ismail,1971,7
row,1971,7
seized,1971,7
school,1971,7
Asian,1971,7
force,1971,17
warns,1971,7
boost,1971,7
changi,1971,7
study,1971,7
raids,1971,7
share,1971,7
control,1971,7
hot,1971,7
johore,1971,7
pak,1971,7
hijack,1971,7
oil,1971,7
Goh,1971,7
million,1971,7
blaze,1971,7
keep,1971,7
say,1971,7
trip,1971,7
curfew,1971,7
dacca,1971,7
rebels,1971,7
sea,1971,7
won,1971,7
group,1971,7
sadat,1971,7
waste,1971,7
minister,1971,7
kill,1971,20
sheares,1971,7
aussie,1971,7
indira,1971,7
chou,1971,7
act,1971,7
house,1971,7
record,1971,7
murder,1971,7
second,1971,6
perak,1971,6
factory,1971,6
power,1971,6
months,1971,6
yes,1971,6
search,1971,6
ahead,1971,6
family,1971,6
buses,1971,6
Parliament,1971,6
high,1971,6
trial,1971,6
plans,1971,6
youths,1971,6
policy,1971,6
surprise,1971,6
base,1971,6
south,1971,6
vote,1971,6
leaders,1971,6
system,1971,6
russia,1971,6
alive,1971,6
services,1971,6
sale,1971,6
ky,1971,6
Queen,1971,6
black,1971,6
ties,1971,6
stop,1971,6
malaysian,1971,6
fall,1971,6
cuts,1971,6
feared,1971,6
missing,1971,6
come,1971,6
takeover,1971,6
flies,1971,6
village,1971,6
boat,1971,6
PC,1971,6
offers,1971,6
PM,1971,6
life,1971,6
ready,1971,6
killer,1971,6
well,1971,6
Singapore,1972,54
Lee,1972,43
talks,1972,36
crash,1972,35
killed,1972,35
die,1972,52
up,1972,30
Govt,1972,25
Nixon,1972,25
visit,1972,25
hurt,1972,24
down,1972,24
Malaysia,1972,23
bomb,1972,29
dead,1972,22
blast,1972,20
war,1972,20
U.S.,1972,29
police,1972,19
shot,1972,18
pay,1972,18
China,1972,17
ban,1972,17
Reds,1972,38
fire,1972,16
five,1972,16
pact,1972,15
air,1972,15
KL,1972,15
Queen,1972,14
airport,1972,14
MSA,1972,14
Peking,1972,14
bid,1972,14
hanoi,1972,13
strike,1972,13
attack,1972,13
gold,1972,13
troops,1972,12
Razak,1972,12
death,1972,12
team,1972,11
car,1972,11
move,1972,11
bank,1972,11
peace,1972,11
vietnam,1972,11
shock,1972,10
plane,1972,16
court,1972,10
jet,1972,15
ties,1972,10
top,1972,10
hit,1972,17
drug,1972,18
soviet,1972,10
kill,1972,20
yes,1972,10
hunt,1972,10
arms,1972,10
Britain,1972,10
pledge,1972,9
kidnap,1972,9
win,1972,16
Japan,1972,9
Saigon,1972,9
killer,1972,9
storm,1972,9
hotel,1972,9
haul,1972,9
warning,1972,9
heath,1972,9
time,1972,9
gang,1972,8
seized,1972,8
rise,1972,8
appeal,1972,8
work,1972,8
chit,1972,8
ambush,1972,8
law,1972,8
mystery,1972,8
hijack,1972,8
Goh,1972,8
british,1972,8
threat,1972,8
Raja,1972,8
jailed,1972,8
missing,1972,8
freed,1972,8
drama,1972,8
flood,1972,13
welcome,1972,8
terror,1972,7
warns,1972,7
claim,1972,7
control,1972,7
end,1972,12
pullout,1972,7
bangla,1972,7
fefc,1972,7
wanted,1972,7
viets,1972,7
summit,1972,7
Asean,1972,7
chief,1972,7
eight,1972,7
cabinet,1972,7
Jakarta,1972,7
asia,1972,7
cholera,1972,7
grab,1972,7
state,1972,7
minister,1972,7
near,1972,7
oil,1972,7
officer,1972,7
security,1972,7
fischer,1972,6
gun,1972,6
kissinger,1972,6
full,1972,6
hours,1972,6
envoy,1972,6
trial,1972,6
crisis,1972,6
mujib,1972,6
train,1972,6
coalition,1972,6
jail,1972,6
years,1972,6
house,1972,6
million,1972,6
quits,1972,6
border,1972,6
curfew,1972,6
clash,1972,6
accord,1972,6
penang,1972,6
sugar,1972,6
stop,1972,6
joint,1972,6
Taiwan,1972,6
Sarawak,1972,6
Tun,1972,6
secret,1972,6
last,1972,6
inquiry,1972,6
party,1972,6
charged,1972,6
belfast,1972,6
arrest,1972,6
thieu,1972,6
moon,1972,6
road,1972,6
Suharto,1972,6
fraud,1972,6
inside,1972,6
ship,1972,14
rubber,1972,6
students,1972,6
concorde,1972,6
ali,1972,5
dollar,1972,5
month,1972,5
protest,1972,5
case,1972,5
tri,1972,5
round,1972,5
budget,1972,5
rate,1972,5
perak,1972,5
shares,1972,5
toll,1972,5
public,1972,5
exchange,1972,5
blaze,1972,5
phone,1972,5
fly,1972,5
tokyo,1972,5
council,1972,5
pong,1972,5
ping,1972,5
gaffar,1972,5
switch,1972,5
London,1972,5
quake,1972,5
bombing,1972,5
Marshall,1972,5
arrested,1972,5
plea,1972,5
dont,1972,5
story,1972,5
moscow,1972,5
mil,1972,5
paris,1972,5
price,1972,5
letter,1972,5
HK,1972,5
beat,1972,5
trade,1972,5
bar,1972,5
feared,1972,5
joy,1972,5
boss,1972,5
cut,1972,5
tour,1972,5
riddle,1972,5
flies,1972,5
bhutto,1972,5
PC,1972,5
meeting,1972,5
PM,1972,5
mine,1972,5
fund,1972,5
elections,1972,5
seven,1972,5
shooting,1972,5
quang,1972,5
Manila,1972,5
director,1972,5
well,1972,5
coup,1972,5
people,1972,5
escape,1972,5
leader,1972,5
opium,1972,5
magazine,1972,5
Alliance,1972,5
indira,1972,5
start,1972,5
PAP,1972,5
happy,1972,5
polio,1972,5
up,1973,80
U.S.,1973,67
talks,1973,42
crash,1973,41
Lee,1973,40
Nixon,1973,45
killed,1973,37
police,1973,35
oil,1973,34
Singapore,1973,38
bomb,1973,29
price,1973,40
dollar,1973,24
rice,1973,24
die,1973,40
death,1973,23
peace,1973,23
shot,1973,22
gold,1973,22
rubber,1973,22
blast,1973,20
down,1973,20
pledge,1973,19
exchange,1973,18
Thai,1973,18
bid,1973,18
hurt,1973,17
ban,1973,17
fire,1973,17
Govt,1973,17
Israel,1973,16
plane,1973,16
threat,1973,16
dead,1973,16
ties,1973,15
Japan,1973,15
China,1973,15
Malaysia,1973,15
visit,1973,15
war,1973,15
hit,1973,26
trade,1973,14
pay,1973,14
warning,1973,14
move,1973,13
cut,1973,21
pact,1973,13
aid,1973,13
alert,1973,13
haul,1973,13
tin,1973,13
market,1973,12
attack,1973,12
