"1845:2",1845,"bark",2,24,120,20
"1845:2",1845,"received",2,19,120,15.8333333333333
"1845:2",1845,"Steamer",2,18,120,15
"1845:2",1845,"Dutch",2,17,120,14.1666666666667
"1845:2",1845,"China",2,17,120,14.1666666666667
"1845:2",1845,"Manila",2,16,120,13.3333333333333
"1845:2",1845,"ship",2,14,120,11.6666666666667
"1845:2",1845,"following",2,14,120,11.6666666666667
"1845:2",1845,"arrival",2,12,120,10
"1845:2",1845,"arrived",2,12,120,10
"1845:2",1845,"Calcutta",2,11,120,9.16666666666667
"1845:2",1845,"Bombay",2,11,120,9.16666666666667
"1845:2",1845,"Malacca",2,10,120,8.33333333333333
"1845:2",1845,"since",2,10,120,8.33333333333333
"1845:2",1845,"announce",2,9,120,7.5
"1845:2",1845,"schooner",2,9,120,7.5
"1845:3",1845,"China",3,17,107,15.8878504672897
"1845:3",1845,"Intelligence",3,14,107,13.0841121495327
"1845:3",1845,"received",3,13,107,12.1495327102804
"1845:3",1845,"brig",3,13,107,12.1495327102804
"1845:3",1845,"European",3,11,107,10.2803738317757
"1845:3",1845,"bark",3,11,107,10.2803738317757
"1845:3",1845,"Brit",3,11,107,10.2803738317757
"1845:3",1845,"Ist",3,10,107,9.34579439252336
"1845:3",1845,"schooner",3,10,107,9.34579439252336
"1845:3",1845,"Sir",3,9,107,8.41121495327103
"1845:3",1845,"ship",3,8,107,7.47663551401869
"1845:3",1845,"Dutch",3,8,107,7.47663551401869
"1845:3",1845,"CHINA",3,8,107,7.47663551401869
"1845:3",1845,"Rhio",3,8,107,7.47663551401869
"1845:3",1845,"Manila",3,8,107,7.47663551401869
"1845:3",1845,"ARRIVALS",3,7,107,6.54205607476635
"1845:3",1845,"understand",3,7,107,6.54205607476635
"1845:3",1845,"Hongkong",3,7,107,6.54205607476635
"1845:3",1845,"General",3,7,107,6.54205607476635
"1845:3",1845,"much",3,6,107,5.60747663551402
"1845:3",1845,"left",3,6,107,5.60747663551402
"1845:3",1845,"Calcutta",3,6,107,5.60747663551402
"1845:3",1845,"DEPARTURES",3,6,107,5.60747663551402
"1845:3",1845,"sent",3,6,107,5.60747663551402
"1845:3",1845,"men",3,5,107,4.67289719626168
"1845:3",1845,"CALCUTTA",3,5,107,4.67289719626168
"1845:3",1845,"letter",3,5,107,4.67289719626168
"1845:3",1845,"subject",3,5,107,4.67289719626168
"1845:3",1845,"Majestys",3,5,107,4.67289719626168
"1845:3",1845,"Steamer",3,5,107,4.67289719626168
"1845:3",1845,"notice",3,5,107,4.67289719626168
"1845:3",1845,"Bombay",3,5,107,4.67289719626168
"1845:3",1845,"great",3,5,107,4.67289719626168
"1845:3",1845,"upon",3,5,107,4.67289719626168
"1846:2",1846,"Steamer",2,70,331,21.1480362537764
"1846:2",1846,"China",2,56,331,16.9184290030211
"1846:2",1846,"arrived",2,53,331,16.012084592145
"1846:2",1846,"Calcutta",2,46,331,13.8972809667674
"1846:2",1846,"following",2,39,331,11.7824773413897
"1846:2",1846,"bark",2,38,331,11.4803625377643
"1846:2",1846,"Captain",2,37,331,11.178247734139
"1846:2",1846,"received",2,36,331,10.8761329305136
"1846:2",1846,"brig",2,35,331,10.5740181268882
"1846:2",1846,"ship",2,34,331,10.2719033232628
"1846:3",1846,"China",3,61,348,17.5287356321839
"1846:3",1846,"European",3,53,348,15.2298850574713
"1846:3",1846,"bark",3,42,348,12.0689655172414
"1846:3",1846,"Intelligence",3,37,348,10.632183908046
"1846:3",1846,"Calcutta",3,31,348,8.9080459770115
"1846:3",1846,"brig",3,31,348,8.9080459770115
"1846:3",1846,"following",3,29,348,8.33333333333333
"1846:3",1846,"ship",3,28,348,8.04597701149425
"1846:3",1846,"received",3,24,348,6.89655172413793
"1846:3",1846,"Dutch",3,24,348,6.89655172413793
"1846:3",1846,"arrived",3,23,348,6.60919540229885
"1846:3",1846,"ARRIVALS",3,22,348,6.32183908045977
"1846:3",1846,"India",3,22,348,6.32183908045977
"1846:4",1846,"bark",4,165,355,46.4788732394366
"1846:4",1846,"sight",4,160,355,45.0704225352113
"1846:4",1846,"days",4,154,355,43.3802816901408
"1846:4",1846,"brig",4,102,355,28.7323943661972
"1846:4",1846,"cwt",4,91,355,25.6338028169014
"1846:4",1846,"Goan",4,87,355,24.5070422535211
"1846:4",1846,"China",4,86,355,24.2253521126761
"1846:4",1846,"Bombay",4,83,355,23.3802816901408
"1846:4",1846,"ship",4,77,355,21.6901408450704
"1846:4",1846,"Calcutta",4,77,355,21.6901408450704
"1846:4",1846,"dollar",4,62,355,17.4647887323944
"1848:2",1848,"arrival",2,116,314,36.9426751592357
"1848:2",1848,"announce",2,109,314,34.7133757961783
"1848:2",1848,"following",2,97,314,30.8917197452229
"1848:2",1848,"passengers",2,90,314,28.6624203821656
"1848:2",1848,"received",2,54,314,17.1974522292994
"1848:2",1848,"China",2,54,314,17.1974522292994
"1848:2",1848,"Captain",2,53,314,16.8789808917197
"1848:2",1848,"Calcutta",2,37,314,11.7834394904459
"1848:2",1848,"Mrs",2,36,314,11.4649681528662
"1848:2",1848,"Hongkong",2,35,314,11.1464968152866
"1848:2",1848,"arrived",2,34,314,10.828025477707
"1848:3",1848,"European",3,52,236,22.0338983050847
"1848:3",1848,"Intelligence",3,47,236,19.9152542372881
"1848:3",1848,"China",3,28,236,11.864406779661
"1848:3",1848,"following",3,24,236,10.1694915254237
"1848:3",1848,"arrived",3,23,236,9.74576271186441
"1848:3",1848,"Sir",3,19,236,8.05084745762712
"1848:3",1848,"CHINA",3,18,236,7.6271186440678
"1848:3",1848,"place",3,17,236,7.20338983050847
"1848:3",1848,"Captain",3,16,236,6.77966101694915
"1848:3",1848,"Chinese",3,16,236,6.77966101694915
"1848:3",1848,"received",3,15,236,6.35593220338983
"1848:3",1848,"left",3,15,236,6.35593220338983
"1848:4",1848,"brig",4,75,272,27.5735294117647
"1848:4",1848,"bark",4,74,272,27.2058823529412
"1848:4",1848,"Ditto",4,72,272,26.4705882352941
"1848:4",1848,"Calcutta",4,70,272,25.7352941176471
"1848:4",1848,"cwt",4,64,272,23.5294117647059
"1848:4",1848,"SHIPPING",4,59,272,21.6911764705882
"1848:4",1848,"dollar",4,58,272,21.3235294117647
"1848:4",1848,"sight",4,58,272,21.3235294117647
"1848:4",1848,"Brit",4,57,272,20.9558823529412
"1848:4",1848,"Bombay",4,56,272,20.5882352941176
"1848:4",1848,"Sago",4,50,272,18.3823529411765
"1849:3",1849,"following",3,26,110,23.6363636363636
"1849:3",1849,"arrival",3,23,110,20.9090909090909
"1849:3",1849,"announce",3,22,110,20
"1849:3",1849,"passengers",3,17,110,15.4545454545455
"1849:3",1849,"Calcutta",3,16,110,14.5454545454545
"1849:3",1849,"received",3,14,110,12.7272727272727
"1849:3",1849,"Hongkong",3,13,110,11.8181818181818
"1849:3",1849,"China",3,11,110,10
"1849:3",1849,"Sir",3,9,110,8.18181818181818
"1849:3",1849,"CHINA",3,9,110,8.18181818181818
"1849:3",1849,"accounts",3,8,110,7.27272727272727
"1849:3",1849,"Mrs",3,8,110,7.27272727272727
"1849:4",1849,"announce",4,28,124,22.5806451612903
"1849:4",1849,"arrival",4,27,124,21.7741935483871
"1849:4",1849,"following",4,20,124,16.1290322580645
"1849:4",1849,"passengers",4,19,124,15.3225806451613
"1849:4",1849,"received",4,18,124,14.5161290322581
"1849:4",1849,"Drs",4,12,124,9.67741935483871
"1849:4",1849,"Mrs",4,12,124,9.67741935483871
"1849:4",1849,"Calcutta",4,11,124,8.87096774193548
"1849:4",1849,"upon",4,11,124,8.87096774193548
"1849:4",1849,"Bombay",4,9,124,7.25806451612903
"1849:4",1849,"Captain",4,9,124,7.25806451612903
"1849:4",1849,"left",4,8,124,6.45161290322581
"1849:4",1849,"CHINA",4,8,124,6.45161290322581
"1849:4",1849,"China",4,8,124,6.45161290322581
"1849:4",1849,"news",4,7,124,5.64516129032258
"1849:4",1849,"board",4,7,124,5.64516129032258
"1849:4",1849,"Malacca",4,7,124,5.64516129032258
"1849:4",1849,"annex",4,7,124,5.64516129032258
"1849:4",1849,"departure",4,7,124,5.64516129032258
"1849:4",1849,"DEATH",4,7,124,5.64516129032258
"1849:4",1849,"instant",4,7,124,5.64516129032258
"1849:6",1849,"bark",6,20,127,15.748031496063
"1849:6",1849,"Bombay",6,16,127,12.5984251968504
"1849:6",1849,"following",6,13,127,10.2362204724409
"1849:6",1849,"Captain",6,13,127,10.2362204724409
"1849:6",1849,"bottled",6,12,127,9.44881889763779
"1849:6",1849,"Calcutta",6,12,127,9.44881889763779
