"wordCol","yearCol","countCol"
"burma",1960,2
"own",1960,5
"auster",1960,6
"tourists",1960,1
"referendum",1960,1
"guard",1960,2
"doesnt",1960,1
"promise",1960,1
"authoress",1960,1
"roads",1960,2
"informationdefence",1960,1
"rejoice",1960,1
"gilliatt",1960,1
"confident",1960,1
"weeps",1960,1
"rushes",1960,1
"visitor",1960,4
"inspiration",1960,1
"khir",1960,4
"loffer",1960,1
"cricket",1960,1
"maori",1960,1
"north",1960,2
"stadium",1960,2
"bus",1960,9
"brand",1960,1
"hq",1960,1
"agrees",1960,1
"hk",1960,1
"trek",1960,1
"maory",1960,1
"plague",1960,1
"rioter",1960,1
"witness",1960,2
"count",1960,1
"merdeka",1960,3
"made",1960,2
"relents",1960,1
"dangerous",1960,1
"official",1960,7
"signed",1960,2
"record",1960,9
"ruling",1960,1
"gagged",1960,2
"heiress",1960,3
"problem",1960,1
"pm",1960,1
"stirring",1960,1
"slips",1960,1
"warship",1960,2
"links",1960,1
"prahu",1960,1
"inadequate",1960,1
"kisses",1960,1
"pie",1960,2
"beats",1960,3
"education",1960,9
"planting",1960,1
"compared",1960,1
"gay",1960,2
"contest",1960,4
"postmen",1960,1
"shouters",1960,1
"other",1960,1
"boom",1960,3
"sick",1960,3
"convicts",1960,1
"junk",1960,1
"blunders",1960,1
"star",1960,2
"monday",1960,3
"june",1960,1
"stay",1960,2
"margaret",1960,6
"chance",1960,1
"stab",1960,1
"friends",1960,3
"cliff",1960,1
"pibul",1960,1
"buttrose",1960,1
"fund",1960,1
"jewel",1960,2
"rule",1960,1
"rural",1960,6
"mobutu",1960,1
"gardens",1960,1
"liver",1960,1
"todays",1961,1
"asias",1961,1
"saves",1961,3
"gag",1961,1
"protest",1961,14
"asian",1961,3
"controversial",1961,1
"hanging",1961,2
"saved",1961,6
"gabrielle",1961,1
"deported",1961,1
"votes",1961,2
"founder",1961,1
"centres",1961,1
"paris",1961,2
"topples",1961,1
"mcgrowdie",1961,1
"invaders",1961,1
"bike",1961,1
"caned",1961,1
"voted",1961,1
"lore",1961,1
"lord",1961,1
"worth",1961,1
"sinking",1961,1
"rescue",1961,3
"rise",1961,4
"gizenga",1961,2
"unitede",1961,1
"jack",1961,3
"unify",1961,1
"stabbed",1961,4
"school",1961,7
"barracki",1961,1
"scholar",1961,1
"wooden",1961,1
"companies",1961,1
"solution",1961,1
"announced",1961,1
"relics",1961,1
"goya",1961,1
"upholds",1961,1
"venus",1961,1
"socialist",1961,3
"triumph",1961,1
"hostels",1961,1
"aphrodisiacs",1961,1
"charter",1961,1
"force",1961,8
"leaders",1961,7
"phones",1961,1
"warns",1961,3
"direct",1961,2
"budget",1961,6
"immedia",1961,1
"second",1961,5
"street",1961,2
"writing",1961,1
"kidnap",1961,13
"planters",1961,1
"razes",1961,1
"blue",1961,1
"revised",1961,1
"solemn",1961,1
"panama",1961,1
"beaten",1961,6
"asia",1961,5
"elizabeths",1961,1
"haze",1961,1
"new",1961,65
"seeks",1961,5
"told",1961,9
"hero",1961,3
"sinks",1961,2
"festive",1961,1
"men",1961,40
"sukarno",1961,3
"hundreds",1961,1
"bangkok",1961,6
"reported",1961,1
"protection",1961,2
"china",1961,9
"ongs",1961,3
"dry",1961,1
"property",1961,1
"daughter",1961,3
"hunting",1961,1
"cardonas",1961,1
"leaves",1961,3
"envoy",1961,12
"jail",1961,6
"credit",1961,1
"smoke",1961,1
"permit",1961,1
"california",1961,1
"theres",1961,1
"changes",1961,2
"arsonists",1961,1
"glittering",1961,1
"golden",1961,1
"fantastic",1961,1
"campaign",1961,2
"julie",1961,3
"ninety",1961,1
"guests",1961,1
"drowned",1961,3
"punching",1961,1
"invitations",1961,1
"total",1961,1
"durbar",1961,1
"plot",1961,9
"standstill",1961,1
"army",1961,12
"hospital",1961,8
"arms",1961,4
"pudge",1961,1
"call",1961,28
"calm",1961,1
"raids",1961,5
"goularts",1961,1
"strike",1961,36
"survive",1961,1
"sweated",1961,1
"lorry",1961,5
"calf",1961,1
"slaughtered",1961,1
"separated",1961,1
"churchyard",1961,1
"oscar",1961,1
"trousers",1961,1
"tshombe",1961,7
"award",1961,2
"hurt",1961,19
"phone",1961,2
"berlin",1961,6
"varsity",1961,5
"hold",1961,6
"rangoon",1961,1
"join",1961,3
"room",1961,2
"divorced",1961,1
"rights",1961,2
"instals",1961,1
"work",1961,4
"eclipse",1961,1
"reisman",1961,1
"divorces",1961,1
"experts",1961,1
"crackers",1961,1
"plunges",1961,2
"grenade",1961,2
"matilda",1961,1
"estate",1961,3
"give",1961,9
"climax",1961,1
"uar",1961,1
"india",1961,5
"indicates",1961,1
"want",1961,2
"times",1961,5
"association",1961,2
"guarantee",1961,1
"luthuli",1961,1
"vanish",1961,1
"end",1961,8
"eng",1961,1
"thousands",1961,1
"feature",1961,1
"recovers",1961,2
"hot",1961,1
"games",1961,2
"hasnah",1961,1
"answer",1961,3
"gate",1961,1
"widespread",1961,1
"johore",1961,8
"resignation",1961,1
"raleigh",1961,1
"fever",1961,2
"elizabeth",1961,1
"beauty",1961,3
"less",1961,2
"cadillac",1961,1
"dietrich",1961,1
"ball",1961,1
"customs",1961,2
"president",1961,4
"law",1961,1
"lorrys",1961,1
"shaw",1961,4
"guerilla",1961,2
"kuching",1961,2
"third",1961,2
"blockade",1961,1
"wins",1961,14
"youths",1961,2
"revolt",1961,3
"greet",1961,5
"greek",1961,2
"green",1961,1
"jungle",1961,8
"goodbye",1961,2
"enter",1961,1
"fan",1961,1
"order",1961,6
"executed",1961,1
"expects",1961,1
"london",1961,15
"copters",1961,1
"japan",1961,6
"junior",1961,1
"mayor",1961,3
"digest",1961,1
"welcomes",1961,2
"saigon",1961,2
"position",1961,2
"snowstorms",1961,1
"fit",1961,2
"borneo",1961,9
"fairway",1961,1
"exhibits",1961,1
"crew",1961,3
"production",1961,1
"fade",1961,1
"stalemate",1961,1
"weeks",1961,2
"tourist",1961,2
"bans",1961,1
"peoples",1961,2
"collide",1961,1
"break",1961,1
"bang",1961,2
"sack",1961,1
"schools",1961,5
"capsized",1961,1
"silver",1961,1
"bank",1961,8
"prize",1961,2
"govts",1961,2
"several",1961,4
"rocky",1961,1
"arrested",1961,4
"victory",1961,4
"wage",1961,1
"went",1961,1
"crocs",1961,2
"derailment",1961,1
"angola",1961,2
"nik",1961,3
"councils",1961,1
"aide",1961,1
"nigerian",1961,1
"used",1961,2
"trading",1961,1
"navy",1961,4
"dawn",1961,1
"message",1961,1
"hostel",1961,1
"decree",1961,1
"lair",1961,1
"goh",1961,6
"driving",1961,1
"views",1961,1
"cheques",1961,1
"goa",1961,2
"kuan",1961,1
"typhoid",1961,1
"encourage",1961,1
"fey",1961,1
"ra",1961,1
"got",1961,2
"engineer",1961,1
"sampan",1961,1
"ri",1961,4
"independence",1961,1
"malagasy",1961,1
"assaults",1961,1
"barrier",1961,3
"resume",1961,3
"trengganu",1961,2
"u.s.",1961,25
"selkirks",1961,1
"little",1961,4
"free",1961,6
"assures",1961,1
"disputes",1961,1
"struggle",1961,1
"crowned",1961,3
"alert",1961,2
"jubilant",1961,1
"sahl",1961,1
"starts",1961,5
"refugee",1961,2
"days",1961,6
"oppose",1961,2
"programme",1961,1
"caught",1961,1
"industrial",1961,3
"ownership",1961,1
"economists",1961,1
"chet",1961,1
"hearing",1961,4
"rationing",1961,4
"bicycle",1961,1
"antarctic",1961,1
"tangle",1961,1
"olds",1961,1
"service",1961,2
"rejects",1961,1
"top",1961,9
"girls",1961,6
"carry",1961,1
"grandpop",1961,2
"needed",1961,1
"toh",1961,3
"seatochief",1961,1
"bedell",1961,1
"inferno",1961,1
"john",1961,2
"dogs",1961,3
"murder",1961,7
"geneva",1961,1
"rejected",1961,4
"japanese",1961,1
"western",1961,1
"kennedys",1961,2
"spreads",1961,1
"begins",1961,2
"trek",1961,1
"anxiety",1961,1
"target",1961,2
"bloated",1961,1
"likely",1961,3
"spaceship",1961,1
"project",1961,3
"matter",1961,1
"idle",1961,1
"classes",1961,1
"iron",1961,3
"gives",1961,12
"powers",1961,1
"bridge",1961,2
"businessman",1961,1
"handkerchief",1961,1
"junconscious",1961,1
"ran",1961,1
"Übin",1961,1
"mind",1961,2
"mine",1961,3
"lunchtime",1961,1
"floodlit",1961,1
"seen",1961,2
"seek",1961,4
"tells",1961,3
"forced",1961,1
"strength",1961,2
"chest",1961,1
"lumpur",1961,2
"forces",1961,5
"curfew",1961,1
"rides",1961,1
"memo",1961,1
"object",1961,1
"sue",1961,1
"toil",1961,1
"germany",1961,2
"letter",1961,1
"hearts",1961,1
"drought",1961,1
"disarmed",1961,1
"zealand",1961,1
"yans",1961,1
"medical",1961,1
"prophets",1961,1
"metal",1961,1
"dog",1961,2
"treaty",1961,2
"worsen",1961,1
"points",1961,1
"voting",1961,1
"came",1961,1
"enigma",1961,1
"pardoned",1961,1
"bomb",1961,11
"reactor",1961,2
"pope",1961,4
"hunger",1961,1
"penang",1961,2
"meetings",1961,1
"probe",1961,8
"brief",1961,1
"prix",1961,3
"radio",1961,2
"parang",1961,2
"sukarnos",1961,1
"hobson",1961,1
"busy",1961,2
"czech",1961,1
"siew",1961,1
"buchman",1961,1
"stabbing",1961,4
"lodge",1961,1
"rice",1961,1
"jailed",1961,3
"harahap",1961,1
"executive",1961,1
"asians",1961,1
"de",1961,1
"watch",1961,1
"coast",1961,3
"ultimatum",1961,1
"wedding",1961,6
"report",1961,7
"baluba",1961,1
"earl",1961,3
"runs",1961,1
"bar",1961,2
"sailing",1961,1
"arrests",1961,1
"twice",1961,1
"bad",1961,4
"briefed",1961,1
"shots",1961,2
"ban",1961,13
"dayaks",1961,1
"ruins",1961,1
"barisan",1961,2
"decides",1961,1
"human",1961,2
"fair",1961,1
"guiana",1961,1
"bed",1961,1
"fail",1961,4
"disturbing",1961,1
"selamat",1961,1
"best",1961,3
"indonesians",1961,2
"draws",1961,1
"albar",1961,1
"shocks",1961,1
"ira",1961,1
"caves",1961,1
"pirate",1961,1
"zsa",1961,2
"preserve",1961,1
"sarawak",1961,1
"accord",1961,5
"terms",1961,2
"nature",1961,1
"confusion",1961,1
"paints",1961,1
"boss",1961,1
"wear",1961,1
"defiance",1961,1
"news",1961,1
"holds",1961,1
"kitchen",1961,1
"pity",1961,1
"accident",1961,2
"deepavali",1961,1
"met",1961,1
"ill",1961,4
"cup",1961,7
"utusan",1961,3
"juliana",1961,1
"estates",1961,1
"planned",1961,3
"receives",1961,1
"faces",1961,1
"kwame",1961,1
"asked",1961,2
"kluang",1961,1
"smuggled",1961,1
"toni",1961,2
"betting",1961,2
"epidemic",1961,1
"nikike",1961,1
"majestic",1961,1
"worsens",1961,1
"blonde",1961,1
"snag",1961,2
"conference",1961,1
"vientiane",1961,1
"strong",1961,1
"tins",1961,1
"jobless",1961,1
"puts",1961,3
"parley",1961,1
"union",1961,13
"condemned",1961,1
"carcia",1961,1
"confident",1961,2
"beer",1961,1
"interest",1961,2
"privilege",1961,1
"parents",1961,5
"ikeda",1961,3
"life",1961,10
"attacked",1961,2
"senang",1961,1
"mcc",1961,1
"mca",1961,3
"craft",1961,1
"child",1961,3
"yusup",1961,1
"commerce",1961,1
"save",1961,4
"istana",1961,4
"tang",1961,1
"cracker",1961,1
"castro",1961,1
"air",1961,16
"aim",1961,3
"motorist",1961,2
"aid",1961,15
"balance",1961,1
"tans",1961,1
"launched",1961,3
"cane",1961,1
"sushi",1961,1
"defeated",1961,1
"player",1961,1
"cant",1961,1
"straits",1961,3
"im",1961,1
"waddell",1961,2
"victims",1961,6
"shift",1961,1
"boom",1961,1
"memorial",1961,2
"eccas",1961,1
"deepens",1961,1
"make",1961,3
"grapple",1961,1
"split",1961,6
"babies",1961,1
"loke",1961,4
"couple",1961,3
"wheel",1961,1
"meets",1961,3
"satellite",1961,1
"raid",1961,6
"abolition",1961,1
"governors",1961,2
"balkan",1961,1
"rail",1961,2
"rain",1961,5
"hand",1961,1
"documents",1961,1
"internal",1961,1
"military",1961,1
"stengun",1961,1
"patani",1961,1
"nkrumah",1961,1
"tung",1961,1
"arab",1961,2
"youre",1961,1
"skids",1961,1
"savings",1961,1
"detained",1961,3
"mother",1961,7
"claims",1961,4
"spencer",1961,1
"left",1961,1
"snowman",1961,1
"unified",1961,1
"consciousness",1961,1
"sentence",1961,3
"gods",1961,1
"monsarrat",1961,1
"prints",1961,1
"govt",1961,23
"fighters",1961,3
"tilda",1961,1
"thanks",1961,3
"victim",1961,1
"facts",1961,2
"patient",1961,1
"yes",1961,2
"yew",1961,1
"bizerta",1961,2
"ham",1961,3
"legion",1961,1
"ease",1961,1
"royal",1961,10
"fared",1961,1
"unityplan",1961,1
"spread",1961,1
"board",1961,1
"easy",1961,1
"prison",1961,1
"take",1961,6
"osman",1961,1
"jailbreak",1961,1
"possible",1961,1
"tengkus",1961,12
"birth",1961,1
"linda",1961,2
"judge",1961,2
"shadow",1961,1
"burns",1961,2
"burnt",1961,1
"singh",1961,2
"afire",1961,2
"colour",1961,1
"gift",1961,8
"kingdoom",1961,1
"hunt",1961,11
"champ",1961,1
"theyre",1961,1
"specific",1961,1
"steps",1961,1
"skittled",1961,1
"night",1961,4
"security",1961,4
"awarded",1961,1
"seaside",1961,1
"old",1961,4
"crowd",1961,7
"urge",1961,4
"repudiate",1961,1
"crown",1961,2
"begin",1961,3
"dead",1961,22
"born",1961,2
"election",1961,6
"escape",1961,6
"advertise",1961,1
"hungarian",1961,2
"cooper",1961,2
"trace",1961,1
"ice",1961,1
"fog",1961,1
"denied",1961,1
"christmas",1961,1
"officer",1961,1
"brawl",1961,2
"pose",1961,1
"narok",1961,1
"confer",1961,1
"firemen",1961,3
"bolt",1961,1
"post",1961,1
"super",1961,2
"trophy",1961,2
"neighbours",1961,1
"topple",1961,2
"attacks",1961,7
"nikitas",1961,1
"citizens",1961,2
"accepts",1961,2
"fabdticted",1961,1
"postmens",1961,1
"dinner",1961,2
"dutton",1961,1
"mccann",1961,2
"eight",1961,1
"marshal",1961,1
"duke",1961,4
"coins",1961,1
"civil",1961,1
"pays",1961,2
"marshall",1961,4
"honeymoon",1961,5
"chimp",1961,1
"bound",1961,2
"son",1961,4
"lies",1961,2
"batu",1961,1
"tanker",1961,2
"parties",1961,2
"raises",1961,1
"carving",1961,1
"shoots",1961,1
"tracy",1961,1
"east",1961,5
"obrien",1961,1
"deal",1961,2
"skymen",1961,1
"support",1961,3
"flying",1961,4
"chevalier",1961,1
"fight",1961,10
"sends",1961,4
"editor",1961,2
"way",1961,6
"insurgents",1961,2
"bolivia",1961,1
"war",1961,6
"happy",1961,8
"starve",1961,1
"head",1961,8
"form",1961,7
"offer",1961,10
"libel",1961,1
"removes",1961,1
"katanaa",1961,1
"talents",1961,1
"tasmania",1961,1
"true",1961,1
"counsel",1961,3
"branded",1961,2
"leopoldville",1961,1
"malaysia",1961,29
"bids",1961,1
"untitled",1961,7
"retire",1961,1
"dick",1961,1
"ishsellers",1961,1
"anew",1961,2
"smashed",1961,3
"stopover",1961,1
"stranded",1961,1
"disgrace",1961,2
"wan",1961,1
"promised",1961,1
"prayer",1961,1
"ship",1961,9
"check",1961,3
"graft",1961,1
"crutches",1961,1
"sardon",1961,1
"lees",1961,3
"dying",1961,2
"floor",1961,2
"sugar",1961,1
"stake",1961,1
"vanishes",1961,1
"handed",1961,1
"margarets",1961,1
"role",1961,3
"test",1961,7
"depot",1961,1
"picture",1961,1
"dies",1961,30
"welcome",1961,11
"miscellaneous",1961,1
"diet",1961,2
"unwell",1961,1
"journey",1961,1
"scores",1961,1
"hawker",1961,1
"explosions",1961,1
"derail",1961,1
"sanctions",1961,1
"cheated",1961,1
"bhumibolsguest",1961,1
"vietnam",1961,8
"rainier",1961,1
"reception",1961,2
"time",1961,5
"push",1961,2
"serious",1961,1
"parcels",1961,1
"profits",1961,1
"overdue",1961,1
"coach",1961,1
"corps",1961,1
"survivors",1961,1
"dance",1961,1
"rob",1961,2
"people",1961,4
"leads",1961,4
"bandits",1961,2
"battle",1961,6
"mill",1961,1
"bomber",1961,3
"milk",1961,1
"row",1961,5
"grapples",1961,1
"jurong",1961,1
"rousing",1961,1
"father",1961,3
"charge",1961,7
"praised",1961,1
"swoop",1961,2
"terror",1961,2
"mobbed",1961,1
"federation",1961,5
"choice",1961,1
"tanks",1961,1
"stays",1961,2
"cook",1961,1
"word",1961,1
"trouble",1961,3
"blast",1961,6
"policeman",1961,1
"did",1961,3
"die",1961,20
"posts",1961,3
"gun",1961,6
"standards",1961,1
"leave",1961,11
"settle",1961,1
"denounces",1961,1
"team",1961,12
"colombo",1961,1
"speculation",1961,1
"round",1961,1
"says",1961,22
"regret",1961,1
"kedah",1961,1
"prediction",1961,1
"coalition",1961,1
"invaded",1961,1
"tankers",1961,1
"segamat",1961,1
"port",1961,2
"drinks",1961,1
"cargo",1961,1
"appear",1961,1
"abdicate",1961,1
"havoc",1961,2
"agrees",1961,3
"suspect",1961,1
"appeal",1961,10
"boost",1961,3
"bn",1961,1
"filled",1961,1
"gaitskell",1961,1
"psidium",1961,1
"clears",1961,1
"tibet",1961,1
"honour",1961,2
"clerk",1961,1
"muslim",1961,2
"irian",1961,5
"understanding",1961,1
"water",1961,8
"changi",1961,1
"kenyatta",1961,2
"groups",1961,1
"teacher",1961,4
"change",1961,2
"wait",1961,1
"box",1961,1
"boy",1961,14
"gay",1961,2
"flames",1961,1
"guilty",1961,5
"step",1961,1
"trial",1961,3
"exams",1961,1
"suggestion",1961,1
"churchill",1961,3
"love",1961,2
"robs",1961,1
"lending",1961,1
"ipi",1961,1
"italians",1961,1
"crisis",1961,8
"market",1961,4
"troops",1961,12
"working",1961,1
"prove",1961,1
"visit",1961,22
"sports",1961,1
"abbas",1961,4
"live",1961,2
"arabian",1961,1
"sleeping",1961,1
"negroes",1961,2
"candidates",1961,1
"australian",1961,1
"eighty",1961,1
"today",1961,9
"riot",1961,7
"club",1961,5
"altar",1961,1
"cashier",1961,1
"malay",1961,1
"thompson",1961,1
"drown",1961,2
"lian",1961,2
"cases",1961,3
"flares",1961,1
"valued",1961,1
"defeats",1961,1
"cas",1961,1
"car",1961,14
"flu",1961,1
"mayors",1961,1
"reviews",1961,1
"incidents",1961,1
"cal",1961,1
"fla",1961,1
"ferry",1961,4
"arrive",1961,1
"laughter",1961,1
"smelter",1961,1
"spy",1961,7
"gales",1961,1
"topic",1961,1
"chin",1961,3
"dropped",1961,3
"council",1961,4
"datos",1961,1
"razak",1961,8
"clothing",1961,1
"melbourne",1961,1
"writs",1961,1
"mole",1961,1
"tilt",1961,1
"cuba",1961,4
"range",1961,1
"raya",1961,3
"sunday",1961,2
"vital",1961,3
"fourth",1961,5
"elephant",1961,3
"zanzibar",1961,1
"economy",1961,1
"map",1961,1
"staying",1961,1
"mau",1961,1
"crashes",1961,6
"information",1961,1
"sacrifice",1961,2
"use",1961,1
"rites",1961,1
"mac",1961,5
"mad",1961,1
"date",1961,8
"polio",1961,2
"heroes",1961,1
"journals",1961,2
"mao",1961,1
"man",1961,26
"guerillas",1961,2
"noses",1961,1
"liquid",1961,1
"hailed",1961,1
"truck",1961,2
"eichmann",1961,1
"african",1961,3
"hassan",1961,1
"truce",1961,3
"pulled",1961,1
"talk",1961,6
"mutiny",1961,1
"lighter",1961,2
"byjj",1961,1
"midnight",1961,1
"kong",1961,5
"stability",1961,2
"brain",1961,1
"cuts",1961,4
"cold",1961,1
"birds",1961,1
"tendency",1961,1
"police",1961,32
"councillor",1961,1
"forms",1961,1
"vts",1961,1
"farmer",1961,1
"policy",1961,2
"bursaries",1961,1
"thant",1961,2
"main",1961,1
"tory",1961,1
"petition",1961,1
"qualifies",1961,1
"finance",1961,1
"strelka",1961,1
"killer",1961,3
"nation",1961,2
"records",1961,1
"anson",1961,6
"dismisses",1961,1
"killed",1961,39
"wont",1961,1
"bruneis",1961,1
"term",1961,1
"snookered",1961,1
"name",1961,1
"frank",1961,1
"imports",1961,1
"eyskens",1961,1
"injury",1961,1
"amnesty",1961,2
"turtle",1961,1
"fired",1961,1
"blacked",1961,1
"cairo",1961,1
"whisky",1961,1
"torch",1961,1
"selangor",1961,5
"farewell",1961,1
"year",1961,9
"girl",1961,15
"surprise",1961,1
"tried",1961,4
"living",1961,2
"shown",1961,1
"rioters",1961,1
"space",1961,11
"profit",1961,1
"factory",1961,4
"cancels",1961,1
"priest",1961,1
"dutch",1961,1
"assurance",1961,2
"shows",1961,1
"theory",1961,1
"bookie",1961,1
"hull",1961,2
"saboteurs",1961,1
"cart",1961,1
"spies",1961,2
"unwanted",1961,1
"rebel",1961,4
"plea",1961,9
"quits",1961,3
"marine",1961,1
"barisans",1961,1
"language",1961,2
"ministry",1961,2
"kuwait",1961,9
"maharajas",1961,1
"british",1961,9
"honest",1961,1
"turn",1961,3
"place",1961,1
"invitation",1961,1
"widow",1961,1
"ammo",1961,1
"first",1961,15
"tennis",1961,1
"saving",1961,1
"striking",1961,2
"reopen",1961,3
"americans",1961,1
"fast",1961,4
"vote",1961,8
"ring",1961,7
"weds",1961,2
"open",1961,3
"tomorrow",1961,5
"millions",1961,1
"sheep",1961,1
"city",1961,6
"given",1961,2
"silent",1961,3
"bandsmen",1961,1
"prayers",1961,1
"plastic",1961,1
"returns",1961,4
"tell",1961,1
"fiery",1961,1
"white",1961,3
"friend",1961,4
"bloodshed",1961,1
"eyes",1961,1
"adjourned",1961,1
"season",1961,1
"moscow",1961,4
"universe",1961,1
"hut",1961,2
"liang",1961,1
"shaws",1961,2
"patriarch",1961,1
"attempt",1961,1
"thai",1961,2
"flowers",1961,1
"elected",1961,1
"kah",1961,1
"future",1961,5
"knives",1961,1
"fikri",1961,1
"poisoning",1961,2
"russia",1961,8
"seri",1961,1
"ang",1961,1
"investors",1961,1
"slay",1961,1
"premier",1961,12
"briefs",1961,1
"jewels",1961,1
"sad",1961,1
"say",1961,3
"buried",1961,1
"foiled",1961,1
"rescuers",1961,1
"dragon",1961,1
"saw",1961,1
"sat",1961,1
"zoc",1961,1
"baggage",1961,1
"shocked",1961,1
"note",1961,2
"phillips",1961,1
"squad",1961,1
"katangas",1961,1
"interior",1961,1
"wonder",1961,1
"bets",1961,1
"geylang",1961,1
"sure",1961,1
"theatre",1961,1
"probed",1961,1
"price",1961,7
"fails",1961,2
"falls",1961,3
"visitors",1961,1
"donation",1961,1
"flood",1961,1
"pair",1961,1
"paget",1961,1
"america",1961,3
"queens",1961,2
"cuban",1961,1
"jakarta",1961,7
"adopt",1961,2
"drive",1961,4
"tooth",1961,1
"koran",1961,1
"hurled",1961,1
"chiang",1961,1
"senior",1961,1
"mra",1961,1
"laws",1961,1
"shop",1961,1
"rating",1961,1
"shot",1961,15
"show",1961,7
"allegations",1961,1
"russian",1961,7
"berita",1961,1
"cheah",1961,1
"hack",1961,1
"corner",1961,1
"soviets",1961,1
"help",1961,2
"deportation",1961,1
"slow",1961,2
"outrages",1961,1
"gulf",1961,1
"title",1961,1
"escaped",1961,2
"treasure",1961,2
"storms",1961,2
"outpost",1961,1
"filipinos",1961,1
"liberation",1961,1
"going",1961,5
"black",1961,4
"hockey",1961,1
"sierra",1961,1
"selegie",1961,1
"dispute",1961,1
"explosion",1961,1
"closed",1961,4
"dishonourable",1961,1
"get",1961,7
"contracts",1961,1
"duel",1961,1
"queenat",1961,1
"killers",1961,2
"repi",1961,1
"clerks",1961,1
"honours",1961,4
"trade",1961,16
"celebrate",1961,1
"secondary",1961,1
"closure",1961,1
"£ives",1961,1
"floods",1961,10
"malaysian",1961,3
"neutralist",1961,1
"ahmad",1961,1
"morning",1961,4
"miles",1961,1
"assembly",1961,6
"bombs",1961,2
"rifled",1961,1
"vision",1961,1
"ignored",1961,2
"picnic",1961,1
"marlene",1961,2
"pahat",1961,1
"spore",1961,18
"seap",1961,1
"gaulles",1961,1
"seat",1961,4
"relative",1961,1
"gangster",1961,1
"huks",1961,1
"asleep",1961,2
"slashing",1961,1
"obliging",1961,1
"ruined",1961,1
"maiaya",1961,1
"august",1961,1
"mecca",1961,1
"suspects",1961,1
"farmers",1961,1
"harvey",1961,1
"review",1961,1
"thurs",1961,1
"wayang",1961,1
"weapons",1961,1
"wests",1961,1
"kawilarang",1961,1
"arrival",1961,1
"synthetics",1961,1
"killing",1961,1
"blame",1961,1
"awards",1961,1
"tun",1961,3
"jets",1961,3
"tuc",1961,7
"come",1961,4
"sungei",1961,1
"mans",1961,2
"sandys",1961,3
"pests",1961,1
"many",1961,3
"trader",1961,2
"quiet",1961,2
"millionaire",1961,2
"blasts",1961,2
"nantah",1961,1
"sacked",1961,2
"ghani",1961,1
"comet",1961,3
"railway",1961,4
"algerians",1961,1
"comes",1961,2
"lumumba",1961,3
"pakistan",1961,4
"key",1961,2
"cancer",1961,3
"mails",1961,1
"boac",1961,2
"mandate",1961,1
"singers",1961,1
"exploit",1961,2
"poll",1961,6
"runaway",1961,1
"rugby",1961,1
"clashes",1961,2
"cities",1961,1
"testimonial",1961,1
"west",1961,1
"informed",1961,1
"mark",1961,2
"mart",1961,3
"peaceful",1961,1
"tug",1961,1
"kampongs",1961,1
"squatters",1961,1
"wants",1961,5
"shopping",1961,2
"robbed",1961,2
"offered",1961,1
"strafe",1961,1
"wounds",1961,2
"tiger",1961,1
"dramatic",1961,1
"airmans",1961,1
"minister",1961,5
"suspected",1961,1
"everest",1961,1
"former",1961,3
"pilot",1961,4
"case",1961,7
"negara",1961,2
"polls",1961,14
"cash",1961,2
"cure",1961,2
"rhodes",1961,1
"cancelled",1961,1
"abducted",1961,1
"landslide",1961,2
"shepard",1961,1
"heng",1961,1
"purse",1961,1
"commander",1961,1
"umno",1961,1
"sahara",1961,1
"contract",1961,2
"bestial",1961,1
"hash",1961,1
"floating",1961,1
"worry",1961,1
"diseases",1961,1
"pap",1961,15
"bags",1961,2
"missiles",1961,1
"pat",1961,1
"doctor",1961,5
"pay",1961,16
"trip",1961,7
"ya",1961,1
"inquiry",1961,6
"manila",1961,1
"figures",1961,1
"limavaddys",1961,1
"pak",1961,1
"isle",1961,2
"derby",1961,3
"week",1961,9
"oil",1961,1
"centuries",1961,1
"arctic",1961,1
"phumiphol",1961,1
"driver",1961,5
"drives",1961,1
"cheers",1961,3
"tuanku",1961,1
"fruit",1961,1
"investigates",1961,1
"delicate",1961,1
"coatless",1961,1
"snow",1961,1
"charges",1961,2
"iraqis",1961,1
"costs",1961,2
"solve",1961,1
"relief",1961,3
"trains",1961,1
"model",1961,1
"reward",1961,2
"tara",1961,4
"bodies",1961,3
"charged",1961,2
"taxi",1961,3
"summer",1961,1
"peace",1961,12
"gangs",1961,2
"being",1961,1
"money",1961,1
"sights",1961,2
"valuable",1961,1
"surrenders",1961,1
"foot",1961,2
"kill",1961,5
"greetings",1961,2
"touch",1961,2
"captured",1961,1
"blow",1961,3
"grounded",1961,1
"hint",1961,3
"rose",1961,1
"pups",1961,1
"smugglers",1961,1
"paras",1961,1
"bloc",1961,1
"struck",1961,3
"swim",1961,1
"starving",1961,1
"kills",1961,12
"newsmen",1961,1
"ruler",1961,6
"delhi",1961,4
"traffic",1961,5
"bandage",1961,1
"deportees",1961,2
"confined",1961,1
"world",1961,5
"accepted",1961,1
"dare",1961,1
"satisfaction",1961,1
"fossils",1961,1
"patrice",1961,1
"shoeless",1961,1
"towed",1961,1
"slain",1961,3
"miracle",1961,3
"lightning",1961,2
"chamber",1961,1
"audience",1961,2
"moreno",1961,1
"robbery",1961,2
"view",1961,1
"everyone",1961,1
"robbers",1961,3
"reduced",1961,2
"twelve",1961,1
"reveals",1961,1
"imprisonment",1961,1
"envoys",1961,3
"laotian",1961,3
"chaired",1961,1
"racial",1961,2
"snoring",1961,1
"joan",1961,1
"provided",1961,1
"prasad",1961,1
"ashes",1961,1
"noon",1961,1
