Date	Page	Abstract
18610101	909090	909090
18610102	909090	909090
18610103	909090	909090
18610104	909090	909090
18610105	909090	909090
18610106	909090	909090
18610107	909090	909090
18610108	909090	909090
18610109	909090	909090
18610110	909090	909090
18610111	909090	909090
18610112	Page 1	The Straits Times Press c.MvrKaAL s&lt;juAßt, ajßaavaoa. ENGLISH IHDYMMaCULaI I'KINT[NO ANi) UOUK HINUINU.
18610112	Page 1	Printing in Colours and Gold. FiiHF. li &gt;traits Timh 1 .X,. K illy lo «nnouuc«? artr uo* a»afs*l 1 la i-X'tul,-Piiatiagd U1 iniih m tbe bgli»a aa4 Varaaea&lt; I.r l»n;u«g»s, upon any »c»U aad iv lh« -i-clis« Machine mid i- -ican iou »t ths i the b. »t »iyl&lt;- »nd...
18610112	Page 1	"STRAITS TIMES SATURDAY, JAN. 12, 1861. CaniA.— Th« IVnin-ular and Oriental C.'inpinx'- M. am ship OttmßU, d in Ihe"" ShafßMW Roul- «&gt;n SundtV morning, having left MoMfk.M.iC at 2 v m afj th.- 31 -t D.cenif.n. The Mavvteg is her li-t af i..is-,'ii-. i -Mr J- An.l. rs.»n. ra. PartoaJaßj..."
18610112	Page 3	Spirit of the Press. BRITISH IOVBRBiaNTY IN THE FIJI-. Wk learn, from the Sylney Horn in A/// ih»t Colonel Baijrtha is aouroly rn^&lt;i i 111 vi- tiui» the l iji 1-1 in Is, in fur' her -me •1 f the eomiBMSHMi given him by UM l!;i:i-!i Mat, Oir ril-r-i \v...
18610112	Page 3	SAMOA. Frvm the Somoan Reporter.) In Ociolier last, we li id a vifll ut' 11. W. M.'s brii;. Elk, Oapf in Chaapioa. I'hc Ek ;.rnv.(l in the 2Uih. On the Slat, a report reached this place that the Kilt-nita, from i alilornia, bound to Au^tiuua, had louiiilered at sea, uhout...
18610112	Page 3	"Singapore Shipping. ARRIVALS. Jany. 7 H. Ms Ste .ra-ship Ifagiflicmac t -ns, (.'•imtiieroU, ana— An, llou»» k-mj.'. 29th Dro-tnber. ""—II. 1. If, Steaaß-ahip Duchayla, taMtt, Trie ilio, cjinraiiu it-r, Maaila, ioli D.vmher. &gt;tf.im-s|ni&gt; Ottawa, 7H tons, Gribble, u-nnmander, HaagkaMag, 3lBt Dei-etnh' r. Dutch rteSßPf I'.ilcinhani;, 202 t""i a. Kriimcr. C'immaiider,..."
18610112	Page 3	"DEPARTURES. Jan. 7 Sitm barque Advance Koike, Bangkok. ""—Siam ship Seng Wat, SchmidtHongkong. Portuguese barque St Francisco Xavior, U.Silva Colombo. British brig Hydroose Moha, Annalebby Pinang. British brig Arracan, Pak Yam, Pinang. British ichooner Sree Johore, Tan UuHn Kirn, Malacca. British bug Letchimy Molid, Qous, Pin-iug. British brig Erin, NacoJali,..."
18610112	Page 3	"SHIPPING IN THE ROADS 11 M sdiii *ii 231 Staunton, Eeq., H. \l"" Hrn K*k i IT. -,r McClure 11. M. 8. S. ''l^i.'i'ieniie ICoOHMtoll Kaq 1 H, s ■•;-tiiyli« Tricnlte H. ITtltmr. NimrM Arthur, Ksq.. H. I. 11. 8 Wetei Hritisli Btmr Bh»ndon 1 15 Anderson Hriticli ihij l^»'..."
18610113	909090	909090
18610114	909090	909090
18610115	909090	909090
18610116	909090	909090
18610117	909090	909090
18610118	909090	909090
18610119	Page 1	The Straits Times Press '-.jeARF. SIXGAFORF.. -KKNACULVUIMMNT. [JJQ I OI BINDING.
18610119	Page 1	Printing in Colours and Gold. ra«Hl iBBUBSTiaai 1 ,to Hiitiouiue x-cute Engtith .-%'hl V ».vi.o »uJ in tlie *&lt; M»chiii*« «nJ I •urn at th« 1 C.irrKß Plat« s with tli» i&lt; «Ii x.l- -hind :t'«iiv« .cry br».icb.
18610119	Page 1	"STRAITS TIMES SATURDAY, JAN. 19, 1861. T,,k My- k v O«e*TM"".-2« r.-lethe Ztofe reap(.ea.ed -Ic. ncade.i A Mystery,' embody which obtamt (l Ificial and deu.i-ouVal VVC -'ye ti.ee reports publ,,i, v because we i nagined that il fact* and it the ii ci cul.td them believed then they themselves -uiit)..."
18610119	Page 2	"Spirit of the Press PRESERVATION OF PLANTS AMD FLOWERS. (MoJrat Timts.) Different modi-s of kekfi.no plants tiut have bkkn clt or i-fllbi) ip by tuk k""ots raaaa i^ v/w r.&gt;« somk rma. For some years |&gt;unt aw been in thl keeping plants that liavo been cut or pullci I p..."
18610119	Page 3	"THE VICTORIAN EXPEDITION (Adelai-le JitjiUer.J The iii-ti&gt;ry of AwMraJiu exploration will nut be ""iliioat lit comic as well as tra.'ic pBMagM. iiithi-rt-o there liililtie bu&gt; tliu |atioui in OOBawrtioa with tin- peril &lt;u-* work of npmiing vjji th« uukoowa int rior of this coiitiiK-i.t lia' tor tliu luture the stident..."
18610119	Page 3	Miscellanea. Tih&gt; OIKVER BT IALF. A dnill »t ry, hiving MMStMaf of nasMM* abaat it M mti* AfcMaU iniiniiiri.nl l,j iv I,- Igai Witt Mr. PftM, of IM ilium. Fat SMM tiuu-, faiMM Taluablvi mysteriously disfeMaarad, and M ktal th« \.iimi.' wuni 111 .U.. Tli -in itter w»«, how e\.-r....
18610119	Page 3	"PINANG SHIPPING ARRIVALS. Dra. -i Hi i mil i. Kin.' Marie ImmM, iMMb frvi.io. 2&lt; driliah aehouavr Miinie Loosdile, 77 ion*. A. LjikJiu', Bi""|(a{)ore a ii Dei-. 2S &gt;rm-li briil L""«ka Jrri.i. 199 feus, Big*Whlßs. 1 1 1 i &gt; •&gt;• l-Mi l&gt;i- Hrltiab. -ii&gt;&gt; ii-. J iiif, !»it to..."
18610119	Page 3	Singapore Shipping. ARRIVALS. Jan. 12— British brig Prima Dorna, 178 tons, Wallison, commander, Sarawak, 2nd January, consignees, Ghong Kong ami co. French brig Zouivez, 187 tons, Dernis, comiuamler, Mauri i us. 12th December, consigaees, J.de Almeida and Sons. 13 'iriti«ili ship British Lion, Harrington, commander, Hongkong, 3rd Jan. consignees, G....
