Date	Page	Abstract
18540101	909090	909090
18540102	909090	909090
18540103	Page 4	Straits Times Singapore:Tuesday,Jan. 3rd,1834 We have to announce the arrival of the following passengers: tyeo. 2S per Albatroes from Labuan, Mr. and Mrs. Brodie per Bally Parket, from Sarawak, Mr. K. Coulson ;31 per Formosa, from Hongkong, Mr. Peak 31. Jan. 1 per Belli** from Macao, Mr. Gonsalves. Jan. i...
18540103	Page 5	The Presentment of THE-LATE Grand Jury. Thk following Correspondence ha* resulted from i lie Pieaeiitnient made at the l.»-.t Session ot Over and Terminer. Tlie veutleinru who composed the Grai.d Jury on that occasion will !c_-. .lit) ti 1 1 1 that (heir representations have in.-, with -'Ui.ii prompt and...
18540103	Page 6	Singapore Municipal Committee. Minutes of the Proceedings of the Municipal Committee, on Thursday the 29th December 1853. PUEBENT. Hon.T. Church, E»q. t J. J. Greenshields, Esq. Captain H. Man I Wm. Pater6on Esq. M. F. Davidson, Esq. j A hill amounting to Drs. .96 30 j s submitted, for professional...
18540103	Page 7	BI-MONTHLY MARKET REPORT. Singapore, Dec. 30//*. 1853. is usual at this season trade is dull, and the ieraan d for European manufactures scarcely worth mentioning. Some barter transactions I fa* taken place, but liie rates have not transI wired- \lmost every description of produce remans I m soo d demand,...
18540103	Page 7	EASTERN ARTICLES. A fun No imports; a fair demand eiists, itid &lt;irst arrivals will readily bring drs. IJI1 JI to 1J per picul. Ai r 'icli Hitivu in good demand, market cleared wortli drs. to 15 per half leaguer. Bees' Wat Imports from 10th. to 251h ir.st. lt&gt;7 piculs good...
18540103	Page 7	THE ROMANCE OF THE Nineteenth Gen- TURY. In our own nineteenth century, the writer of these lines has been fortunate enough to sec not a few vimpses of romance. He imagines this nineteenth hardly a whit less romantic than that ninth, or any other sine centuries began. Apart from Napoleon,...
18540103	Page 8	SINGAPORE SHIPPING. ARRIVALS Dec. 27— Brit, bark I&gt; of Skye, Conway, Bally Nov. 20. Dutch do. Salina, Nakoda^ Cheribon 28 —French ship Le Lormont, Prudhomrne, Hartlepool July 28. Hamb. bark Haniet, Janssen, Akyab Brit, brig Kirn Yap Soon, Nakoda, Pinang Dec. 15. Dutch bark Fattal Hair, Lucas, Amoy Dec. 13....
18540103	Page 8	RATES OF PREM IA OF INSURANCE AT SINGAPORE. (ON GOODS) VOYAGES BY SAILING VESSELS. To Great Britain ji t 0 3 Continental Ports in Euroiie 24 to 3 Macao, Cumsingmoon ana sailing between 30th June Hongkong 01 and Ist March U Whaupoa Amoy, during tut above period respectively 2 and...
