Date	Page	Abstract
18630101	909090	909090
18630102	909090	909090
18630103	909090	909090
18630104	909090	909090
18630105	909090	909090
18630106	909090	909090
18630107	909090	909090
18630108	909090	909090
18630109	909090	909090
18630110	Page 1	THE THEATRE ROYAL. l-\»i night witaeaaed t he Annual Chri«tiaaa pi-ri'.n iiiam-e of the Cerpa i ilique'' —we know not lor how lii.ns \'-u- fhc»e pc- logical holiday nta m i\ have beaa kept up, lint all tie bate tn mj i- that it the previoua one* hare at .ill...
18630110	Page 1	THE CRIMES OF THE WEEK. Our Christmas liuiiil.iys have fur nished m with sonic v&lt; ry painful ing cidents tit c i i &lt;• Tln-'isand u&gt;b!iciii&gt; an* c iii it i »i i lo iis. and may .dnitist I)- said to tn- of daily o .'l'lin t'lit'r 1111 l open...
18630110	Page 1	JAVA. FROM OTJR OWN CORRESPONDENT Matwix, 30th D.-ivmU-r ISIii. Thn wrtlf Hartwr umiiril K*&gt;el»;uu writen t lie Ml»vi«g to lh( Utimtilsbliul. ''lit t .0 Xauticul Mttyn^inc ami Mm— l Cktmmkh af IBM, N... 7, strong complaints are mad&lt;* of the j water at Knepang, to which is v aaarihad (though...
18630110	Page 1	THE MESSAGERIES MAIL. W'k Ii ite been repeatedly aakedi why it bubal no mail for L union is made up here by the Meaegeriw Maa&gt; juers r As oar CorrCMpoadwat says, the Post Master in llnigkoiig undertakes to (in vanl letters hy these opport'inities. hi. l mi al&gt;o, we believe,...
18630110	Page 1	OPENING OF THE CRIMINAL SESSION. Situ.il*&gt; Ird Jan-nry, 1863. i Tlii- lii'st Si's-i.ui oA O)«l and Terniiner and Cieii-T.l Oaal d«li*«rj for Singapore and its 1)l-[&gt; -ml -m:n'-. N nt. The H&gt;nbl- C.I. O CafMMfht Oov.-r-nor—l'iesi.1 -i t. ill.- II i. hi- Sir U. il. Me- CuiimumI K. i.'ut, It...
18630110	Page 2	HYDROGRAPHIC NOTICE. Strmitt a/ Bmmkm. Thk st mi ship Elgm t on her paajaaa thvaagh Baaka strait in Novemlxr last, giiiimdcd utmri tlie outer edge ot the Karang Hadji rerl off Kalieu point and her Commander drew out or aaaatd Ut ba drawn j»ut, the follonin^ certificate, to which he...
18630110	Page 2	MONDAY, 5th JANUARY. Tai Dutch steamer Ilitniin Cap*. Nije. from Matavi.i with iatei to the Ist Instant, anchored in the roads yea* t'iday evening. Thk Meesageriei laiaerialei steamer I'liiit-rdiic, ('aptaiu Kiena from Hongkong having c tiled at Sai ■z &gt; i, arrired bj Mm II irhom yesterday morning. Thk l)uf&lt;;h...
18630110	Page 2	WEDNESDAY 7th JANUARY. The Siamese steamer Alligator, Captaia Ames, fro v laaghoh with danrfl to the 2nd instant, ancuured in tbe roads ibis morning. Thk P. and O. (iompdiy's steamer Malta, Captain KlaW, ftoiu Heaghong with dates to the Ist instant, arrived at New II bi boar yeeterday ereaiag. Wk...
18630110	Page 2	THURSDAY, 8th JANUARY. Poi.ick ll.iv ihl/.r Moutou tiMtnnatel\ saved a RejMMlB seaman fruni de.itb by nVearajhaJ ■&lt;&gt; 'be ll.rh mr .ni ibe Bight of Tuikday last. Tin man on bdiifj p!eh d up was aMkad to be iv a beaatlv state ot intoxication. Captain Stoke of the //&lt;■/•/'&lt;» lUruiinl, reports...
18630110	Page 2	FRIDAY, 9th JANUARY. The Mail steamer Malta, pot on shore while steaming out of New Harbour yesterday afternoon. The tide was very low at the time, otherwise the shoal which is right in the fail way of the Channel uould have been passable. The Malta received no injury and got...
18630110	Page 2	SATURDAY, 10th JANUARY. Thk Malta Bailed &gt;e»terda\ at n &gt;o:i Thk Chaathef of Commerce meets today, to consider some paper* which have been submitted to it by the Governor. In these papers, the Chamber is asked its opinion us to the beet means of establishing tonnage dues fat the purpose...
18630110	Page 2	"CORRESPONDENCE. To the Editor of the Daily Times Sir.— l am credibly inftmnM tli»t it is your intention to pub'igh, in to morrows i«»ue of your paper, the evidence taken «t the Inquest on the body of China Tmnbay. As the pulilibininn of the details would, in my ""piniou, have..."
18630110	Page 2	OUR POST OFFICE. T&gt; ihr Editor the Oawf 1 fane. Dkak Sir, Coahl Toe kindly inform me why thor« i-^ n&lt;&gt; mini oiuotd ai iht I'ost Office bete, lor England by the JaMaaee&lt; rieS Hteainei. I see in llie BttUgkoMg imp.rs an otlii-iai Notifcation el ibe Peatmi- er ot IBM...
18630110	Page 2	"THE STEAMER ELGIN."" To thy Editor of the Duihj Times. s. s. Ei.oin Hoxokono Dae Mm 1888. .-mk, We ha»e b^en footed b) the I Agents ol tlie China and Japan Nafigation Company al Sinitaiioie, with a copy of your paper of the Blh inetaati in which we' lad the..."
18630110	Page 3	"CHINA. H inrti of im;i&gt;naiic« inve taken ■mmmCmWo* J dit'iii,' tin- paM lottolfbr. l&lt;i til- i•' ""«?r iviiul'S poliiic.il ruii)...ir» .-.in'iini- t'&lt; MM! ab-mi, but nutli11.ii aiitiieu'ii- ein at arwf he ascertained with repaid 10 IIM it-al !&lt;tate ot the g &gt;.iiim nt. Tho tl'iti.t's MM*MMM t MIMI .10. Tho..."
18630110	Page 3	"VESSELS EXPECTED. Fbom London. BaagUy Simkin VOth Juim StMwick Ut Sept. JoßMafaOM f llth Oct. BMJMMM Ke»jr S\. Mmon a Blaf si Hiabaah 2""&gt;th Oct CafaMoa Semper Kulelis ftlh Oct. Isabella I'arsee Tirrell Morgan, 22nd Nov. Fk.,m Swansja. llrrl of Trolle WmMMbI. 2nd Not. i From Liverpool -C Litllo Edith..."
18630110	Page 3	"ARRIVALS. Sunday, 4 h Junuary. Dutch Unmi Heii.m Bernard, fiOO ton Mo U', coiuiii.iiider BalMTtO, 31st DrO. Fiench Hleamer Imperatnce, SOW) tons, de Kieux- commander Hongkong 26'h Dor MMWMh britf Salte, 138 to- s. LatlMM I ""&lt;■ mander Bautkok, ""J9th IVc 'uiti*li aMMMMff Marc 141 '""n», ISicoNon, rnmmander Kangoo'i, 'itili..."
18630110	Page 3	COMMERCAIL AND SHIPPING INTELLIGENCE. SINCi.APOKE BANK UATKS OF KXCIIAVCK. I.. .11.1, in li BMOHB* atgM -&gt;«- do. .Io 4». BJrf. do. 1 do 4». Bi'(. Ummml a* 8-/. Culeuttn :i days' sight 226 ier#lOO Baohay .Io 226 Ho do M •■irivi &lt;lo IM &lt;io do I'Vim .In 5 percent discount...
18630110	Page 3	Singapore Shipping In Horvour. Ship*' Nimks. Canal*, -.ao and Riu. Ton |)iT K nai Faoa A K h I AL**« CnV-;i,MIS (.11 AfilNTH DmrlN,*!! .N* Mrs &lt;»k- *r i OoqoeU* Young tjneen Uifl. hi .11 1 1 pi lug Hornerd K..-I..y .ik I u-!&lt; iiMlik Nyaadiii k Sii:amkks Fmm Shan*aM...
18630110	Page 4	SINGAPORE DAILY TIMES ••becriwtion to tb- Daily TimeSg. For on. year JJ «aVT^ IschCsyJ Ontt2» -The Weet^y Etit-oa of th« STRAIT 3 TIMES, will be published every Saturday afternoon. Subscription te the Weekly Times: Annually 9 Half yearly Quarterly One month Bach Oeoy Cent Ad^rtis,me».'.. and Subscription, win be rece.ved...
18630111	909090	909090
18630112	909090	909090
18630113	909090	909090
18630114	909090	909090
18630115	909090	909090
18630116	909090	909090
18630117	Page 1	DIED. \t Kaixon, on -alir.lai- the 3r I January, Mr. Jouuft io jj tho.
18630117	Page 1	STRAITS TIMES SATURDAY. JAN. 17 is*;.:
18630117	Page 1	THE PROPOSED TONNAGE DUES. Why wv shiuiM have acquieaoH in tin' iaaaaaMaa af tin* Staiua Act, aad now aaajaa* Urn ataeaaai to iuixiilu -c laamafa iNm I i&lt; |amtian w'.irli m &lt;y miliibly mffMl iiarlf •&lt;» Ikaaa &gt;vh'» Ir»VC fioMi tin; Scat cuti-l taini'd ricVri aatrary la wh.u lawaaafaaxd bj...
18630117	Page 1	EDITORIAL DIFFICULTIES. So man) anhaaW have bre i art ittea ii tlie p ii lii-ul tr woo and tioiihlt.-s, oarea and raileijaa. of aaarapaaaf cdi us, tli.it the &gt;ul&gt;ji'fi hi-, ifcouir what ataja. For tliat Maaaa W4 bafe alaraja, :«s mir i as pNaaMaa, avoaaVa I any allusion t &gt;...
18630117	Page 1	THE EFFECT OF THE AMERICAN WAR ON OUR TRADE. It i&gt; an ill »viud ahiaTl mill &gt; y any i» a trite and Line proverh- The American w.ir has lue-i tha cause of iiitich harm, bath to America itself', mil to Europe. All tin* starvation and &gt; t i &lt;...
18630117	Page 1	JUDICIAL. SipiiKMK Cockt: Before Sir Hiriiard lidlton McCau.-laiid, Ket order ol Singupore, Moiipay sth January, ittbU 1 he Ci'ieen M. Tan Nee. The Frixjiit r iiidiclt-J mi two bfp.rte ladu'uioiil* on. lor ;&gt;ui /•..■&gt; a.iii i.h ,r y, nui he oih rl ■&gt; Caliiun smJ WmMidiaj awa tin- i.ieui to...
18630117	Page 1	Tuesday, 6th January. The Qu. 1 1. aa, Lun Ckaaag and Nio K.oi,. Tue Fiisuiieia *er, indicted foi Hur^lu ri and l/.ieer\. Tun Kwej Chew, &gt;tate!, lie «a« a djer and iesi&gt;le» in Canal Ji iul That In- W+t iha Iral io a«ake on Mm awraing »i ike 2&lt;i:li Nm-uiiiL-r,...
