Date	Page	Abstract
18970101	909090	909090
18970102	Page 2	"COMMERCIAL I.AT^KPVAIiKKr UI&lt;tTATIi»NS. SIN..U-OHK, I&gt;M..I»M-AIIV. 11!&gt;7. I'KODI'CK. aeOaie No 1 gjf* do do No i C.iraHali .1.. l'..nt.Hn.ik Mf| P-,,|-r. Btoek BaavPtoorflasawak, do IJrunei '■••-&gt; ""-g»: ;:S& Cofle.'. H»l Palawineaa.--- JfS Coffer. l.iU-rmn. X"". I V;/ 1 T..|.i0.-.-.. s.n.ill Klake -*-.1"",.'--do do Ist quality »j» do mod. flake do small..."
18970102	Page 2	MAILS CLOSE. Fvr P,r ,lr. Time. ToDav. Iniliagin Itenuit, 3 pan. Malacca A Klang aasaWaa, 3 p.m. Deli Sumatrn, :t p.m. 11.-itu I'hli.v .l/,i(/ it mi. 3 p.m. Jaaaa via ports MUt* Man, a a ItmiKkok H jitlm. :t i, 11. ami Paiembang ft',,/,,,. 3j, Naaaa A Deli CWjavaa. :t...
18970102	Page 2	"MAILS TO ARRIVE. Ki.om Kikoi-k By tha I"", .v &lt;&gt; k'hnlirr, due on the :.ili Jan. She 1.,in..--■l.ll. lO the 1111 l |1... aßd I. |&gt;11.- 1,, t |T. nail which Lit Hincmporc ii, i:u, NovemU-r. Khom China: Itv iln- P. Aii. An.«,- ///i,,./,, in,, on Tanailsy run. Tabu &lt;&gt;►..."
18970102	Page 2	"PASSENGER LIST. AKKIVAI..-. Per -ii. tiU.iiin,) from I. i. &gt;lt ul M Martin, Mi»- J,,1, mm,,. el'l'M,"",,'""' 11 M&lt; *M t5 I.-i rVaaaaaia frass rale atla via Mr.an.l M- .1 &gt;. W. X.-v. 1!,.,,..,.-* ■l.&lt; Mo&gt;le. Rev.J.J. tkhitlia*, Mr. 11. Uilki,,-. .M.-m- II 1,,!!,,,,,,, Kn.ivi.il. 0. Walker, Mr. and ill*..."
18970102	Page 2	"THE STRAITS TIMES. Established: 18U1. PRICE 10 CENTS. \SvUmptwn r&lt;il&lt;» ,ulr&gt;-rl'&lt;*i&gt;i&lt;) &lt;•""'"" ,miy It /omul on the fwirth"
18970102	Page 2, REUTER	SATURDAY, 2nd JANUARY, 1897. REUTER'S TELEGRAMS. UNITED STATES. ItIMKTAI.I.n MOVK. 1.-7 .1,&lt;,,-i;r V A, aliens n tin^'of the Kepuhlieaii party has drafted a Hill in the intere-t of l.iini-lalli-in. The Rill empower- the IV,-ideiit to appoint aWajavai la any eoejfcreiiee held for the pvpeet of restoring hinietallisni.
18970102	Page 2	HONGKONG. Mi .1 W. Carrinaton, the Clues' Je* lice oLHoiiL-kon-. has I knighted
18970102	Page 2	BEQUEST. KaaaVa, -Jml .luiumnj. Ml Allied Nol.el. the inven'ol ol dynamite, has left ,-t the whole l hisvast fortune to th-intei national fund for seienlilie H'seai, h
18970102	Page 2	RUSSIA AND FRANCE. The Caat -ni lo PreeideaH fmmrt hearty New Year Illlglilfl
18970102	Page 2	HOMEWARD MAIL. Tmk homeward mail by the A.' I. ,-.-s 1 (i am. on Wedii, mlaj Tin- ftrnwr 1. :t 1|,,i,J,,,i,, (1,,, tl-t heeelllher. and is |l, oil Tuesday
18970102	Page 2	THE FAMINE IN INDIA. Tiik l.«-t nport from ih, North ,i I'roviiiees state, that sun,,-. person- are now n i 1 1. I ik- I hi- ian in, le.i-e of abutll 7n. u-r tintotal a Week hefore
18970102	Page 2	DUTCH CONSUL. W i: 1,-ai ii IV.iin tin- r.,,,,-,,,,1 -'lith l&gt;e, en, her that tl,e,e lily ol Mr. Kl.-inv. w1,..1.a- for the last two years heen acting Con-ul &lt; ,1 tor the Netherland- n Sin(ta| being appointed (on-iil at .leddah
18970102	Page 2	"CATTLE TRADE. Tiik Teiak finmumwi ""mtti the KMh he, ,-inl.ei-, notiiies thai 1,., cattle In, m Singapore -lull l,e lirollglll intn the Stale ol I',-iak until further ""id, ii tin- Hrd instant \m |h i eonvieieil of i-jiviiii^ tin- prohibition will heliaUeToa line Ho) ex. e,-,|-"
