Date	Page	Abstract
19380101	909090	909090
19380102	Page 1	"ANTI-JAPANESE TERRORISM Bomb Outrages Usher In Shanghai's New Year ot ""2S£/' Soldiers And Milh (Targets For Armed Gangsters LMOST IMPOSSIBLI D ROUND THF.M TTP i WAVE of terroristic anti-Japanese activities inL auspiciously ushered in the nt\vyear at Shanghai, where Chinese Teports state that thousands of plainclothes men are operating. Four..."
19380102	Page 1, REUTER	Boycott Revived In Britain London. Saturday. TT is understood that a Joint meet 1 ing of the Trades Union Counci the general council of the Nations Executive Labour Party and th Executive Parliamentary Labou Party will be held in London oi Jan. 7 to consider matters of polic arising from...
19380102	Page 1	"Suicide Rather Than Be Japanese Puppet jJATHBR than turn traitor to his cau»e. Chang Ih-din. elderly Chinese patriot of So:chow city, committed suicide by Jumping into a well yesterday, reports Nanyang Siang Pan. Chang, who had formed and led a v )lunteer ""old men's battalion"" In the defence of Soochow...."
19380102	Page 1	500 Singapore Chinese In Anti-Japanese March Stopped By Police MORE than 503 Chinese took part ITI yesterday in a march towards i the Japanese quarters of Singapore carrying banners, but they were stopped by the police and dispersed before my serious incident occurred. Leaders of the precession displayed a large...
19380102	Page 1	"Naval Race Begins In Earnest Britain Building Nev Battleships London, Saturday. ""THREE to five new battleships ar confidently predicted for th Navy estimates for 1938, says th Daily Telegraph Navaf Corrrspon dent. Thu. teu capital ship* may fc anl i( mm k« nevessary to lay the k-els o two- of..."
19380102	Page 1	"Siamese Twins rick Tram Conductor iiurlington iSt. Louis). WHEN the Siamese twins presented only one ticket to conductor George Kinning, of the Bur.ington Railroad^ he threw up i his hands in despair and nired St. Louis for instructions. Came the answer. ""If unable to collect the other fare, make no..."
19380102	Page 1	"RUMANIA'S NEW FASCIST REGIME OUTLINES ITS POLICY j Kucharest. Saturday. «|&gt; UMANIA for the Rrfmanian was the theme of a half hour broadcast to th nation by C M. O. Goea. Prime Minister, of the ncr Fascist regime, explaining- his policy. j ""There sh*ll by justice in Rumania .without oppresslvi.""..."
19380102	Page 1	REFUGEE TRAIN AT HONG KONG Hong Kong. Saiur Th&lt; refugee train from Hjm carrying British. Arwrieans and at national. irrived h out Incident c:i rout: 1
19380102	Page 2	"NEW POST FOR BRITAIN'S No. I DIPLOMAT Sir R. Vansittart Becomes Chief Adviser To Foreign Secretary GENERAL STAFF HEAD GETS KNIGHTHOOD K""^£TS£t*K ""dw— AdvisCT &lt; responslble &lt;Hmtly 'sir^Ro^s'Sw^has been created by the Order If.* 1* Among new baronets in the list is Sir Vernon Thomson, chairman 01 Tramp Shipping Subsidy..."
19380102	Page 2, BRITISH WIRELESS	"Quaker As B. B. C"". Governor London, Saturday. rpHE King has approved the appointment of Miss Margery Fry to he a Governor of the British Broadcasting Corporation for the next five years, succeeding Mrs. Mary Hamilton, whose term has expired. During the War Miss Fry went to France with the..."
19380102	Page 2	"China Begins Second Stage Of War Tokio Peace Terms Held Unacceptable tt ABSOLUTELY unacceptable"" sums up the general attitude of Chinese military and civil officials towards the reported Japanese truce verms to China, according to Chinese messages from Hankow and Chungk rhe nature of the demands would sugfest that China..."
19380102	Page 2, SIN CHEW JIT POH	"CALL FOR PROLONGED RESISTANCE Wang Ching-wei's Appeal (if ET all comrade* spill their blood ""in order to extinguish Japan's burning fire of aggression,"" urged Mr. Wang Ching-wei, Kuomintang leader, in a broadcast New Year's message to Party members. So long as party members and tne people continue to harass the..."
19380102	Page 2, REUTER	INSURGENTS RETAKE TERUEL Salamanca, Saturday. It is officially announced that insurgent troops have again entered Teruel, strategic town retaken a few days ago by the Government forces. Reuter's special correspondent, Mr E. R. S. Sheepshanks, was killed while motoring to observe the battle in the Teruel area. An American correspondent...
19380102	Page 2, REUTER	RECORD CROWDS IN U.S SEE PANAY FILM New York, Dec. 31. RECORD crowds are now packing New York's cinemas to see tht film of the sinking In the Yangtse bs Japanese planes of the American gunboat Panay. Prints of the film are being distributed all over the country Seven thousand...
19380102	Page 2, REUTER	MORE BRITISH WARSHIPS FOR FAR EAST THE battleship Warsplte. recon- structed at a cost of £2,250.000 goes to the Mediterranean on Jan. 4 Three battleships and two battlecnilsers in the Mediterranean and tht brand-new cruiser Birmingham an now being fitted out preparatory U going to China. Although no large additions...
19380102	Page 2	"K. L. Relief Fund Ball Committee And Helpers MEMBERS OF THE ORGANISING COMMITTEE at the ball held at the Kuala Lumpur hine^e Assemblj S last month in aid of the China Relief Fund were the following: (left to. right) Mrs Y. Y. Chen, «M ""he A^Unt Consul for China. Mrs...."
19380102	Page 3	Singapore Welcomes 1 938 NEW YEAR COMES IN WITH A BANG Fun Starts Early, Lasts Until Late pONTRASTING sharply with Singapore's Christmas Eve, which fell miserably flat, New Year's Eve went with a swing. In the minds at must people, Christmas has Its roots in snowcovered, winter-bound lands. But such...
19380102	Page 3	"£210,000, ""A Little Money vyiir.N Charles Gauss, modest Detroit tobacconist, died his wife said she thought he had &lt;v a money."" Executors opened safe deposit box, found iilO.ooo in cash, thousands of dairy, dislillcry, and brewery ■s, diamonds and pearls all in envelopes addressed to Mrs. Gauss. P. m,.- kashwant..."
19380102	Page 3	YOUR HEALTH TOLD FROM YOUR MIDDLE FINGER OF THE LEFT HAND (By A Sunday Times Reporter.) AFTER tuiddling the midd'e finger of my left hand, tapping the middle of the back of my hand, and then taking my pulse, he told tne my brain was ovenoorked and that I had...
19380102	Page 3	"CAMEL AS PET IN A FLAT Parts. IS a camel a fit pel for a flat? Yes,"" said a French subject visiting Paris from the colonies. ""No,"" retorts his landlord. The colorial came to Paris with his camel to be employed in the amusement park of the Exhibition. He rented..."
19380102	Page 3	"JAPANESE GREETING CARD PROPAGANDA ItJIANY people* in Singapore received from Japanese sources a Christmas card in the shape of a booklet, in which the first page says, ""Greeting you with all best wishes for Christmas and New Year."" The next page says, ""Commonsense and the China Emergency."" Then follow 14..."
19380102	Page 3	D.S.O. VICAR SUCCEEDS 'DICK' SHEPPARD THE Rev. Harold Evelyn Hubbard, 1 D.5.0., M.C.. vicar of St. John's. Middlesbrough, has been appointed chaplain to the King in the room or the late Canon 'Dick' Sheppard. Mr. Hubbard, eldest son of the late Hon. Evelyn Hubbard. is in his early fifties. He...
19380102	Page 3	GOING TO SPAIN TO FIGHT A MEMBER of one of the oldest and most aristocratic Spanish families in Manila arrived in Singapore last week on his way to Spain to fight for General Franco. He is Mr. Leopold Brias, 25-year-old former student at Notre Dame University in America, who after...
19380102	Page 3	"IN SINGAPORE TODAY cram Today auiamrfv ""Robtncoa Crusoe or Cliiier Island"" with Mala. 3 13. 6.15 and 9.15 p.m. CAMTOL: ""Way Out 'rte.f Cl.v?r Hardy and S'^n Laurel. 3.15. 6 15 and 9.15. PAVILION: ""The IL'e of Emile Zola"". 3 15. 6 15 and 9.15 KIT/. GEYLANG: ""Nadira"" Hindu. Uni...."
19380102	Page 3	THE SINGAPORE HARBOUR BOARD. Mjniay. Jjb. 3. Sups along id e the Wharves or expected to ai ive. location Skip Godown Gate Ea^t Wharf Planciu.s Hjng S'.a:. 1 Mulnam. Anahun 70 1 Main Whsrf Benwyvb 18 2 Jeypcre it 2 P-'icaUon 14 2 V ngia 12 duaur Belleroohon 6 2...
