Date	Page	Abstract
19170101	909090	909090
19170102	Page 2	Reventlow's Diatribes. HUNGARIANS DISGUSTED BY INSANE AGITATION. A Dangerous German Agitator. Tbe Budapest correspondent of tbe Morning Post wrote from Budapest on November '1 Furious attacks are being in the Hungarian Press at the present time upon the German Conservatives, especially the Tirpitz and Reveutlow faction. The German State, Secretary...
19170102	Page 3	The Naval Position. BIG EVENTS FORESHADOWED IN ADRIATIC. Austrian Fleet May Have to Fight. Tbe Herald's naval correspondent writes: Many eyes have been turned recently to tbe Adriatic, where the successful advance of tbe Italians on tbe Carso premises some startling developments. Long as are tbe land fronts' tbat on...
19170102	Page 7	"DAILY TIME TABLE. FIXTURES. Tuesday, January 2. Hiih '•V»t'.r. 144 a m., 5.46 p.u Nat MiMiioD meeting, St. Andiew School, Z p.m. loivertial Week of Prayer, V.M.C.A. Hall, tt p mi. Wednesday, January 3. ■Ml *»t&gt;w 5.""»9 a.ai., 7.20 p.m. Initersal Week of Prayer, V.M.C.A. Hall, 9 p.m Thursday, January..."
19170102	Page 7	SINGAPORE MAILS CLOSE. T OAT. Solat ranJjaox. Benttkalis. Siak and Bagan -'.30 pm Mcrfin;; and KcmnmtD 2.80 pm lii -R- n ,\Dit I. Switlcnhauj '2.30 pui and &gt;l :ar 3 pm Hon^ 8 pm Kota I iii L.i 4 pm Kota T.nuyi 4 pm To-xoaftow. Pnlaa Bataui and Palan Bulanu...
19170102	Page 7	"Train Service? Tbe mail :r*.a-i from sin_,""»nor ■3rth leave Tank Roai station di &lt;y at 7.7 1. m md 7 p.m., arriving at KmU Lampu- /.I? p.'o. an I 645 a.m. respectively. Tv ihroufh ezpraas to Pcnang leaves Xi 1 Lompcr at 8a m. daily, irrivia 3' Pen"" 1 p.m...."
19170102	Page 7	Mails for Europe. Lirr Simmpobi. Doi in London Akkivid. Not. 18 M. M. Not. 17 B. I. December 21 Dec. 21 Sot. 21 P. O 27 27 .Sot. 80 M. M. 27 27
19170102	Page 7	F INANCE AND COMMERCE. EXCHANQB. SwaAroM, January 2, 1917. On Lomx.- B*nk 4 m/a a/4) Demanii ti*i Piivato S m,» 3/4§J On France Buk T. T. 826 Oa India Bank T. T 171* On Hohok N0...8»8k d/d l]%pm O«Sbaji«ba. ..Bwkd/d 6!j Oh Java Buk T. T. 18&j OmJapaii Bank IOOJ...
19170102	Page 7	MINING. Buyers Sellers. 10 10 Ampang 5.00 6.00 1 1 Ayer Wen* 0.65 1.00 10 10 Kanaboi 0.90 1.20 10 10 Kinta AHSOciation 6 00 41 £1 Kioto Tin 1.10.0 1.17.6 41 £1 Lahat Mines 8.00 5 00 10 10. Malayan Collieries 11.60 12.50 £1 £1 Malayan Tins 1.15.0 1.17.6...
19170102	Page 7	RUBBER. &gt;/• 3/- A.-.t,,,, 2,8 2/- 2/- Anglo Ju»* -2- a/- Acglo M*laj 10, tfr il- Batons MaUk« 8,2 41 il Bata Tigb 8.0.0 2&gt; 2/- Bekoh 3/il il Bakit Kajacg 2.15.0 41 41 Bakit Lintang 8.10.0 2/- Bakit Merteja--. 8/6 41 41 Bckit Kajab 6.10.0 it- it- 3 embalm*...
19170102	Page 7	GENERAL. ts ll K SmultiufcCu 8.60 8.7S 11 41 P»el. 1.8.6 1.5.0 5/- Bleotrio I w»yg 4/ 5/--10 10 Fnaei Ne»ve 60.00 52.00 60 60 W. Hammer 4 Co. 82.00 00.00 100 Howarth Brakioc 65.00 100 7%Pref. 100 00 100 100 Rail Bro, Dei 04.00 par 10 10 MayusrJ *Co...
19170102	Page 7	DEBENTURES. United Bneinrcrs 6% 11,384 600 par Singapore Blectrio Tramways 6 i £860,000 norn a pore Municipal 6% 91,878,000 par B pore Municipal H% 0(1007 11,600,000 10%dis Spore Municipal 44% of IVO9 t1.0U0.000 10% di* S'porc Municipal 4% 2,000,000 15&lt;*&lt;Hb Spore Mnnicipa! 4% F..M.S. 6% loan 1916 116,000,000 1% par
19170102	Page 8	The Straits Times. TUESDAY, JANUARY 2. BATTLE OF THE SOMME. In a sense, the despatch of Sir Dougla* Haiy seems to belittle the battle on the Somme. It wae not h juu with a specific object in view, or rather it bad three objects, none of which was specific in...
19170102	Page 8	SOCIAL AND PERSONAL. Mr. J. Lawrence Halls, of the Ampat Sumatra Rubber Estate. Ltd., li leaving for home this month to join tin army. Mr. R. P. Russell, formerly with BiMMM Bros., Singapore, is now in the U.K. He has been wounded but is back again at the front. Mr....
19170102	Page 8	Music in the Gardens. By the kind permission of Lieu' 01. A. B. Garrett and the officers of the 1 .1 King's Shropshire Light Infantry the band of the regiment will play tbe following music at the Botanic Gardens, Singapore, on Wednesday, January 3, 1917, at 5 p.m. Weather permitting...
