Date	Page	Abstract
18550101	909090	909090
18550102	Page 4	Straits Times. Sinqapore: Tuesday, Jan. 2nd, 1855. We have to announce I he •nival of t tie follow. ing |&gt;a»Betigerti Dec. 27 per Randolph from Melbourne and Batavia, Messrs. McLean, ban dock and Francis per Louisa from Hongkong, Mrs. Scott and Mrs Rom Jan 1 per Hooghly from Pinang Mm....
18550102	Page 4	The Polka Tragedies. From Captain Watt, of the schooiur Polka, MM ha\ n-reivid the subjoined details of the shocking QMlMM i )iiunitted on board that VWS'A, by a Bui, r is dtmlM, who run a-muck. TO Till; EPIl &gt;K OF rtlK &lt;rMA!TS TIMK8. Peak Mk, —Pcruiu me to give publicity...
18550102	Page 5	Lodge Zetland in the East, No. 748. —Wednesday last being the anniversary of St. John the Evangelist, in accordance with established custom, the members of this Lodge assembled in their Masonic Temple, in North Bridge Road, for the installation of the Worshipful Brother W C. Leisk, the Master Elect, and...
18550102	Page 5	Singapore Municipal Committe e. 26th December, 1854. Present. Hon. T. Church, Esq., Chairman. Captain H. Man, J. Guthrie, Esq. M. F. Davidson, Esq. |H. T. Marshall. Esq. Letters A B and C, regarding the state of the Old Market, are recorded, with a view to publication with the Proceedings. Read...
18550102	Page 5	An Iron Theater Going to Australia. Messrs. Edward T. Bellhouse and Co., of Eagle Foundry, are now engaged in the construction of a complete iron shell ami framework of a spacious portable theatre, for Mr. George Coppin. who recently appeared at our Theatre Koyal, in a round of characters. It...
18550102	Page 6	OUTWARD MAILS (FROM EUROPE) DIRECT FROM GALLE, FOR 1855. Kn^land via Marseilles. Galle. The ma. brought oi ers leaving ils are then I ti by steam- Bombay.. I'm; Sing; ipore. Hongkong. Kkmahks. i Arrives. i Leaves Uumbay. Leaves Leaves Galle. Arrives Leaves. Leave* Arrive*. Leave*. Arrives H Jan. 9 Feb....
18550102	Page 6	OUTWARD MAILS (FROM EUROPE) VIA CALCUTTA, FOR 1855. Knglanil via U;iile. Thy mails arc tlivu brought 111 by s'eaincr» leaving Calcutta. rum m* ipore. I Hongkong; Rkmarki Leave*. Arritts. Arrives. Leaves. Arrive*. tfIMM Arrive*. I Leaves I Arrnrs. Jan. 25 Feb. 23 Mar. 3 .Mir 4 Mar. 10 April 3...
18550102	Page 6	HOMEWARD MAILS (TO EUROPE) DIRECT TO GALLE, FOB 1855. ll''H&gt;'l' I Singapore PiuaDg. t.alle. The mai Sun u\ E are taken am t. steamers leaving Calcutta. Suez. South- I am, ton. Kkmakx? Leavts. Arrive*. Leaves. Calcutta Leaves Galle Arrin-h. Arrives. Leaves Arrives. Arrives. Dec. U 'Dec. 21 Z Jan. it]...
18550102	Page 6	HOMEWARD MAILS (TO EUROPE, VIA CALCUTTA, FOB 1855. Honpk'g Singapore. Leave*, i Arrive*, i Leave*. Dec. 22 Dec. 28 Jan. 22 Jan. 28' Feb. 20 Feb. 26 Mar. 22 Mar. 28 I Apr. 22 A,.r. 28 J|&gt; May 22 May 28 x g-g June 22 June 28 .2 July M...
18550102	Page 7	THE AUSTRALIAN MAILS FROM AND TO ENGLAND FOR 1855. Obviously much depends on the character for speed of the vessel from Suez to Gall and from the latter place S«K»ppre. During the South- West Monsoon, ie. from June to October, theso steamers will have a fair wind during the other...
18550102	Page 7	MAIL TABLE. OM ENG VIA MARS ILLES. FROM HONGKONG 1854 1863. 1864. MONTHS. 6th. Malta 43 days. sth. Ganoes. 42 days. 16th. Cadiz 36 day*. 3rd. Pekin 5| days. 17th. Ganges 6J days. 2ud. SINOAPORE 6 days. 17th. POTTLNOER 6|daya JANUARY none. FEBRUARY 4th. Singapore 42 days. ?nd. Malta 39...
18550102	Page 7	"CHINA. The Nys»ph""*ayd the"" Bokanjee HormrsjEE."" In our last Overland issue we mentioned that the first tamed of these vessels was mUsing. Nothing hat since been heard of her, tm! it is but too probable that nothing ever will be heard of her. The Bomanjee Hormwjee left Manila for this..."
18550102	Page 8	ARRIVALS. Dec. 26—P. and O. Co's S. V. Lady Marj Wood, Townsend, Hongkong Dec. 19. 27—Brit, brig Ada, Saunders, Aljab Nov. 23. n Do. bark Lalla Rookb, Berg, Hougkon« Dec. 19. Do. do. Loiusa, Hall, Do. do. }&gt;—Do. ichr. July, Nakoda, Pontianak Not. 6. Do. brig Kirn Yap Soon, Do....
18550102	Page 8	DEPARTURES. Dec. 26 —Brit. scbr. Sidney, Browne, Labuan. Dec. 26—Brit, ship Amazon, Merritt. Batavia. v Dutch schr. Venus, Lange, Do. and Bally. —Brit brig Georgiana Marquard, Shaw, Pinang. 27—Do. do. Marie, Jenkins, Akyab% |f —Do. brig Rival, Gillman, Hongkong. —Do. schnr. Dazzler, Allen, Belfast and London. —Do. bark Louisa, Hall,...
18550102	Page 8	RATES OF PREMIA OF INS UR ANCE AT SINGAPORE. (ON GOODS) VOYAGES BY SAILING VESSELS Per cent To Great Britain 24 to 3 Continental Ports in Kurop* 21 to 9 Macao, Cumsingmoon and sailing between 30th June Hongkong or and lit March 14 Whaupoa Ajnuy, daring tht abore period respectively...
18550102	Page 8	MONEY MARKET. On r;nnl»iiJ6M..in: ls i-rediis.it 4s9d.@ 4s lOd- dr. Private H.ll- 4a, 9d. On Calcutta 234 feet HJU dwllira. Bombay 3U days »glit Us. 2.55 per 100 dolUra. Sycee Silver 8 to Si per cent premium for Urg* Company's Kuj.ccs i 36 per IUU dollars Java Rupees (new) '280...
18550102	Page 8	FREIGHT S TO LONDON LIVERP OOL Tin it Antimony 2. 5 per 'JO cut. Gamliier in balex £3. 10 Ditto in basket* none Sago Flour 3. 10 Coffee in bags .4 per 18 cwt. Black pej&gt;per 4. 0 per 16 cwt. Measurement Goods 4. 0 per 50 cubic 0 Gutta...
18550102	Page 8	A Greek Girl. She it a baggy damsel with a qu«i.i: ai\ luce, and btr punctual occupation is that of a maid of all work. But ahe it dressed to-d*} it ia St Somebody 'a feast, and everybody is idling away their time in consequence. It waa St. What'b-hm-name'sday the...
18550102	Page 8	"SHIPPING IN THE HARBOUR. NATIVE CRAFT. Bill HSU -Put'. y Momiunck, J i.ani K in.v, Sn.vii A""M, (Mptf* ""&lt;"" Ho, bany, C. K. Bux, SiJeiis, Muhabo&gt;ly, Atiet R.tltuan, Johanna. July. Adelaide, Johanna Mydiu Bux, C. M Bux, Diamond, Albatross, Futiy Marium, T« B. DuUson, Hydroosv Aiueer L*ichtny, Fuital Waliap, DUio,..."
18550103	909090	909090
18550104	909090	909090
18550105	909090	909090
18550106	909090	909090
18550107	909090	909090
18550108	909090	909090
18550109	Page 4	Straits Times. Singapore: Tuesday, Jan. 9th, 1855. We have to announce the triival of tbe following passengers Jan. 2 per Midnight from San Francisco, Mrs ilntch and daughter per Lanrick from Calcutta, Mr. Campbell; 3 per Padang from llatnu. Mr*. Veerman, Messrs. Von Egger and (i reveron 4 per Chusan...
18550109	Page 5	California. ■We are indebted to Captain Hatch, of the American clipper Midnight, tor files of San Francisco papers to the 6th November, where Admiral Despointes had exchanged civilities with Major General Wood. The English frigate President, Captain Burridge, the Pique, Captain Sir F. Nicholson, Bart, (this officer was not killed...
18550109	Page 5	Postal Communication with Aus-tralia-Canvas vs. Steam. 'rimed copy of a letter from Sir Jaines Duke, Bart., M. P., to the Right Hon'ble the Postmaster General, on the subject of Postal Communication with the Australian colonies. Sir Jaines Duke is Chairman &f the Australian Postal Association, and in such capacity the...
18550109	Page 6	CALCUTTA. We are informed that the boilers of the Zenobia have been examined, and found to require such considerable repairs that she will not be ready in time to take the Burmese Ambassadors back to Rangoon. The Sesostris, which was reported yest rday, will therefore have to go in her...
18550109	Page 6	The Fate of Sir John Franklin. •Xo thb Editor of thi Evunito Mail. Sir, The question has requeotljr been Mked of me How caa I account for so low of the unfortunate ]&gt; irty forming the expedition an ler Sir John i'Yiiuklin being seen by the Esquimaux, and for all...
18550109	Page 6	Openings for Trade in the Moluccas. --The establishment of free ports in the Moluccas has at length been carried into effect by the promulgation at Batavia in June last by the Governor-General of Netherlands-India of the law pasted in Upland in September, 1853. This law declares that the harbours of...
18550109	Page 6	Prospects of the War. Ai despatches sue cessively arrive from the scene of war, and as accounts, not only authentic, but circumstantial, find their way lo these shores, and place the whole spectacle ot combat with marvellous fidelity before us, we are enabled to take a more comprehensive view of...
18550109	Page 7	The Commercial Results of the War. Pending the fall of Scbastopol and the capture of he Crimea events which, though tuey may bo delayed, we, as Englishmen, scarcely doubt to see accomplished— it may not|be uninteresting to take a review of what will be the probable result of termination of...
18550109	Page 7	The Final Resolve of Austria. A roon ft the conditions which the Cabinet of Prussia has attempted to impose on that of Austria, tiro propositions deserve particular notice. The first was, that Austria having occupied the Principalities, should close them against the offensive operations of the Turks and their allies...
18550109	Page 7	Russian Chances of Success. -The Emperor of Russia is reported to have said that, evei supposing Sebastopol taken and the Crimea in the hands of the allies, Russia must eventually win, inasmuch as the defence of her territory must cost us ten times as much as it costs her. It...
18550109	Page 7	Trade in Russian Produce. The report that government intend to prevent the importation of Russian produce into this country, from any quarter, during the continuance of the war, may be true or, it may be merely a stury spread to affect the market. All that we can say is, thet...
18550109	Page 8	ARRIVALS Jan. 2—Am. ship Midnight, Hatch, San Francisco Not. 7. M Brit, bark Cauder Bux, Nakoda, Pinang Dec. 21. 3—Do. ship Seringapatam, Connell, Liverpool Aug. 14. i? __Dutch steamer Padang, Persille, Batavia Dec. 29. 4—Brit, brig Arratoon Apcar, Connew, Hongkong Dec. 26. l». and 0. Co 's S.V. Chusan, Curling,...
18550109	Page 8	DEPARTURES. Jan. 2—French ship Robuste, Prian, Hongkong. 3—Brit, bark Abbotsford, Vanderho»en, Pinang. n —Dutch do. Joharra, Nakoda, Ampanan. —Do. schr. Indramayo, Do. Palembang. Brit. do. Fattal Wahap, Chopard, Sarawak. Dutch brig Orion, Nakoda, Rhio. Port, bark Strenua, Ozario, Akyab. Brit, brig Kirn Yeap Soon, Nakoda, Pinang. 4—Do. do. Lanrick, Crockett,...
18550109	Page 8	RATES OF PREIiIA OF INSURANCE AT SINGAPORE. (ON GOODS) VOYAGES BY SAILING VESSELS Per cent To Great Britain 2 to 3| Continental Fur's in Europe 2 to 3J Macao, Cumsingmoon and I sailing between 30th Hongkong or f June 1st Match 14 to 1| Whaupoa Amoy, during tht abort period...
18550109	Page 8	MONEY MARKET. On England 6 Months credits at 4s9d.@ 4« 10 J. ty 4r. Private Bills Is. ;id. On Calcutta 234 per liH&gt; dollars. Bombay 30 days sight Us. 235 per 100 dollarsSycee Silver 8 to 84 per cent premium fur large Company's Rupees '236 per 100 dollars Javn Kupees...
18550109	Page 8	FREIGHTS TO LONDON A LIVERPOOL Tin Antimony 2. 5t02 15 per 20 cwt. (iamliier in bales J. 10 Ditto in baskets none Sago Flour 3. 10 Coffee in bags .4 pnr 18 cwt. Black pepper 4. 0 |*r Hi cwt. Measurement Goods £40 per 50 cubic f( Gutta Tuban £4....
18550109	Page 8	"SHIPPING IN THE HARBOUR. bany, C. K. Bux, Sideris, Mubabooly, Atiet Rahman, Jot nna, uY' HvdroosMydin Box, C. M Bux, Diamond, Albatro*., Fu.ty M.rum. T. R. »W:?""' y Tujo, Entt Qua, Norfold, Kirn Hok Hin. BALLY— Fattel K»ir. ARAB— G.xelle, Nwree Mujeed. Futty Ro«ack. Jadul K»r MALAY Young Queen, Fatbool..."
18550110	909090	909090
18550111	909090	909090
18550112	909090	909090
18550113	909090	909090
18550114	909090	909090
18550115	909090	909090
18550116	Page 4	Straits Times. Sinqapore: Tue sday Jan. 16th, 1855. We have to announce the ariival of the following pa*»njgprs Jan. 9 per Waterlily from Melbourne, Mn. Hush aid 2 children 10 per Paou Shan from Hongkong, Captain Thomas, Mr Noronha 12 per Nora I'reina from Calcutta, Mr. Maiisoy It per Jacob...
18550116	Page 4	The Tradal Progress of the Settlement. -In a previous issue we hinted an intention to notice the contents of the printed statement of the Commerce and shipping of the Incorporated Settlement, a copy of which was courteously handed to us by the Hon'ble the Governor. We find that, on reference...
18550116	Page 4	"China. •By the steamer Pa»u Shan advices have beea received from H m^kon*"" to the xn I instant, ana newspapers to the 3Dth ultimo. The stcimer Pottmger, with the English mails of Xov 9.h arrived at Hongkong at 8 p. m. on the 1st instant. The American clipper Mermaid had..."
18550116	Page 4	Calcutta ■By the Catherine Apcar advices were received to the 12th Dec, but they contain litrle more than commercial information. We subjoin the result of the last opium sale of the season The 12:h Government Sale of Opium, be'ng the la»t of the season, wm held uu the 8th Instant;...
18550116	Page 5	COMPARATIVE STATEMENT OF MONTHLY TRADE OF SINGAPORE FOR 1852, 1853 and 1854. \V \V. \Y I I. LANS D putt/ Registrar of the Import* and Exports. Singapore, \st, Januuri/ 1855. Imports 18, 1853. 1854. Dolt r.v. Dollars. Dollars. Square-rigge d Teasels. Native vessel* Square-rigged Vessels. Native vessel* Square-rigged Vessels. Native...
18550116	Page 5	BUGIS TRADE. Arrival! from Mart, 1853 to April, 1854. Departwt* from May, 1853 to April, 1854. Arrivals from 'ay, 1 ':V&gt; roiH ■f M Nlmberof TonbOATS. HA OX. iNtMBEROFI TonBoats. I naoe. I Number of Boats. &gt; I SiMbKK or is Boats. naoe. boxru To* ■AOK. i Macassar 23 Mandar...
18550116	Page 5	JUNK TRADE. Singapore, 3rd Jaunary, 1850. Arrival* 1553 Dtpartitrt* 1853. Arrival! 18£ .NIMBIKOf Jinks Tons. iNombir or I Junks. Tons. NtMBRRor Tox JVHKB. 'Ndmbeboki JCKKB. Tons imoy ;heang Chew ?howan '..ong Lim 'aiiton •Vrmusa longkong lylam ilaeao iuathow I'achew 10 1 1 7 16 1 2 58 6 10 5...
18550116	Page 5	Java B atavia. My tha I&gt;utch M.iil Steamer, advice* and journals have been received from Butavia to tha 11th irnt*..t. In confirmation of what appeared in our correspondent'* l'-tter. inserted in the StraUt Tim+i of the 9th inkt... we take the following from one of the Baiavia papers 1 he...
18550116	Page 6	CHINA. Bt the American Clipper Bark Mermaid we hßve copies of the Worth China Herald to the 23rd instant. Tne inieliigence contained in them is most im|&gt;(irtint and we displace other matter, editorial and extract, to make room for as much as our Compositors can set up in the present...
18550116	Page 6	Notice to the Public. -General Pi-hl office. Nor., 1854— 1. The instruction! No. 50. 1854, regarding s'amped publications, not strictly ne\\ B [)a;ici 8, which are permitted to pasa through the poat under the newspaper privilege are to be cancelled, and the following regulations are to be substituted in their...
18550116	Page 6	"The Armies or Europe. pamphlet was published l&gt;y G. K&lt;riiniii-liti inn. of Leipiig, from the pen of a German officer"" from which we etlrad the folbwin g particulars, legardmg the compjrativc tmiitiry .ml natal Strength of the European powers which are both d.reclly and iudiru tly engaged in (he present..."
18550116	Page 6	Archdeacon Wilberforce. -A few vre«ki ■the public was aurpriaed by au announce that the Venerable Robert Wilberfcn*. deacon of the East Riding »ud vicar of Burton Agnes, had intimated to the Archbishop of York his intention ol resigning his preferment* in the church, of which be said he wished, as...
18550116	Page 7	The Queen's appeal to the Patriotism of the Nation. -Many an idle reader will observe, on a glance at our paper thi» evening, that the merchants and others connected with the city of London met yesterday in answer to Her Majesty's ap. peal on behalf of the Patriotic Fund. His...
18550116	Page 7	"The ""Arctic"" Disaster -Th WlTffXSSES and the Testimony.— We publish this morning the heart-rending narrative of Captain Luce, of I he lose ol bis noble sl.ip; and we append to it the statement of tbe first assistant eugiaeer. We also publish, substantially, one of the impressive sermons delirered in our..."
18550116	Page 7	"A Forthco ming Wonder. -According to a correspondent 01 Herapath Journal, steampower is to be superseded by ""Poulson's PaItnt Pendulum Lever,' which will be brought belore the public in dLout a month. Two men in a silting position will be nble with ease to propel a railway-engine of twenty-five horse..."
18550116	Page 8	ARRIVALS Jan. 9—British schr. Walerhly, Busb, Melbourne Nov. 4. m Dutch do. Bintang Tiga, Nakoda, Minto Dec. 24. Brit, bark Erin, De Silra, Amoy Dec. 28. 10—Do. steamer Paou Shun, Toms, Hongkong Jan. 3. 12—Do. schr, Nora Creina, Parker, Calcutta Dec. 18. French bark Sophie Cezard, Lesergeart, Swansea Aug. 27....
18550116	Page 8	DEPARTURES. Jan. B—British8—British brig Elizabeth, Marcus, Pinang. bark Lalla Kookh. Berg, Alyab. 9—Do. brig Cauder Bux, N ikoda, Pinang. 10 Do. do. Brigand, Brooman, Calcutta. —Do. ship Catherine A pear, Fowler, Hongkong. 11—Dutch schnr. Lampong Mashoor, Nakoda, Pontianak. ,,—Brit. do. Eliza Ann, Do. Malacca. Dutch bark P. Sada, Do. Pontianak....
18550116	Page 8	RATES OF PREMIA OF INSURANCE AT SINGAPORE. (ON GOOU-&lt;) VOYAGES BY SAILING VESSELS Fer cent To Great Britain 2 to 3j Continental Porti in Europe 2 to 3j Macao, Cumiinsmoun and i tailing between 30th Hongkong or j June lit Match 1 4 to lj Whaiuuoa Amoy, during tht above...
18550116	Page 8	MONEY MARKET. On England 6 Months credit* at 4s9d.@ 4s lOd ty dr Private Bills 4s. 9d. On Calcutta 234 ji. r UN dollars. Bombay 30 days sight Rs. 235 per 100 dollar*. Sycee Silver 8 to Hi per cent premium forlarg* Company's Rupees '236 per 100 dollars Java Kupees...
18550116	Page 8	FREIGHTS TO LONDON A LIVERPOOL Tin A Antimony £2 5t02 15 per 20 cwt. (iamttier in bales jt 3. lO Ditto in baskets uone Sago Flour 3. 10 Coffee in bags .4 per 18 cwt. Black pepper .£4. 0 per 16 cwt. Measurement Goods 4. 0 per 50 cubic ft...
18550116	Page 8	Melbourne. Daring Robbbbt or the Ballaar*t Branch op the Bank op Victoria. Intelligence was retire! id Melbourne on Tuesday afternoon of the perpetration of a most daring and extensive robbery on the Bank of Victoria, Ballaarat, the thieve* having succeeded in carrying away a booty of some four to five...
18550116	Page 8	"SHIPPING IN THE HARBOUR. NATIVE CR.\PT. BRITISH— Futty Momharick, J«4«l Karim, Shava! Ami!, Dolphin, Faize B» bany, C. K. 'Bux, Sideris, Muhabooly, Atiet Rahman, Johanna, Adelaide, Johnnn Diamond, Albatross, Futty Mariarn. T. R. Davidson, Hydroosa Ameer Letcbmy, Dido. Juliette, Stamford, Tian? Hin,"" K. K. But, Ameed Bux. DUTCH— Cornelia, Haat..."
18550117	Page 1	Civil War at Melbourne. -Via Pat a via ttp received, Melbourne and Adelaide papers to the beginning of December. The Melbourne journal? mention that thn disturbances at B illarat 158 had assumed the form of a rebellion. The diggers had aTn-d themselves and fought with the troops, the latter consisting...
18550117	Page 1	ARRIVAL OF THE MAIL. Straits Times Office, Jan. 17M, 1855. The Peninsular and Oriental Company's steam, ship SINGAPORE. CtpUm Uakru, arrived here this day at 1 1 A. M., having left Uombay Jan 2nd, Oalle the Bth. and Pinang the 15lh instant. We annex a list of passengers For Singapore...
18550117	Page 2	The Battle of Ink erma n. OFFICIAL DBfPATCHM. Jiifore Sibasti'fol, Xov. b. My Lord Dukc-1 have the honour to report to your Grace that the army under my command, powerfully aidrd by the corps of observation of the Trench army, under the command of that distinguished officer, General Bosquet, etlecu.ally...
18550117	Page 2	LONDON MARKET REPORT. JUMMSf UN, L ■■&lt; I hi. y.'A Dt 18.3*. Si.icl our last issue of the Ttli ult. the amount of business tiatisaet. d in t iv Tm .Maikrt lias baa* upon a much in &gt;r_- eoiiir.icted scale tnan far ajino weeks previou&gt;ly. Common Cor.2&lt;&gt;uha&gt; toatiuued neglected, and...
18550118	909090	909090
18550119	909090	909090
18550120	909090	909090
18550121	909090	909090
18550122	909090	909090
18550123	Page 4	Straits Times. Singapore: Tuesday, Jan. 23rd, 1855. We have lo announce the an ival of the followintr pap^pngers Jan. 16 per Teak from Kangoon, Mr. and Mrs. Locke and child 17 per &gt;ins{apore from Galle, Ac. tee below 18 per Wm. Fisher from Liverpool, Mrs. Martin, Mr. St-racher 19 per...
18550123	Page 4	China. •The P. and O. Co's. steamship Pottinger, Captain Stead, arrived here on the 21st instant, at 7 a. m., having left Hongkong on the 15th. at 2 p.m. The news by this opportunity adds but little to the intelligence received per Paou Shun. Matters remained in the same state...
18550123	Page 4	Java B ata vi a- Fiom the Bode ww take the IdUowiBg items of news Banjoncanjee Dec. Uth.— The British man-of-war Enterprize, Captain Collinson, anchored here. This ship left Hongkong on the t8th November, and is bound to the Cape of Good Hope. The Enterprize made a voyage to the...
18550123	Page 4	ARRIVAL OF THE MAIL. The Peninsular and Oriental Company s steamship SINGAPORE, Captain BAKER, arrived km on the 17th instant at 11 A.M., having left B&lt;&gt;m I bay Jan 2nd, Oalle the Bth, and Pinang the 1* instant. We annex a list of passengers For Singapore Sgr. De CBStro and...
18550123	Page 5	MELBOURNE. Our Melbourne pnpeiu per the HaviUhettend to the 6th ins. The steam ship London had been chartered by the Victorian Government to proceed to Hobart Town for troops, and to return with all possible expedition. The clear increase to the population of Victoria during the present year by immigration...
18550123	Page 5	Throwing a Light on it. 11 Mr. Smith JOu (aid you officiates' in a pulpit dg y m, al by that that jou ftetthai Mr I LHJ l.t'l.i Cm t MMb did -Ah, .he tomn unuersiouU jon differently I h»'y iuj u &gt;&lt;&lt;-.i thai the iiMMMM MM liwm yon &gt;S'...
18550123	Page 6	European Intelligence. (From H Cmdnkb's Telegraphic Dispatch.) Trieite, htctmler 10tA, 18-54. Vibsna, Bth DBCEMBEa. We hear from an authentic source the following about tho Alliance between Austria and the Western Powors, and the Ultimatum sent to the Cabinet of St. Petersburg. There is no question of the change of the...
18550123	Page 6	The Battle of Inkermann. OFFICIAL DESPATCHF.S. Before Sebastupol, Nov. 8. My Ix&gt;rd Duke— l have the honour to report to your Grace that tho army under my command, powerfully aided by the corps of observation of the French army, under the command of that distinguished officer, General Bosquet, effectually repulsed...
18550123	Page 7	Petropaulski. Thk Attack on Petkopadlsu.— Ornont. Account. We have been lavourrd by tv» A loiiralty with t.'tj following, relative to ihe attack on i'et.-o--p iulsKi (Copy.) H. M. S. Pique, Sept 19, 1854. Sir,— l have the honour to end «c, for thai iships* infonaation, co, ies of letters a...
18550123	Page 8	LONDON MARKET REPORT. Mincing Lane, London, 9th Dec. 1864. Siwce our last issue of the 7th uit. the amount of business transacted in tae Tea -Market has beeo upon a much moi-e contracted scale than lor some weeks previously. Common Congou has continued neglected, and the excitement temporarily caused by...
18550123	Page 8	ARRIVALS Jan. 16—British brig Teak, Stenhouse, Rangoon Dec. 12. French ship Maugran, Coin, Batavia No*. 23. Brit, brig Eureka, Lennon, Melbouroe Oct. 16. w 17—Am. slup Live Yankee, ThonidiLe, Hongkong Jao. 7. P. and O. Go's S. V. Singapore, Baker, Bombay Jan. 1. 18—Dutch bark Blora, Pick, Amboyua Nov. 4....
