Date	Page	Abstract
18640101	909090	909090
18640102	909090	909090
18640103	909090	909090
18640104	909090	909090
18640105	909090	909090
18640106	909090	909090
18640107	909090	909090
18640108	909090	909090
18640109	Page 1	"STRAITS TIMES SATIKhAV .1 W lsi THaVOKsTRd lID\ OF THB BONO R A v\i&gt; HIQHLAXDKR liV THE AL Hi MA. It iMMan tint Mm *&lt;inwa an&lt;l the Jl i niTlf l&gt;,il lii i. 4 dny-li-ht &lt;&lt;n tlit* 111. .1 1. ig ,t the ""-'utli, at anchor in the Straits i.f..."
18640109	Page 1	THE TRANSFER OF THE SHIP MARTABAN. Thk ciriMiui-fiiiei'- attending the &lt;• MMjtfjf 11 i^ ol the ship Martulxin, lately hiirne I l»y Hie Alabama, are as nrail) ax pw«Mblc these. Captain Pike &gt;-eel one-sixth «»f tiie ve»sel under her old Ameriran Ke^Uter as the Tr.vnn Slur, and had also lull...
18640109	Page 1	THE PAST YEAR. *HlMta% to the year that's awa,*' and with no belter sentiment etn we commence the year that is before us. IWe must no look mournfully at the past, wb.iievi i may have been its i i ticuliies and dangers, hut go forth to meet ihe shadowy tut...
18640109	Page 1	THE PAST FORTNIGHT. Thk London mail of the '2(ith Norr tuber hi- nut yt t nine Iti tutini, he lug lea days a eidm-. B\ ih- CafafjUa steamets w&lt;- ha*e t*-lei;ta hie new&gt; from (i lie to Ihe 21lh ultin O, at which dale the Suez stea'ner had not yet...
18640109	Page 1	SIAM. Thk Siamexe, 'he Pinntig Guxttte of 26th ult. have (m some \«hs shewn a &lt;h-sire te rec» ive ihe liiti'i(&lt;i'inas from Pt-ra'. Lat«t year the l^igor Gorernnifiit sent an emissary o PinaiiK with instructions to employ M agent here to awwMed to Peia' and endeavour to influeiire the mWmmJ...
18640109	Page 1	"CHINA. Our dates from Japan are to December 17, an i they bring ihe somewhat curious informa. tion that the PrjQ"" had paid the j iudemuity dcmau.ie^T'of him on account of the murder of Mr. Richardson. With this, and the Prince's own assurance that he will do bia best to..."
18640109	Page 2	JAVA. FROM OUR OWN CORRESPONDENT. Batavia, 2«&gt;M Mr., 1H63. On arrival of the Itataria from Singapore, it was rumoured that she had seen the \hiltwiii hcin£ ch-ist-d bj the Wpmmm and the Javu reported that she had anived at y««ur port. I have no other news ol impoitanc-e to tfdvi&gt;e,...
