Date	Headline
19640101	PROTEST TO U.N.
19640101	GIVE US A NEW  MANDATE, SAYS  TUN RAZAK
19640101	The King:  1964 a test  point for  peace
19640101	Perak's prize
19640101	Sir Frank  Worrell  nowÂ—for  brighter  cricket
19640101	HAPPY NEW YEAR...
19640101	Australia will 'not intervene'
19640101	Salvage  tug  goes to Nippa  reef
19640102	CRISIS SESSION
19640102	'Supremo' Osman  takes  over
19640102	Police hold  two  Indonesians
19640102	Happy Happy...
19640102	2 murders charge
19640102	TERROR BOMBS: WOMEN URGE SEX DENIAL
19640102	Poor kids: They could  not get ice cream
19640102	Train-bus crash
19640103	DEFENCE TALKS
19640103	BARTON: SOEK'S  SOLDIERS ARE  RETRAINING
19640103	Fire: Seven missing
19640103	Cyprus: Greek appeal to Nato
19640103	Pledge to wipe out colour bar
19640103	Malaysia's  'Mata Haris'  caught in  East Borneo  claim
19640103	Payroll  man  shot by  snatch gang
19640103	RAIDS: MORE FACTS  FOR THANT UNITED NATIONS
19640104	THE TRAITORS
19640104	Razak to House: We have sent troops to mop up
19640104	Australia wary of  direct call to send  troops
19640104	Troops beat off raiders
19640105	THE ACID TEST IN BORNEO
19640105	Pope for Manila?
19640105	Konrad Adenauer
19640105	Gen. Jean Crepin
19640105	Chou En-lai
19640105	A 'bald' deal
19640105	2 bandits  killed,  2 hurt in  clash in  Sarawak
19640105	A dare to  MPs by angry Jugah
19640106	WE CAN COPE
19640106	Thorneycroft and Razak discuss Borneo situation over dinner
19640106	Fact-finding
19640106	GUARDS BEAT BACK CROWD WHO PRESS AROUND POPE
19640106	Indonesians barred from  airlines  which touch  Malaysia
19640106	No tea tariff
19640106	Call to  rich  nations: Don't be isolated
19640107	BIG HUNT GOES ON
19640107	Two bodies found
19640107	Malaysia, U.K. united to meet attacks
19640107	Register is  extended  to end of  month
19640107	Envoy Hamid
19640107	Saigon-style suicide in Ipoh
19640107	STRIKE A T BREWERY
19640107	Bus hits  ground:  Two  killed,  4 hurt
19640108	THE FOES WITHIN
19640108	Wave of  hysteria  sweeps  the  share  mart
19640108	Tun Yusof sworn in for second term
19640108	Thorneycroft, Lee review situation
19640108	Two injured in gang attack
19640108	Calypsoland self-rule
19640108	MYSTERY  SMOKE  CAUSES A  KAMPONG  PANIC
19640108	Sock  (late) tells of British carrier
19640109	EXCHANGE ACTS
19640109	Attempt on his life? Not worth $2,000, says Razak
19640109	Family suicide pact
19640109	Nayy—no  carrier  threat  to Soek
19640110	Quickie honeymoon (with champagne and flowers) for the pilot and the air girl...
19640110	Share mart  back to  normal as  speculation  subsides
19640110	Admiral Felt due here
19640110	Bill passed
19640110	1,100 at  STB  serve  strike notice
19640111	A COPY OF THE  MANILA MEMO  FOR TENGKU
19640111	Exchange  warns  brokers  of firm  action
19640111	MP asks:  Why  was this  case  heard in camera?
19640111	'Blood debt5 swindlers at large warning
19640111	900 port  workers  go on  strike
19640112	Brenhan Behan
19640112	Five embarrassing questions to Maca, Sock from Razak
19640112	Bicycle sisters die in crash
19640112	Cardinal Jullien
19640112	Exchange  acts
19640112	Terrorists missed  Minister by hours
19640112	Chou En-lai
19640113	BORDER DETERRENT
19640113	Mystery rebels take control of Zanzibar Island
19640113	U.S. OFFICIALS DENY PACT SIGNED WITH  PANAMANIANS
19640113	C-in-C of— U.S. Pacific forces due in Capital today
19640113	Body found
19640113	Motor cyclist killed
19640113	Child labour factory
19640114	Special Branch detains two
19640114	Guessing game over an  Admiral's 'maybe'
19640114	Tun Lim—now it's official
19640114	Doing vital work
19640114	ADMIRAL AT RESIDENCY
19640114	HUNT FOR  'THE MOST  WANTED  MAN'
19640114	Senator calls for Pacific  Asian  bloc
19640115	U.S. GUNS PROTEST
19640115	MACA'S  MESSAGE  PLEASED  TENGKU:  FELT
19640115	Cambodia's award
19640115	Hunter jet crashes
19640115	Moon is not sighted
19640115	Officials pleased at latest  peace feelers
19640115	China  seeks  French  Sahara  oil
19640116	'ANY TIME, ANY PLACE'
19640116	Tengku: I  won't  protest  over that  American  rifle
19640116	PELAEZ JOINS  OPPOSITION 'TOBEATMACA'
19640116	A $19,500 WHO-DUN-IT
19640116	Premier Lee in K.L.
19640117	Kuan Yew  sees  Tengku on 'truth'  trip
19640117	$30 mil. down the drain
19640117	FOILED!
19640117	Security experts  to be sent to  Sabah
19640117	FORCES CAPTURED 17
19640117	Macapagal  invitation  arriving  today
19640117	Police arrest six pickets
19640117	WE STAND BY  YOU: AUSTRALIA  TO MALAYSIA
19640117	CONCORDES FOR QANTAS SERVICE SOON
19640117	N.Korea charges  U.N. of  'steps  for war'
19640117	Two escapees recaptured
19640118	Sabah shock:  Head of State  resigns
19640118	China: France decides
19640118	Felt flies home
19640118	MORE AID IF KENNEDY CAN'T CURB SOEK-HEAD
19640118	Maca's  note  on new  talks arrives
19640119	Hospital probe
19640119	Workers  fail  in bid to  grab  Unilever
19640119	King Baudouin
19640119	Kennedy to get a State  welcome
19640119	One dead, 4 hurt in gas blast
19640120	Phnom Penh date  HOST: SIHANOUK?
19640120	Malaysian  'wait and  see' till  Kennedy  arrives
19640120	Fall from chimney top kills man
19640120	Sarawak  Senator  dies-11  days  after he  was made  Minister
19640121	ROYAL PEACE ENVOY
19640121	THE 'TRUTH MISSION' LEAVES
19640121	New quakes in Formosa
19640122	TALKS? YES, IF...
19640122	BOUNCED MILLIONS SHOCK
19640122	Sentry opens fire
