Date	Headline
19690101	'A good  thing  for  Aussies, Kiwis to stay'
19690101	Lee's plea: 'From each his best ...'
19690101	TUN: ONLY ALLIANCE CAN GIVE PEACE, PROSPERITY
19690101	Tribute
19690101	Sympathy to Lebanon
19690101	New Year's Day to start bright and sunny
19690101	Aussie  plane  crash  kills  26
19690102	Yusof:  The  price  is  not  too  great...
19690102	A congratulatory  call for the new  Miss Tourism
19690102	A kiss ban
19690102	Dispute  may  end  soon:  Smith
19690103	Malaysia  assures  Kaunda: We haven't changed one bit
19690103	Israeli warplanes in action again
19690103	A year, and Blaiberg's new heart keeps on ticking
19690103	New Year quads
19690103	Lee to  leave for  London  today
19690103	New Year's Day murder hunt
19690104	Russia steps up drive to end Arab-Israeli conflict
19690104	Gorton: We stay on till end of 1971
19690104	A very  nice  gesture,  says  Tengku
19690104	Two-year  racing  ban on  millionaire  sportsman
19690104	UAR police hold jet hijacker
19690104	Make it a round  table,  says Viets
19690104	Governor is in 'fair' condition
19690104	Diplomat shot
19690104	Police fire  at  quarry  rioters
19690105	Tengku's
19690105	66th  birthday  date
19690105	7 children die
19690105	Women march
19690105	NEW TENSION MOUNTS IN MIDDLE EAST
19690105	Rusk: Why  we  must not stay aloof
19690105	BELIEVE IT OR NOT SHE'S A COMMUNIST
19690105	Rejected:  Plan to  encourage  the  bachelors
19690105	Malaysia grateful to HZ, Australia
19690105	Latest
19690106	21 jobs—2,000 in queue...
19690106	Hussein off  i for medical  treatment
19690106	BOOBY  TRAP  KILLS 15  IN ARMY  MESS
19690106	Gorton flies in on way to London
19690106	All under control in MSA,  says  minister
19690106	Friendly visit
19690107	Three die in fire murder horror
19690107	Tengku says 'no' to S'pore as a base
19690107	Criticised film  is voted year's best
19690107	Noble gesture over Grey
19690107	Power for the wheels of the  Silent Revolution
19690108	President  Yusof  flies to  KL for  father's  funeral
19690108	Navy Secretary
19690108	Two drowned
19690109	Phantom crash kills three
19690110	An oranges and apples budget
19690110	SNAP leader
19690110	MAKING IT EASIER FOR THE MPs
19690110	Perhaps other navies will  use our  facilities: Lee
19690110	Israeli Note rejected
19690110	Rhodesia:  African  bloc  begins  attack on  Wilson
19690110	The defiant Kray twins
19690111	Sweden  to have  full  ties  with  North  Vietnam
19690111	If Africans  ready to  pay price: Lee
19690111	Blazing  ship  towed to the deep
19690111	Bomb hoax
19690111	POLICE STOP ATTEMPT TO SET BABY ABLAZE
19690111	RIFLE OVER  SPORE  BASES MAY  HINDER  A COMMON  DEFENCE  AGREEMENT
19690112	THE PILL  for ALL  girls?
19690112	MAGNIFICENT EIGHT ROUT THREE GUNMEN
19690112	DEADLY DINNER
19690112	Tun Razak presents  by-election Bill
19690112	Forpedo found
19690112	Wilson pledge on loopholes averts a major rift
19690112	Latest
19690113	Coolness  of the Premiers  confounds  the  critics
19690113	Saigon on 'suicide  raids' alert
19690113	The Chief questions Huk girl Marietta
19690113	Seeding the fog from airports
19690113	East Germany  whips up hate  campaign
19690113	R.N. pledge
19690113	One for five
19690113	Soviet Ambassador to Singapore arrives on first Aeroflot flight
19690114	Only  2  days  left  to  USE  your  old  money
19690114	Lee for Cairo
19690114	In: $2m  cargo  of gems and watches
19690114	Old money: Alert  for trouble
19690114	Shock for a wife
19690114	Thai guerillas use mortars
19690114	A £250 m  invest  in S'pore  plan for  Wilson
19690114	Rhodesia £10m in the red
19690114	Tengku: Don't take it out on good old Britain
19690114	Now an  African  boycott  of the  talks
19690115	House  votes  for  freezing  of byelections
19690115	Quads born to doctor's wife
19690115	No. 2 bomb hoax
19690115	Labour meeting
19690115	17 dead now
19690115	LAST  DAY  to  use  your  old  money
19690115	Round clock police alert  in  Penang
19690115	Africans  continue boycott
19690115	Razak:  We  won't  quit  Asean
19690116	Tengku,  Lee in  talks on  defence
19690116	Israel mobilises border forces'
19690116	Suharto makes it permanent
19690116	Two traders on secrets charge
19690116	Father and  5 children  found
19690116	A 'PLEASE  STILL  ACCEPT  OLD COINS'  PLEA IN  S'PORE
19690117	Layang  Layang  crash:  Fovir  blamed
19690117	16 missing men are safe
19690117	ITS ASSURING SA YS RAZAK
19690117	AUSTRALIA  FACES A BIG STRIKE
19690117	Romulo s no to embassy plan
