Date	Headline
19880101	8.6%
19880101	Istana open
19880101	The Prime  Minister  wishes all  a Happy  New Year
19880101	CPF, SDF and foreign worker levy may go up
19880101	PM Lee files writ against the Review
19880102	Happy New Year, Mum and Dad
19880102	SIX  READERS  SEARCH  OF AN AUDIENCE
19880103	Ban on condom ads lifted to fight Aids
19880103	Grief of Singaporean survivor
19880103	Teh affair: No  cover-up, says  inquiry panel
19880103	The big movie  clean-up
19880103	Gorbachev's  RUSSIA
19880104	Group willing to use 'armed force' against KL govt
19880104	Images of 1987
19880104	Cultural Medallion won in all 6 fields
19880104	SOM SAID  Dance
19880104	MAX LE BLOD  Drama
19880105	Shell eyes govt stake in complex
19880105	ST Index  gains 10 points
19880105	Securities council to hold inquiry into Sealion deal
19880105	Court order  served on  Review in HK
19880105	SIA leads BT's million-dollar club
19880105	LIGHTS OFF, HANDS ON
19880106	Bigger budget for Indonesia
19880106	Bank popular among Sydney Chinese burgled
19880106	Retail sugar prices down by 25 per cent
19880106	Savings negligible, say F & N and Yeo's
19880106	ST Index gains massive 45 points
19880106	Co-op CBT case:  KL deputy  minister held
19880106	Fed steps in  to stem fall  of dollar
19880106	Worker badly burnt in lorry tanker blast
19880106	GOOD ENOUGH TO EAT
19880107	Japanese oil consortium surprised by Shell bid
19880107	DBS Bank  cuts  prime rate
19880107	ST Index gains 26 points to break the 900-level
19880107	20-page bonus for central  zone  readers
19880107	Plan to encourage  RC singing  groups
19880107	HARRODS  SIZZLES WITH  TERRY'S  SATAY
19880108	Review publishes govt letters after warning
19880108	Dhana to visit Jakarta to boost ties
19880108	Birth rate shot up  last year and is likely to rise further
19880109	Allan Ng charged with insider trading
19880109	Goldsmith is third to be robbed in 2 weeks
19880109	MRT for Clementi  and Queenstown  by mid-March
19880109	ST Index down 16 pts
19880109	US offers  to stop  aid for  Afghan  rebels
19880109	Govt offers to  buy ad space  in Review  for letter
19880109	WOMEN  OF  SUBSTANCE
19880110	Chance for 41,000 who didn't vote to get back on electoral register
19880110	Worker hurt in air-con blast
19880110	SIA may  buy into  other  carriers
19880110	WHEN  MUM'S A  STUNNER
19880110	WORKING  EIGHT TO ONE
19880111	Team MP proposal to be debated in Parliament today
19880111	SCARLETT O'HARA OF THE EAST
19880112	Team MP Bill for Select Committee
