Date	Headline
19900101	Let this be decade when we come of age
19900101	Watch out  for ...
19900102	Rumania sets the stage for new era
19900102	Tower launched with a bang
19900103	Missing: 3 S'poreans on Johor mountain hike
19900103	Chatichai wants  'Chavalit to  be his successor'
19900104	ST Index soars to new all-time high
19900104	The history of  Parliament House
19900104	Upside-down 'cups' on the roof
19900105	Quota idea may boost  car sales this year
19900106	116 pages today
19900106	New poly to be at Tampines
19900106	Missing hikers found
19900106	THE  BIG CHILL
19900107	Fund donations to be tax-exempt and matched by govt
19900107	Chok Tong's three goals for the 90s
19900107	Good case against Noriega, no bargains needed: Bush
19900107	Vandals hit void deck murals
19900107	Kan Seng thanks KL for efforts in rescue  of hikers
19900107	More on the car quota idea
19900107	TV PLUS
19900107	The Not-So-Silent Majority
19900107	...through the Ages
19900108	Students rally to demand purge of communists from govt
19900108	Govt to study car quota system to make it fair to all: BG Lee
19900108	Khmer Rouge launches blitz on Battambang — report
19900108	Japan to lift economic sanctions on China
19900108	TANGE  THINKS  BIG
19900108	Tange's achievements
19900109	SIA to invest $10b on new planes
19900109	Extra flights to Malaysia for Lunar New Year
19900109	BIG  GIRLS  DO CRY
19900110	US to re-focus on Cambodia
19900110	Khmer Rouge claims attack on Phnom Penh
19900110	Worker crushed by metallic  piling hammer
19900110	The president as playwright
19900110	Milestones
19900111	13 religious leaders give nod to new laws on keeping harmony
19900111	ANNIE TOPS THEM ALL
19900111	PM Lee back after visiting Taiwan, HK
19900111	Paul Lim right on target
19900111	The new-image CC for '90s — Community Club
19900112	$400m Batam deal signed
19900112	To CC or not to CO
19900112	Govt 'prepared to invest heavily in HK'
19900112	Romance with message for singles
19900112	Oscar for Kurosawa
19900113	909090
19900114	$50 million charity fund target the biggest ever
19900114	Political leaders must stand up to Singapore-bashing: Raja
19900114	Ong Kim Seng made member of premier watercolour society
19900114	US attack on Panama 'not a model for raids on Third World nations'
19900115	Soviets do not fear multi-party system
19900115	Troops rushed in as Armenians and Azeris battle it out
19900115	11 new booths  at Johor end  of Causeway by September
19900115	MYTH  OR  MISERY?
19900115	Commitment to quality
19900115	Moves to raise quality
19900115	Construction quality pays
19900116	The Straits Times
19900116	Market loses 33 points after Dow drops
19900116	Govt reserves its position on car quota
19900116	Crisp new $1 notes  will be a rarity  this Lunar New Year
19900116	YOUNG TIMES
19900116	Class acts
19900116	TO BE, OR NOT TO BE
