Date	Headline
19590101	The KING'S MESSAGE
19590101	DAGGER THUGS GRAB $14,000
19590101	Razak: Thanks'
19590101	Lim Kean Chye is released
19590101	Russia back  in rubber  market
19590101	Knighthood for the  Chief Justice
19590101	1959—YEAR OF CHALLENGE, SAYS LIM
19590101	All white  —crisis  is over in Johore
19590101	U.S. win it
19590101	THE TEST
19590102	PINES: A CRISIS AGAIN
19590102	Nun helps a girl hurt in crash
19590102	THE CRASHED CAR
19590102	LOST: 2,000 DURIANS IN FERRY BOAT
19590102	Polio-free day
19590102	President flees
19590102	MALAYA WILL WORK FOR PEACE: Dr. ISMAIL
19590102	A BIG FAREWELL FOR TENGKU
19590102	Carpenter in New Year death fall
19590102	Century by  May: Amies  start well
19590102	Brawl after  club  dance
19590103	BANK OF CHINA ACTS
19590103	Tengku  leaves on  mission  of Asian  unity
19590103	THE TEST:  STATHAM  HITS BACK  for ENGLAND
19590103	BERLIN RINGED BY JAMMING EQUIPMENT
19590103	'Eat more pines' campaign to save 16,000
19590104	THE SIEGE AT No. 668
19590104	DETECTIVE IS FOUND SHOT
19590104	EARL ATTLEE IS 76
19590104	RED ROCKET WILL  BECOME A HEW  PLANET OF SUN
19590105	No bid  in Singapore  to track the rocket
19590105	SMALL GROWERS  SUPPLY PACKERS  AGAIN
19590105	A polio suspect
19590105	Premier urges small  nations: Speak up  and be constructive
19590105	Trapped—a  killer crocodile
19590106	ALL NIGHT HUNT FOR 4
19590106	U.S. defence to cost $40,900,000,000
19590106	Bodyguard for a V.I.P.  (Very  Important  Parcel)
19590106	WOMAN, 50, KILLED BY AMBULANCE
19590106	One polio case
19590106	MOTORIST SA YES KNIFE-IN-BACK MAN
19590106	WAN HAMID DETAINED: HE PLANS TO APPEAL
19590106	Pepper  thugs  grab  $4,000
19590106	Top RAF chief due on Jan. 17
19590107	TENGKU: A TALKS HINT
19590107	14 injured as convoy truck overturns
19590107	S'pore murder
19590107	Dr. Ismail  will  become Foreign Minister
19590107	Ulcer cost him baton
19590107	Riddle of woman bank director's missing jewels
19590107	MAN OF 67 CUT IN TWO BY SAW
19590107	Far, far away
19590107	One Penang polio case
19590107	Polio free again
19590107	BANK OF  CHINA TO  WIND UP  FEDERATION  BRANCHES:  OFFICIAL
19590107	Lawyer sued for maintenance
19590108	FREE TRADE: New hope
19590108	Tun Lim ill: No meeting
19590108	Muslim court  annuls a  proxy  marriage
19590108	Mercy trip by RAF
19590108	SINGAPORE, INDONESIA AND THE FUTURE
19590108	Man flees during QUIZ ON OPEN switchbox
19590108	Battalion  losees  trophies in fire
19590108	Don't just dream.
19590108	Escaped youths: Hunt goes on
19590108	Rain at last
19590108	Parang attack
19590109	BLACKOUT for 3 HOURS
19590109	After '999 call, police halt day mail train  and pull off  struggling  Siamese girl
19590109	Go-slow ruins' $4,000 pines
19590109	6 PIRATES  RAID A  TONGKANG
19590109	4,000 IN  HUNT FOR 53 BANDITS
19590109	Girl in pond
19590109	$10,000 EXTORTION NOTE TO TOWKAY
19590109	Mac is Navy lodger
19590109	Tengku  back  from  Manila
19590110	PINES: We'll break the hold of cannersÂ—says Tan
19590110	Blackout: A  'sabotage'  inquiry
19590110	Under-pricing in the  export market 'is  cause of crisis'
19590110	THE TEST:  England  recover  from a  bad start
19590110	Police guard power station
19590110	MALAYAN AIRWAYS MAY END  TRIPS TO HONG  KONG
19590110	Thugs  kill a  man,  hurt 3
19590111	THE  Nine Lives  OF  MIKE TODD
19590111	Mikoyan: An  aircraft  bomb threat
19590111	POWER STATION NOT SABOTAGED-POLICE
19590111	THE DAY  TWO  CHILD  PRODIGIES  MET .
19590111	Pine probe call
19590111	GROWERS ASK FOR COMPENSATION
