Date	Headline
19980101	Confidence in S'pore critical, PM tells nation
19980101	UFO in Guangzhou? Just an ad blimp for Singapore company
19980101	Three merged state banks to emerge in Jakarta reform
19980103	HIV-positive man who lied pleads guilty
19980104	Free funerals for poor Thais
19980104	All the help you need on one number —1800-3441234
19980104	FACING THE  TWILIGHT YEARS
19980105	Second black box found
19980105	Thai farmers in Surin hit by aggressive 'rice bandits'
19980105	1997 growth figure does not reflect regional crisis
19980106	报头
19980106	S-E Asian currencies take another battering
19980106	第1页 广告 专栏 1
19980106	第1页 广告 专栏 2
19980106	报头
19980106	第1页 广告 专栏 1
19980106	第1页 广告 专栏 2
19980106	报头
19980106	第1页 广告 专栏 1
19980106	报头
19980106	Don't worry, Mel's  not here to take your job
19980106	第1页 广告 专栏 1
19980106	第1页 广告 专栏 2
19980106	第1页 广告 专栏 3
19980106	第1页 广告 专栏 4
19980107	Suharto unveils austere budget
19980108	Indonesian budget hits markets
19980108	Launched: Plan to make S'pore an innovation hub
19980108	MAS ready to act to defend Sing$
19980110	Currencies perk up but stock markets fall
19980110	Businessman found guilty
19980110	Suharto promises to take concrete steps
19980111	Japan and US to pressure Jakarta on IMF reforms
19980111	No cutback on spending in 3 areas
19980111	56 Across: Will you marry me? Man proposes through crossword
19980111	For first time, Asian may get soccer world's No 2 post
19980111	Retrenchment stable despite difficulties, says Lim Boon Heng
19980112	Top US team here for talks with S'pore leaders
19980112	PM renews call to Japan, US, Europe for help
19980113	Keppel and Tat Lee banks to merge
19980113	House to discuss S'pore banks' exposure to region
19980113	Reforms: Suharto to press on
19980113	You can be a  success
19980114	Asian stocks, currencies rebound
19980114	Used husband's name to cheat
19980114	Tokyo Exchange drama ends with gunman's arrest
19980115	STI index soars 7.5%; regional markets up
19980115	Banks' lack of disclosure behind investors' fears
19980116	HK property default fears halt S'pore bourse rally
19980116	US aircraft carriers to get  access to  Changi base
19980116	Miel BOX
19980117	Jakarta's IMF pact comes in for praise
19980117	S'pore says latest package will result in a stronger economy
19980117	Spur-ed on by healing brew
19980118	MOE spells out how to nurture whole person
19980118	More elderly men being infected with HIV
19980118	Murdered woman identified
19980119	Budget this year will be a tight one
19980120	SM for 3-day visit to Thailand
19980121	Johns Hopkins to set up medical centre here
19980121	PM Goh and Mahathir  in surprise meeting
19980121	Long service  awards
19980121	Strategic lever for industry
