Date	Headline
19820101	Target: Wholly Spore workforce
19820101	Good performance in 1981
19820101	Prosperous 19821£...
19820101	Productivity good
19820101	Modernising construction
19820101	Efficient shopping
19820101	Foreign workers
19820101	10-year target
19820101	Road hogs in sheep's clothing
19820101	POSB cuts interest  rate  by 1 per  cent
19820101	Five engraved hairs on show
19820101	Law catches up on cheating Casanova
19820101	HAPPY NEW YEAR
19820101	STOCKTAKING
19820101	Bamboo Green
19820102	Singapore as Number One
19820102	What PM said...
19820102	HUDC goes ahead with Cairnhill
19820102	Chance for the less educated to catch up
19820102	CANBERRA 'NO' TO SANCTIONS
19820102	SECTION TWO
19820102	What lies ahead
19820103	Ch'ng  to  boost work of RCs
19820103	MOVE TO OPEN LEGAL DOORS WIDER
19820103	SOLDIERTEACHERS END STINT IN SCHOOLS
19820103	WEEKENDER
19820103	HIGHLIGHTS
19820103	HOTEL KING
19820104	Towards more sensitive and tactful police...
19820104	A split  second away from 'doom'
19820104	The robot factories: Japan takes the lead
19820104	The tale  behind the gift horse
19820104	The Chinese experience
19820105	Almost life-long service to nation
19820105	Are they coming or going?
19820105	Surprises in the  line-up for  TV stardom
19820105	$4m shootout
19820105	'20,000 MORE TROOPS SENT'
19820105	To Maxim-ise the world
19820105	Choreographer, ballet master 30 years later
19820106	Bonds that will bind Asean: PM
19820106	QUOTE
19820106	Girl in a  million  goes  to school
19820106	URA puts questions  on the menu  for lunchtime crowd
19820106	Fewer people  turning down  HDB flats
19820106	ST index  passes 800 mark
19820106	POLISH OFFICIAL FOR MOSCOW
19820106	Wonder bag
19820106	S'pore Chinese daily goes West
19820107	Danger period for world: PM
19820107	LIST OF TITLES TO  AID  TEACHERS,  TUTORS
19820107	2 tonnes of bad pork seized in illegal slaughter house
19820107	Charity  bodies  get  pledge on aid
19820107	POLISH TEAM IN MOSCOW
19820107	Ear-blast  hazard
19820107	Performers and loud music
19820107	Historian and art connoisseur
19820108	Oxbridge scheme pays off
19820108	A success  for  S'pore  says tutor
19820108	Howe's land valued at $389,500 by court
19820108	Spiritual ghetto
19820108	Dawe arrested  after appeal  by the AG
19820108	QE2 aground
19820108	Bukit Timah blackout
19820108	Prefab £inn to share Darwin experience
19820108	When the axe falls
19820108	What gets the chop?
19820108	Green
19820108	Does history repeat  itself? (Part I)
19820109	What  YOU  think of  moral  values
19820109	'Live'  soccer  telecast  to 5  nations
19820109	CAR THAT RUNS ON GAS
19820109	Appeal  filed in  Howe  case
19820109	Schools told  to start not earlier than 7.30 a m
19820109	Old KL  captured
19820110	Lorries queue up from Kranji to JB
19820110	SPECIAL COURSES FOR SUPER-PUPILS?
19820110	National awards mooted  for top feachers
19820110	Sihanouk: I'm  ready to set up Hq on Thai border
19820110	JOIN-AS-CAPTAIN PLAN TO ATTRACT TOP TALENT INTO SAF
19820110	CENSORSHIP LIFTED?
19820110	Big, strong and Friendly  muscle man
19820111	10 extremists arrested in raids
19820111	The four core members of the secret group
19820111	Kiwis in finals
19820111	Plane  crash: Ghazali missing
19820111	Japan is  top  Indonesia investor
19820112	The smile that says it all
19820112	BUTCHERS: ENOUGH PORK FOR NEW YEAR  Goodbye to lion and torch
19820112	Bilingual
19820112	Half the prizes  but not  the championship
19820112	Art songs will  remain fresh  and evergreen
19820112	-The Chinese press — a self-assessment
19820113	MARKET  DROPS 12 POINTS
19820113	Govt to conduct  study on small  claims court
19820113	Foreign papers hit by ban on Manotoc reports
19820113	What's left on a Pahang hillside
19820113	'DO BE CAREFUL'
19820113	Expat wives
19820113	Rendezvous for Chinese in London
19820114	End of defamation of PM case  Jeya's appeal dismissed
19820114	Still missing
19820114	ANOTHER  12-POINT  DROP
19820114	Talks likely to focus on improving trade links
19820114	Should current market prices apply?
19820114	'2 OF THATCHER TEAM FOUND'
19820114	Singapore Cowboy
19820114	Artist with the strokes of old brush masters
19820114	The Chinese way to foreign names
19820115	Move to boost Asean trade ties
19820115	Asean's interest is our priority, says Mahathir
19820115	MARKET  INDEX FALLS TO  764.63
19820115	Five plead guilty to ISA charges
19820115	Traffic cops accept fixed . fines idea
19820115	SECTION TWO
19820115	NO-NUKE CAUSE
19820116	Raja warns of 'miracle men'
19820116	ORCHARD MALL TO GET THAT LUNAR NEW YEAR SPIRIT
19820116	Sharp rise in joint ballot applications
19820116	Asean traders call for economic pact
19820116	SECTION TWO
19820117	The Goh plan to save Singapore  from becoming a nation of thieves
19820117	RELIGION TO BE A COMPULSORY SUBJECT
19820117	THE BRIGHT ONES CAN SIT FOR S-PAPERS FROM 1983
19820117	Getting set for  the New Year
19820117	MAJOR STEP TO BUILD HOB FLATS FASTER
19820117	Tariff cuts to  boost Asean  economic ties
19820117	ana cow  woman o£ Serangoon
19820118	Moral lessons, then religion
19820118	Common syllabus  for  moral  education
19820118	All go for Family Day-Care
19820118	Top Solidarity man  tells of regrouping  for long tussle
19820118	Lots of drive  needed
19820118	Bilingual
19820118	Kites: More than just toys
19820119	In demand
19820119	ST INDEX  DOWN ANOTHER 16 POINTS
19820119	Political courses  on crucial issues  for unionists
19820119	'Japan to top  US in per capita GNP'
19820119	LATEST  LAKER'S NEW CUTS
19820119	20 Wit leaders to undergo training soon
19820119	Adventure!
19820120	Devan calls for united effort
19820120	MARKET GOES UP 11 POINTS
19820120	Censorview way to block out unsuitable TV shows
19820120	Doctors 'should first tell patients their fees-'
19820120	Bigger parking area and more officers at causeway
19820120	Crying babies
19820120	Lunar New Year keeps ghostcatcher Zhong Kui busy
19820121	'Tis the  time of the once a year
19820121	Police beware,  you may  be on 'candid  camera'
19820121	Guerilla arsenal seized in Spain
19820121	$90,000 to SAF for film work
19820121	Raja on the criminal records of candidates
19820121	'My real self
19820121	Nian hua decorations to usher the New Year
19820121	Painting as part of scholar's life
19820122	Visa ruling
19820122	Step-by-step terror campaign
19820122	RINGLEADER GETS FOUR YEARS
19820122	Bamboo Green
19820123	Inside story of terror plot
