Date	Headline
19580101	MINES CRISIS: A BIG PROBE
19580101	TAXES HAUL  BRITISH FLAG  FROM SHIPS
19580101	Gunboat waiting  off Colony  to seize  Dutch ship'
19580101	Shoal off Colony traps second ship
19580101	MERDEKA, SO FEDERATION GETS ONLY 14 TITLES
19580101	IN SINGAPORE
19580101	THE FEDERATION
19580101	SIR JOHN HARDING  MADE A BARON
19580101	INDONESIA SEEKS AIR PACT WITH MALAYA
19580102	ROCKET DEATH AT PARTY
19580102	BANG—AND A MAN DIED ON THIS BALCONY
19580102	Trains crash
19580102	More crime
19580102	Arms mission not to visit Red  China or Russia
19580102	Carnival  ends  in comic chaos
19580102	Jakarta plan sparks gunboat fears
19580102	MR. NEHRU: NO MORE DIVISION OF INDIA
19580102	GOVERNMENT  TOLD: DON'T  INTERFERE
19580103	POLL CASH? 'No, No, No'
19580103	$35,000 1  jackpot:  THREE  days to go
19580103	Red chief  shot  at Rawang
19580103	PAKISTAN'S GIFT FOR KING
19580103	DRIVER TRIED TO HELP PASSENGERS  BUT WATER HELD DOOR SHUT
19580103	3 escape as  taxi  plunges into harbour
19580103	: Fish inside : the car
19580103	THE THREE LUCKY MEN
19580103	Downed plane crew 'safe and well'
19580103	42 in crash,  but the  show  goes on
19580103	JAKARTA  SEIZES  COLONY  VESSEL
19580103	Police kill terrorist
19580103	Floods close two roads
19580103	MINISTER:  JAKARTA  AIR PACT?  PERHAPS...
19580104	MAP OF HILLARY'S ROUTE
19580104	JUKE-BOX MEN ARE HIT
19580104	Tip-offs  say  soldiers make slugs
19580104	THAT $35,000 JACKPOT
19580104	EVACUEE FLIGHTS AGAIN
19580104	SEGAMAT IS  BECOMING  WHITE9
19580104	No sign of  freighter  seized by  gunboat
19580105	MODEL AND HER MAIDS
19580105	NEW BORNEO MILITARY BASE
19580105	Police comb  bushes for  girl's attacker
19580105	Man fights off ten thugs
19580105	ACID ATTACK
19580105	THIEF GRABS  $12,000  FROM WOMAN  ON BICYCLE
19580105	Mac: We are for peace talks
19580105	Expert  Under Fire
19580105	535,000 Jackpot to be won
19580105	Boyd tells Malta  of Britain's £25 m. aid plan
19580105	Ban off: Siamese rice drops SI
19580106	GIVE THE P.A.P. A CHANCE, SAYSLIM
19580106	GARUDA AIRWAYS RESUMES EVACUATION OF DUTCH
19580106	PRIEST ADMITS ARMS CHARGE'
19580106	Day the earth engulfed a bull
19580106	Home Guard found shot dead near edge of jungle
19580106	SHIP TUGGED FREE
19580106	BANDITS RAID ESTATE: MAN'S LUCKY ESCAPE
19580106	Turn other ear
19580107	THE BRIDE SIR HENRY  GAVE AWAY IN HONG KONG—AND GROOM
19580107	A SOCIAL  SECURITY  SCHEME  THIS  YEAR?
19580107	Did anyone eat tourist draw?
19580107	Cardinal impressed by 'great progress'
19580107	Bandit and  scout  are killed
19580107	10 sacked after union  calls off strike
19580107	Diana Dors gets murder offer
19580108	NO CHANGE IN GOVT.  POLICIES, SAYS NEW CHANCELLOR
19580108	THORNEYCROFT  WRITES TO MAC:  "Resignation is the  only course open to me,.."
19580108	Blackout9 on man held in Jakarta
19580108	DRAMA ON THE FACE OF A CLIFF AT A SINGAPORE GRANITE QUARRY
19580108	Man risks life to save his friend
19580108	STOP A TRAIN
19580108	Union meets  to set  claim date
19580109	BIG HUNT FOR PIRATES
19580109	THE SCENE OF THAT DARING ROBBERY
19580109	PAP 'master plan' for Singapore
19580109	GOVT. HAS  PLAN FOR TIN  POOLS
19580109	Tengku: New talks with Siam likely
19580110	SUBMARINE  GOES AGORUND  IN SCOTLAND  DURING STORM
19580110	Councillors in combat: 'I'd lead,' says Tengku
19580110	I want to buy mace,'  British M.P. tells  Mayor
19580110	ASSEMBLY DISSOLVED
19580110	CHEW WARNS: 'DEATH' TO SINGAPORE IF REDS CAPTURE GOVERNMENT
19580111	COMPULSORY VOTING MOVE
19580111	Unhappy day  if Reds gain power'
19580111	PRESIDENT SOEKARNO LANDS IN NEW DELHI
19580111	Off to fishery conference
19580111	Tengku: No ministry for religion
19580111	FENNER MAY  BE NEW  COMMISSIONER  OF POLICE
19580112	JACKPOT GOES UP  TO  $40,000
19580112	A HATE CAMPAIGN AGAINST ME  says millionaire
19580112	CRA SH!
19580112	MAN DIES  IN TEMPLE WELL
19580112	The mace may go to the museum
19580112	Jobs? Flats? Ong says: 'Don't ask me'
19580112	156
19580112	ALLIANCE TAKES ALL NINE
19580113	SMUGGLERS TRAPPED
19580113	THE CAPTURED CRAFT
19580113	— AND ITS CARGO
19580113	All clear  -trains  to Penang  again
19580113	BC OKIES: WE HAVE CRACKED 'FOOL-PROOF' RACE CODE
19580113	Live-in colleges modelled on Oxford ready in 2 months
19580113	3-horned beast
19580113	GIRL DIES IN COLONY FIRE
19580114	IKE'S 'SUMMIT' TERMS
19580114	The MCP  retreating  everywhere,  says Govt.
19580114	Fuchs now 155 miles from Pole
19580114	A $6,000  date  with the Tengku
19580114	Wives angry
19580114	HOST NEHRU SAYS:  DONT FORGET YOUR HAT, MAC
19580114	Seven Front branch officials quit
19580114	COPTER LOST HELPING THE FLOOD VICTIMS
19580114	Rubber talks on Friday
19580114	BARTER WITH  SINGAPORE  BANNED
19580114	Tengku to  visit  Ceylon and Vietnam
19580114	THE TENGKU INTERVENES
19580115	BARTER WILL CONTINUE
19580115	CHINA BANS THE BICYCLES TAKEN BY PASSENGERS
19580115	Japan builds a submarine
19580115	Number operators back in business
19580115	They feed horses—no other work
