Date	Headline
20000101	A great  start to  new  year,  says PM
20000101	India reaches deal with hijackers
20000102	It looks like a  Bug-free world
20000102	Einstein  was  here  to  raise  funds
20000102	Einstein was here
20000103	New plant sells potaole water
20000103	Price can go lower still
20000103	Flash a card and be on your way  munching a burger
20000104	STI blazes past 2,500 to new high
20000104	NTU may set up medical school
20000105	TDB goal: $500 billion in trade  each year
20000105	"Gus Dur ""plans to axe ministers'"
20000105	House-owners gain in new SCV service
20000105	Finger-clickin' GOOE
20000106	Asian bourses'  record  highs  vanish
20000106	LATEST: Nasdaq and Dow
20000107	MY WISH FOR  SINGAPORE
20000107	5,000 in holy-war march in Jakarta
20000107	Asian bourses hurt by US tech stocks
20000107	Horror guy  pulls strings
20000107	UNKNOWN
20000107	FOOD
20000107	Pick your choice from eight salmon dishes
20000108	Internet scans  only if users agree
20000108	Hari Raya greetings
20000108	SGX releases excerpt of Clob pact with KL
20000108	UP THE  CHARTS!
20000109	China set for 'rebound'
20000110	Bad office air: One in 3 affected
20000110	Situation in  hospitals  'satisfactory'
20000110	'Speak up against bad behaviour'
20000111	$30,000 for best idea to improve courts
20000112	Singapore slips in poll of telecoms hubs
20000113	Gus Dur: I'm in charge
20000113	Megawati's gift to the President: Shoes
20000114	TACKLING PROBLEMS: Question of time
20000114	First e-commerce tax incentives
20000114	It's time to Scream
20000114	FOOD
20000114	Go for a taste of modern Australian
20000115	Posher look  for top HDB flats
20000115	Manager  resolutions
20000116	A ministry for sports soon
20000116	Award for excellence in nonacademic fields
20000116	Mob protests on Bintan contained by police
20000117	'DO MORE THAN JUST LETTING OFF STEAM'
20000117	Come join in the  debate: BG Lee
20000118	House opens door to  foreign lawyers
20000119	PM pledges win-win ties with India
20000119	For smoother network traffic
20000120	Yahoo! What a record — $1.58m per share
20000120	YAHOO JAPAN SHARE PRICE
20000120	A Case for
20000121	Batam to  impose VAT from April
20000121	Foreign trade at  all-time high
20000122	Sell with  soul
20000123	Changi Tenninal 1 to get $20m face lift
20000123	THE MAKEOVER:  Benefits to travellers
20000123	Army sends more troops to Bintan
20000123	Scholars'Special 2000
20000124	13 hurt in dawn  crackdown in Bintan
20000124	Good  job,  police
20000125	Sing Tel in  merger bid with HK  phone giant
20000125	THAI HOSPITAL  UNDER SIEGE
20000125	MAS manager, 28, dies while jogging
20000125	CLASSIFIES
20000127	Abandoned baby: Boy's parents to pay $12,000
20000127	Approved International Far Award
20000127	Rendezvous  in Singapore
20000128	NUS and NTU to take on new entrepreneurial role
20000128	S'pore and KL bourses to meet on Clob
20000128	Old flats for new: Deal 'cannot be cancelled'
20000130	Car auction to go on the Internet
20000131	Move to  battle  crossborder  crimes
20000131	Batam  police  nab 62  from  S'pore  for  gambling
20000201	Silence in court, no  kidding
20000201	Clob: XL says SGX recognises Effective
20000201	SGX: Account  'misleading'
20000201	I'M NO  PLAYBOY
20000201	Charlie's  angel
20000201	PSB Awards Dinner 2000
20000202	SGX slams KLSE account of Clob talks
20000202	TOWED AWAY
20000202	I'm crazy about her'
20000202	Space for everyone
20000203	Wiranto defies calls for him to resign
20000203	US rates  up 0.25 point
20000204	Ex-SIA  clerk in $30m  CBT case
20000204	$10m top prize in Toto hongbao draw
20000204	FOOD
20000204	Have a 'fishy' new year
20000207	'CPF fluids for training' proposal
20000207	NTUC offers unit trusts as  portable perk
20000208	Faster track at  NUS for business
20000208	SIA man  allegedly took $15.9m last year
20000209	East Asia 'fastest-growing emerging market' again
20000209	News  Tokyo Raiders  is king
20000211	Wanted: Risk-takers to add zip to economy
20000211	Nine instant millionaires in Toto draw
20000212	Gambling  den mergers
20000212	BRANDEI  for life
20000213	Gambling dens forced to merge
20000213	RICH PROPOSITION?
20000213	Philip Yeo to join Richard li's group?
20000214	CyberWorks 'wants to join SingTel bid'
20000214	The new, improved STI
20000214	Cadre system to be set up in Umno?
20000215	Rape  victim  dies,  now  it's  murder
20000215	NEWS  Media-Corp-Golden  Harvest  merger?
20000216	Dare to take on the world, says SM Lee
20000216	Boy, 3, falls 10 storeys and lives
20000216	BUDGET DAY
20000216	Striking gold with dotcom names
20000217	M1 otters new  pay-as-you-use plan
20000217	the new new thing
20000218	Rapist who demanded cab fare from victim jailed
20000218	FOOD
20000219	Biggest drop in crime in  44 years
20000219	SINGAPOREAN  AND PROOD OF II
20000219	SIA, B A drop lawsuits  over seats
20000219	A dim since  feast
20000219	Zouk stays at Jiak Kim Street
