Date	Headline
19620101	'NEW SPIRIT' CALL  Tengku's  review  of past  year'
19620101	GANGS GET  $170,000 IN LONDON PAY RAIDS
19620101	ASSISTANT MINISTER HELPS HIS BRIDE
19620101	Comic's daughter near death
19620101	Lahore gives King gay and colourful welcome
19620102	Kennedy and  Khrushchev  exchange  peace hopes
19620102	WARNING by NASUTION
19620102	Bridegroom's brother shot
19620102	STORM RIPS BIG TOP
19620103	UMNO SPLIT CRISIS
19620103	RULER'S NEW  BRIDE FLIES  INTO K.L.
19620103	Asylum seekers
19620103	Daring cinema hold-up foiled
19620103	King's tribute to Pakistan friendship for Malaya
19620103	Holland: New W. Irian terms
19620103	1962 CLAIMS ITS  FIRST VICTIM  ON THE ROADS
19620104	'CITIZEN' CHANGES
19620104	Manoeuvres in Kuwait
19620104	$lm. WORTH OF RUBBER FOR RUSSIA LOST
19620104	Pakistanis  pray for  success of  Tengku's  Malaysia
19620104	Scooter thugs slay towkay
19620104	Cuban protest
19620104	Tin Council to meet 35 days sooner
19620104	'CASTRO OUT'  SAYS CHURCH  OFFICIAL
19620105	2 GAGGED TO DEATH
19620105	Ayub Khan greets the King
19620105	BIG WELCOME  FOR KING  AND QUEEN ON  ARRIVAL IN  RAWALPINDI
19620105	20 take $3,185 school fees
19620105	Malaysia offers  big opportunity,  says Sarawak
19620105	East coast cut off
19620105	Six shot dead
19620105	6,000 homes in darkness
19620105	Dr. S  'No' to  new  Dutch offer
19620105	LATEST
19620106	PAY JOY for 300,000
19620106	BORNEO, BRUNEI TEAMS FLY IN FOR ANOTHER ROUND OF TALKS
19620106	KING DRIVES  ALONG  THE KHYBER  PASS
19620106	A dividends pause too
19620106	War that wasn't...
19620106	A one-day  general  strike
19620106	Ration:  Cut to  twice  a week
19620107	PROBE HEAD ACCORD
19620107	Tin price
19620107	THREE ROBBERS...
19620107	A 45-year-old woman...
19620107	Spore Open to  draw  stars
19620107	Anastas Mikoyan...
19620107	MAN OF  THE YEAR
19620107	A Cuban warship...
19620107	With lovefrom Pat: Beer and  kisses
19620107	3 killed, 38 hurt
19620107	"Two ""stink bombs'..."
19620107	Dr. El-Mechi Ben Aboud
19620107	JUST FANCY THAT...
19620107	Cult of pagans theory in manhunt
19620107	The Defence Secretary...
19620107	The average worker...
19620107	5 Muslin prisoners...
19620107	Jakarta  flag on Irian
19620108	THEY'RE 'SPECIAL' TOO
19620108	VICTIM OF THE -BIG FREEZE
19620108	Attlee out
19620108	Blast: 11 die
19620108	KING SEES PUNJAB REGIMENT
19620108	Airman's wife  dies of head  wounds
19620108	Towkay slashed to death
19620108	'APOLOGY  OR  STRIKE' AT BANK
19620108	LATEST
19620109	BID TO KILL DR. S
19620109	HUSBAND  OF DEAD  WOMAN  DETAINED
19620109	Long live Malaysia!
19620109	The King in Karachi
19620109	LATEST
19620109	Tan names 26  'mushrooms'  on his list
19620109	BANK STRIKE  BY 300 THIS  MORNING
19620109	TV TARGET  DATE FOR  MALAYA:  NEXT YEAR
19620110	DR., HAN SUXIN STARTS A FUND TO AID INDONESIANS
19620110	'Flu epidemic
19620110	Buddhist nun-to-be's  mother: I strongly disapprove
19620110	Industrial unrest: A call by Lim
19620110	CHOLERA KILLS 1,200
19620110	'NO APOLOGY  NO WORK'  BANK STRIKE  BY 300
19620110	Work to rule  starts  at Malayan Airways
19620110	LATEST
19620111	NOW it's 'THIS YEAR'
19620111	Soldier's  death:  'Morphine  injection'
19620111	S'pore air traffic
19620111	7,000-mile trip for Crusaders
19620111	CID man interdicted
19620111	Boy, 5, adrift two days
19620111	KOKO'S MESS
19620111	Rain, rain rain...
19620111	Plane crashes
19620112	NEUTRAL MALAYA
19620112	Boy tells of  nightmare in  death boat
19620112	Wall of ice kills 3,000
19620112	King  and Queen  on  their way  home
19620112	AIRWAYS 800  END 'WORK  TO RULE'
19620112	Trapped men die
19620112	LATEST
19620113	FACE OF AN ANGRY OLD MAN...
19620113	4,000 dead
19620113	Now it's Jomo M.P.
19620113	'Plot'—ll held
19620114	BOOST FOR MALAYA
19620114	Survivor's story
19620114	PAGE ONE SPORT  Malaya  hold  Aussies  to 1-1  draw
19620114	RUBBER  HOPE
19620114	'GIVE $50'  But youth got a  punch on the jaw instead
19620114	Five escape as  plane  lands tail up
19620114	Cuddling couples...
19620114	JUST FANCY THAT
19620114	Towkays in big merger quiz
19620114	Actrets Pier Angcli..
19620114	ABDUL MANAN...
19620114	GEN. LUNDULA...
19620115	CIVIL WAR FLARES
19620115	Continued support for UN
19620115	NEW CONGO  TROOPS  TOLD: KEEP PEACE
19620115	WEST IRIAN RALLY AT CONSULATE
19620115	Too old for the Twist
19620115	Guiana talks
19620115	SHEPHERD CHILDREN ONLY AVALANCHE SURVIVORS
19620115	Lin Yu-tang ill
19620115	Invasion  chief gets his  orders
19620115	LATEST
19620116	Gen. Suharto:  Landing will  be easy
19620116	Japan Sea clash
19620116	'Malicious', says Govt.
19620116	23-23 vote tie in Assembly
19620116	LATEST
19620117	BANKS: GOVT. ACTS
19620117	Indonesia will 'take steps to avenge'  Dutch attack
19620117	Lim, Woodhull to be allowed to cross the Causeway *
19620117	THE MALAYAN LOOK  FOR THE TENGKU'S  PRETTY GUESTS
19620117	Aussie patrol attacked
19620117	Khmer Red held
19620117	Record 1963  U.S.  budget
19620117	LATEST
19620118	IT'S LORD COBBOLD
19620118	$100,000 GOLD SEIZED ON 2 SAILORS
19620118	4 death jumps
19620118	Dr. S. arrests  old political  foes at dawn
19620118	Ex-police officer killed
19620118	Nik criticised
19620118	A mid-ocean  three  cheers for the King
19620118	'Missionary massacre'
19620118	SIR SHENTON  (GOVERNOR  WHENS'PORE  FELL)  DIES AT 82
19620118	Kedah princess aged 16 missing
19620119	R.I. NAVY's No. 2 LOST
19620119	ALONE IN A STRANGE CITY-TENGKU HABSAH, 16, WHO WANTED TO MEET PREMIER, FOUND IN A KLANG HOME...
19620119	Going, going,  gong...
19620119	Big mullet catch
19620119	Parents drive all night to find lost Princess
19620119	Watchman dies of injuries
19620119	BANK STRIKE  GOES ON
19620119	GIZENGA:
19620119	LATEST
19620120	THE KING IS HOME
19620120	KoKl's Mess
19620120	Citizen deadline
19620120	Divorce sought
19620120	HI never forget what he did for  Malays: Tengku
19620120	KILLERS HUNT' JET SPOTS TROOPS
19620120	Dato Onn dies
19620120	Malayans in incident
19620120	LATEST
19620121	WELCOME HOME
19620121	The Reds behind Barisan—book by Premier out
19620121	Rugger cup tie after;  great rally by Perak
19620121	JUST FANCY THAT
19620121	2 crushed to  death by coconut tree
19620121	American astronaut...
19620121	Mr. Ton Mboya
19620121	Antoine Gizenga...
19620121	FIVE MORE DEATHS...
19620122	THE REDS and LIM
19620122	MCA ALLAYS  CHINESE  FEARS
