Date	Headline
19560101	1956-A YEAR OF PEACE  AND PROFIT
19560101	SPEAKMAN, KOREA V.C, MARRIES
19560101	They  share  $5,000
19560101	Border clash at Gaza
19560101	3,000 to cheer Tengku  at ship
19560101	MERDEKA TRIP:  ALL IS SET
19560101	Rubber shares boom
19560101	Mr. X BETS AGAIN
19560101	ALL-OUT ASSAULT ON REDS-PLANS READY
19560101	50 MUCH IS AT  STAKE IN 1956-SIR JOHN
19560101	LINDA CLEARED OF CONTEMPT'
19560101	Drivers found  rally  tough
19560101	Exile for 125 Peronists
19560102	3 MALAYANS KNIGHTED
19560102	rhe awards are so very dull,  the paper said
19560102	Oehlers for Jamaica
19560102	Tengku admits a secret fear
19560102	ANSWER THIS  QUESTION AND WIN $100
19560102	Dog saves four
19560103	3 bandits give up  on road
19560103	Shot No. 1 by luck of draw
19560103	JOLLY BOATING WEATHER? IT WASN'T
19560103	MacD drops in again
19560103	GUNMAN KILLS FROM CAR
19560103	Mr. Lee doesn 't get that MCA seat
19560103	IPOH MEN Ist, 2nd IN RALLY
19560103	Try—and win a prize
19560103	300 at talks
19560103	Guards  repel  hungry  Reds
19560103	10ft. flood on road
19560104	SIN—GOVT -SPONSORED
19560104	Attlee is 73
19560104	'Deputy PM' dies
19560104	SINGAPORE HOLIDAY FAMILIES' 60 M.P.H. DASH THROUGH HAIL OF BANDIT BULLETS—AND THEY WEREN'T HIT ONCE
19560104	POINT-BLANK AMBUSH: 5 ESCAPE
19560104	Two Reds  killed  in Selangor
19560104	'$4.15 a day or country wide strike'
19560104	CAPTAIN'S WIFE FOUND with HEAD in OVEN
19560104	$75,000 OPIUM
19560104	HAUL  ON SHIP
19560104	Buses: Owners meet again
19560104	Marshall ill
19560105	QUIT: 15 MILLION TIMES
19560105	"THE GIRL FROM TORQUAY HAS EMBRACED ISLAM—BUT IN j  JOHORE BAHRU MALAY LEADERS ARE 'DISTURBED """
19560105	COLONY BANS ENTRY OF ONE-ARMED BANDITS
19560105	Boatman shot in sea drama
19560105	Tram workers on strike
19560105	Drop in gold
19560105	Josephine  weds Tengku  tonight
19560105	'SACK THIS MAN'
19560105	NAVAL BASE  SWITCH TO  LABUAN?
19560105	Girl found  dying: Man  charged
19560105	SA VED BY A CIGARETTE
19560106	$100,000 PAY-OUT PROBE
19560106	A PRINCE TAKES A BRIDE
19560106	Miss now Princess
19560106	TENGKU WOOS AND  WINS—WITH  11 ASSISTANTS
19560106	TWO CEYLON EXPERTS FOR TENGKU
19560106	Red killed in ambush
19560106	Talk on Asia
19560106	To Poona by  air  to see son
19560106	Floods on road: Traffic moves
19560107	25 FIRMS get DEMANDS
19560107	Enter the United Liberal Party
19560107	Dog bite kills  man
19560107	TWO BOYS  FOUND DROWNED
19560107	P.C. dies in car
19560107	Byrne dares 10,000
19560108	15 share the $5,000 prize
19560108	INSTALMENT HOMES FOR  THOUSANDS
19560108	DEATH DANCE  IS JUST A  MOVIE CAPER
19560108	Million-plus: Cost of the new pay claim
19560108	Ration cards scrapped  in Johore
19560108	Died on bicycle
19560108	The pretty bride
19560108	Buses: A new offer
19560108	Schoolboy stabbed
19560108	Marshall  'a very  sick man'
19560108	CARDS AND THE  LAW-IT IS ALL RIGHT NOW
19560109	10,000 ARE SET TO STRIKE
19560109	Mr. M. back  at work
19560109	3 quit Chiang
19560109	This blaze made 4,500 homeless
19560109	A family in distress j
19560109	SHANTY TOWN IS  DESTROYED IN 90 MINUTES
19560109	Search  for  a baby
19560109	MERDEKA:
19560110	CHIN PENG: Hunt on again
19560110	Reds told: Give up or die
19560110	Nurses:  A big  march  buzz-z-z
19560110	THE COONSKIN:  JUST RIGHT!  Mr. M finds gift a perfect fit
19560110	MALAYA'S BOOM MILLIONS
19560110	When is a Muslim soldier a martyr? Controversy rages
19560110	STUDENTS: NO RETURN FROM CHINA
19560110	SINGAPORE  BUYS $lm.  ESTATE
19560110	A-plane tests
19560110	Bosses  meet  on pay  claims
19560111	UP—the GROCERS' BILLS
19560111	Carriers will visit S'pore
19560111	IS THERE A REBEL IN THE HOUSE? ELEVEN SAID YES AND PROTEST WHIMPERED OUT
19560111	Union chief scolds the –  nurses, and a senior says: We back Mr. Soo
19560111	A march buzz  BECOMES  a march fizz
19560111	The march back—with tails down
19560111	ONE RULER  FOR ALL OF  MALA YA?
19560111	Shots fired in street chase
19560111	Petaling strike
19560111	First Hermes at Paya Lebar
19560111	$20,000: Four days left
19560111	BIRDIES, NOT BABIES
19560111	Moscow view
19560112	FLOODS ON EAST COAST
19560112	Marshall to lead mission
19560112	pylon may go to IPolls in April
19560112	Curfew lifted
19560112	GLITTER  BUT NO  WEDDING  CAKE
19560112	Black: There has been too much emotion, exaggeration, excitement:  We must have self-discipline, efficiency, calm judgment
19560112	$20,000
19560112	Suicide victim P.C's father
19560112	$3 mil. blaze
19560112	Rhee's threat
19560112	The limping bandit
19560112	Poison victim
19560112	NEW 'PIONEERS' COMING
19560112	Britons die in
19560112	PETALING  TIN:  STRIKE TODAY
19560112	Girl of 16 attacked
19560112	A PROMISE WAS FULFILLED
19560112	Police swoop  on gang suspects
19560113	THUGS IN POLITICS SHOCK
19560113	Two bandits killed
19560113	Mahmud  has  to 'pay at  the door
19560113	3 SHOUTS FOR TENGKU
19560113	GIRL FIGHTS THUG—FOR HER MOTHER
19560113	Marshall is ill again
19560113	Midnight theft
19560113	WRONG  BUT  THEY'RE SO GLAD
19560113	$20,000
19560113	Pirates swoop:  3 men missing
19560114	TENGKU'S SUCCESS IS SURE
19560114	Every year-a new 'king'
19560114	BULLETS OVER THE BERLIN BORDER
19560114	Malayan judge dies
19560114	Four saved  after 9  hours in sea
19560114	FIREBUG STRIKES AGAIN
19560114	YOUNG BRITISH OFFICER SHOT BY BANDITS
19560114	Bighunt for 10  missing pistols
19560115	BOMB-JAMMED JET DRAMA
19560115	Mr. Jay joins the  Alliance party
19560115	BUS COURT MEN VISIT DEPOTS
19560115	Pistols: Big search
19560115	Semenyih: Complaints being  prabeti
19560115	ANOTHER ROW AT THE HOSPITAL
19560115	$1,666  far 3 people
19560115	I CONGRATULATIONS FROM ONE BRIDE TO ANOTHER
19560115	Rule by democracy or dagger? Future is up to YOU'
19560115	Bid for easy motoring
19560115	Train crash kills 15
19560116	ULTIMATUM BY 4,000
19560116	■Fishermen die
19560116	TUC PAY PLAN
19560116	'Let us all merge and be strong'
19560116	Terror in  town  over call  of love
19560116	$93 MAY FORCE HIM TO LEAVE SCHOOL
19560116	RED LEADER AND THREE MEN KILLED
19560116	4 H.G. held  after  guns vanish
19560116	Nation  wide  strike  threat
19560117	PAP-LABOUR SURPRISE
19560117	WAIT A MINUTE,  YOU CRITICS
19560117	NAVAL BASE MEN IN ONEDAY STRIKE
19560117	Ike to decide
19560117	Now it's  Osman  and  Sandra
19560117	ANOTHER M.P. TO ADVISE ON MERDEKA
19560117	BOOM... GLOOM... D00M...
19560117	Asia's scholars get together
19560117	Slain girl: 3 accused
19560117	Tengku hires Woodrow Wyatt, late of the War Office
19560117	Ambush  Reds  caught:  One dies
19560117	ALMOST  another  disaster
19560117	Two more give up in Johore
19560118	THE MERDEKA 'MUSTS'
19560118	WAGE 'CUTS' for 320,000
19560118	Seamen unite
19560118	MARSHALL IN HOSPITAL
19560118	TENGKU and SANDRA: IT'S A BIG SURPRISE
19560118	They hope to wed in Johore Bahru
19560118	PEEP AT  NUDES  (20 cents)  STOPPED
19560118	Jewel gang  pull off $3,800 haul
19560118	Dock  strike  goes  on
19560119	Rahman  made  them  look up
19560119	Question  that  needs  answer
19560119	$4.15 issue for arbitration
19560119	BIG EXPAT EXODUS
19560119	Marshall is doing fine
19560120	POLICE 'EXODUS' SHOCK
19560120	Child starts fire
19560120	In the Federation-100
19560120	Exploding shell wounds tapper
19560120	Big opium haul from ship
19560120	New polio drug
19560120	Abducted boy:  Ghost to blame?
19560120	RAMPAGING TIGER KILLED BY GUARD
19560120	THE BOY THEY DIDN'T WANT
19560120	MM  for January  I IS NOW  ON SALE  GET YOUR COPY  TODAY
19560120	Closed  door  talks on  finance
19560121	ANTHEM: NEW SHOCKS
19560121	Strom over the yes no cimema and Mr. Yap quits
19560121	Car turns  turtle in river
19560121	Crash kills 22
19560121	Two Reds killed
19560121	Girl drowned
19560121	WAGE CLAIM SURPRISE
19560121	S.O.S. BY JET PILOT
19560121	MERDEKA  TALKS  IN TOP  GEAR
19560122	HONG KONG EXPATS' PLAN STARTS STORM
19560122	MERDEKA: The  British agree  to EVERYTHING
19560122	REPRESENTATION: IT'S AGREED, BUT...
19560122	500 QUIT BEFORE HALF TIME
19560122	Fags for fiats
19560122	CITY COUNCIL FACES CINEMA BAN WRIT
19560122	More evidence
19560122	YESTERDAY'S BEAUTIFUL BRIDE
19560122	Six knifed in Naval Base skirmish
19560122	Buddhist ceremony
19560122	Girl, 3, killed by a tree
19560122	Move to bar mixed marriage among  Royalty
19560122	Twenty  thousand  dollars
19560122	Two share  $5,000
19560122	SEATO talks  agreement
19560123	SPIES WATCH STRIKERS
19560123	THEY ASK BAN ON SIR lARTLEY
19560123	UGLIEST FACE?
19560123	TAX DODGERS—WAR GETS HOTTER
19560123	Reds told: Only 17 days left to give up
19560123	SPOTLIGHT ON MALACCA
19560123	Market fire
19560123	WIGGLING NUDE GETS O.K.
19560124	NO, NO! says SINGAPORE
19560124	TENGKU GETS ALL HE WANTS
19560124	TEARS of GOODBYE
19560124	$500,000 FIRST PRIZE PLAN
19560124	Kidnap  gang  smashed
19560124	Combined air exercise ends
19560124	The 7 o'clock news-blast
19560124	30 GRENADES MISSING
19560124	'End the  strike' move at  Base
19560125	RUBBER: The BIG RIDDLE
19560125	De Cruz cables: I'll take the job
19560125	Double death
19560125	BANDITS KILL-BY A FLUKE
19560125	CASHIER'S SLAYING
19560125	Fatal collapse
19560125	SIR ANTHONY GREETS THE TENGKU
19560125	Girl swallows needle
19560125	Russian premier resigns
19560125	NEW BID TO END STRIKE BY 9,000
19560126	MERDEKA GIFT SOUGHT
19560126	BIG HUNT AFTER INSPECTOR AND HELPER SHOT DOWN
19560126	TOWKAY  ROBBED  ON WAY  TO BANK
19560126	Seaman, hurt
19560126	Gwendoline will be a June bride
19560126	DOCK STRIKE HITS A USSIES
19560126	CAR GANG WOUND  TWO MEN
19560126	Forum on politics
19560126	Bandits  kill  mining  official
19560127	NAVAL BASE WARNING
19560127	Five merry seamen 'borrow' launch
19560127	Record snowfall
19560127	RUBBER BAN A FAILURE
19560127	Mac Arthur is 76
19560127	'STRIPPING' CHARGE INQUIRY OPENS
19560127	FIVE JOLLY TARS PONDER OVER THAT TRIP TO S'PORE
19560127	Mansfield union will  strike  next week
19560127	RAIN...
19560127	Eden-Ike talks
19560127	Mollet's job
19560127	$3 MILLION  PAY RISE  TO 1,500
19560127	Mr. M calls off his India trip
19560127	Mad bull injures  10 at festival
19560128	FLOODS HALT TRAFFIC
19560128	...INFORMAL CHAT WITH TWO ADMIRERS
19560128	Five Commonwealth men  will draw up merdeka constitution
19560128	Plane shot at
19560128	Amnesty: No talks or processions
19560128	PLANE FORCED TO LAND
19560128	18,000  miners may  strike
19560129	Marshall is back  with a promise
19560129	NEW PLANT AT TATA
19560129	Three share $5.OOO
19560129	South China clashes
19560129	A FLOOD CAN  BE FUN —IF  YOU'RE YOUNG
19560129	Mozart day festival
19560129	Seaman injured
19560129	Floods go  down: 485 evacuated
19560129	First death in floods
19560129	Ike: 'Be friendly'
19560130	DARING PIRATE SWOOP
19560130	EDEN, LLOYD  LEAVE FOR  WASHINGTON
19560130	Kallanggift hailed by Colony
19560130	Mr. M. is right, leaders say
19560130	MM Rumi  edition  is out  tomorrow
19560130	Tengku to  take  charge of defence
19560130	First Asian archdeacon dies at 80
19560130	FARMS LOSE  $100,000 IN FLOODS
19560130	All foreign  troops 'must go'
19560130	Front's aims in London
19560131	MERDEKA: TWO SNAGS
19560131	Marshall says: I may  resign
19560131	Robbers stab  woman
19560131	Butchers want more pay
19560131	Floods halt dash by ambulance
19560131	'DEAD' WIFE ASKS: WHERE AM I?
19560131	DEATH HITS TWICE IN SAME WAY
19560131	TAPPER HURT AFTER SHOT  AT FOOD CHECK POINT
19560131	Rumi MM-an instant success
19560131	NEW BID TO END  S.T.C. STRIKE
19560131	Ex-judge dies
19560131	Police arrest  35  strikers
19560201	COLONY GRENADE TERROR
19560201	Boycott?  That  will not stop me
19560201	PETROL: Two cents more a gallon today throughout Malaya
19560201	RAILWAY: $6.20 mire from Colony to Kuala Lumpur (first class)
19560201	FLOUR: $1.80 more a bag as supplies run low
19560201	DOWN—the floods
19560201	TENGKU ALTERS HIS MIND NOW
19560201	10 houses razed
19560201	27 hurt in a flash  Lightning hits a school
19560202	TENGKU HAS SECRET DATE
19560202	'Britain will act on own  to revise China trade embargo list'
19560202	Boy drowns in pool
19560202	Student held
19560202	Bombs: ALL join in attack
19560202	NAVAL BASE STRIKE OFF
19560202	All quiet after bomb terror
19560202	'Rebels' may be expelled
19560202	London shivers — then sun
19560202	A.A. Milne dies
19560202	Floods remain
19560202	PLANTER DIES FIGHTING
19560202	TIN DROPS
19560202	Jakarta signs
19560203	Special jobs body for the police
19560203	BLAZING BOAT  ADRIFT ON RIVER
19560203	Grenade probe
19560203	Tin: £27 drop
19560203	UNION BAN for STUDENTS
19560203	DE CRUZ  cables a  DENIAL
19560203	Self-rule—a threat to us, say military workers
19560203	SMILES... Queen and two bishops
19560203	TEARS...girI who  was too tiny 1
19560203	Cost of loving
19560203	Air record
19560203	Ban on Marilyn
19560203	Critical period —Mac Donald
19560203	ECAFE talks
19560203	50 Red agents  held at dawn
19560204	MORE AID FOR MALAYA
19560204	Colony man gets £1,600 damages
19560204	F-I-V-E days left...
19560204	Police, army taken on a wild gun chase
19560204	Hornets sting labourer
19560204	THREE DIE  INROAD  SMASH
19560204	Fourth victim
19560204	Rubber shipments for China 'soon9
19560204	Geoff Raymond
19560204	NEARLY DROWNED BY LIGHTNING
19560204	Johore roads flooded
19560204	10 ADMIT: WE  GAVE HELP  TO REDS
19560204	A long, long list
19560204	A-BOMBERS STAND BY
19560204	Surprise  pledge by  the PAP
19560205	MERDEKA: SURPRISE BY MARSHALL
19560205	-THE LOTTERYJohore  wins  first  prize
19560205	Help varsity by gift: Black
19560205	Four share $5,000
19560205	500 at Ceylon celebration
19560205	Pf-t-t-t  for Judy
19560205	It's thanks  to the Tengku •••
19560205	Milly, girl of year
19560205	New ban on travel
19560205	Pakistan aids press
19560205	UMNO KICKS OUT TWO SINGAPORE REBELS
19560205	Sir Kamil— 'the man with a mind at  his  own'
19560205	OSMAN  MISSES  CLASSES
19560205	7 MORE DAYS...
19560205	So shy!
19560205	15,000  at big  anti-Red  rally
19560206	THE TENGKU TRIUMPHS
19560206	Meet me again
19560206	'Kind 'grandmother murdered
19560206	TWO BID FOR LOYALTY OF LIU YUNG MING
19560206	'INDIGNITIES'—FIRST A SECRET PROBE
19560206	C.C TAN LEADS  THE LIBERAL  SOCIALISTS
19560206	$20,000 contest: Post now
19560206	Double  rescue  by  PC 4334
19560207	S'PORE MERDEKA TEST
19560207	Suicide in  the  shuttered house
19560207	A 39-hour  week  planned  for clerks
19560207	CITY COUNCIL WILL HAVE A MAYOR
19560207	Pardon for 165
19560207	THREE ROAD DEATHS —ALL IN ONE DAY
19560207	THE'ROSE'  IS IN  STORAGE
19560207	Thugs beat up woman, 42
19560207	POISON— THEN A BULLET
19560207	$20,000
19560207	Indignities: Not true
19560207	Hunger strike decision today
19560207	He flees Reds
19560207	The big  land  freeze
19560208	MERDEKA IN AUGUST, 1957
19560208	LAST SURRENDER  CHANCE FOR THE REDS TODAY
