Date	Headline
19920101	Save for the future, stresses PM Goh
19920101	First  transplants  using  kidneys  from dead  Muslim
19920101	Having chewing gum for consumption not an offence
19920102	Day schools begin today
19920102	This way please, Mr President
19920102	Bush's visit tomorrow will be the first by a US president
19920104	Simpler HDB rules
19920105	Proposed: One-judge court to hear capital offences
19920106	Proposed investment treaty 'a boost for more trade'
19920106	China's president arrives  tomorrow for four-day visit
19920107	Measures to level up society announced
19920107	Exclusive interview with Yang
19920107	Market breaks the 1,500-pt level
19920108	China pledges to consolidate ties
19920108	Call for permanent open markets as Bush arrives in Japan
19920108	Ministries set out programmes
19920108	Parliament debate starts on Monday
19920108	RAPIST
19920109	Singapore, China to sign pact on science and technology
19920109	US, Japan to pursue 'responsible economic policies'
19920110	US, Japan agree to be 'global partners'
19920110	Fine, 4 weeks' jail for not paying taxi fares — again
19920111	Firm's senior partner arrested
19920111	Direct air links between S'pore and Yunnan planned
19920112	Schools to get tough on fatties
19920112	KPMG Peat Marwick partner charged with $184,000 CBT
19920112	Record 10,000 crowd at Premier League match
19920113	Algerian President quits; army called in
19920113	Quick pick-me-up for illegal workers
19920114	Take flight with a book at Terminal 2's reading lounge
19920115	2 schools told to put off plans to go independent
19920115	Death for 2 Hongkongers caught with heroin worth $4m
19920115	Day Two sees 12 MPs speak, amendment bid
19920116	BG Lee quashes 'worse off' claims
19920116	Tougher, wider Bill against smoking
19920117	Judge my Govt by its results, says PM Goh
19920117	Telecom shares at discounted rate for CPF fund-holders
19920117	Sorry for disruption  to CATS calls
19920117	Edusave 'will go if it fails to motivate students'
19920118	The Straits Times
19920118	US 'not setting up new bases in S-E Asia'
19920118	Why S'pore was Bush's only Asean stop
19920119	Alleged dumping of toxic waste: ENV gets Malaysian police report
19920119	26-year-old Jogger dies after collapsing during run
19920120	Civic groups  can run new  hospitals
19920122	Asean plan to widen, strengthen global links
19920122	'Tight marking' for captain
19920122	Two-pronged approach keeps drug problem under control
19920123	EAEC and Amity treaty two hottest issues today
19920124	Ministers take big step to get  to Afta
19920124	No room for 2 agencies, so exit Tass, enter Rita
19920124	Heart transplant girl heads for beach right after discharge
19920125	Ministers finalise drafts for the Summit
19920125	Enter the Zonephone
19920125	Remedial Mandarin helping bright students
19920126	Free market the way ahead for Asean: Anand
19920126	PAGE INDEX
19920126	Lawyer on five corruption charges
19920126	Trends
19920126	6 or 8-digit postal code with full mail automation
19920126	The fall of the Soviet empire
19920126	Singapore and the US
19920127	Asean Summit opens today
19920127	Punggol chilli crab an endangered species
19920128	Newton stallholder suspended for harassing customers
19920129	A milestone leap...
19920129	HER WORLD
19920129	Soccer fans rush onto pitch after Premier League game
19920129	Doctor who did not help accident victim censured
19920130	Police presence at stadium ensures no repeat of trouble
19920130	Israeli election on June 23
19920130	S'pore's use of gas 'will trigger less reliance on oil in Asean'
19920130	Electricity from gas will not affect bill much: PUB
19920131	The day Singapore fell
19920131	New April 15 deadline for filling in tax forms
19920131	Good  vibrations
19920201	Pre-school: 20,000 more places
19920201	Projected enrolments
19920201	Man staged goldsmith robbery to claim insurance
19920201	What you C, and what you get...
19920202	Remember values, traditions: PM Goh
19920202	Causeway jammed by new year crowd
19920202	Fake credit card scam: 3 foreigners arrested
19920203	Model's  stunning  secret  that went  horribly  wrong
19920203	S'pore's total trade last year up 5.4% to record high of $216b
19920204	Investors committed nearly $3b last year
19920204	A record and of a higher quality, too
19920204	Getting a jumpstart on the new year
19920206	Cash-for-places: 'Come down hard on principals'
19920207	Loving Thais 'need no Valentine's Day'
19920207	Fewer babies born last year
19920208	Bush 'sending Gates on mission to look into hastening Saddam's fall'
19920209	Reject liberal social, economic policies: Mr Lee
