Date	Headline
19800101	'We'll use  force...' warning by US
19800101	Region the target of Soviet ambitions
19800101	AIR-CON CLASSROOMS!
19800101	SHIN MIN, MIN PAO PRESSES GO SILENT
19800101	POSB raises  housing loan  interest
19800101	Eiffel protest
19800101	Oil price  hike  unlikely  to exceed  10c a litre
19800101	LATEST  Soviet convoys ambushed
19800101	Pitch in and  make the most of 1980: Lee
19800101	Friendship, like a mirror, sometimes gets blurred
19800101	MANDARIN BY RADIO
19800102	What are they looking at?
19800102	Price hike by  three oil  companies
19800102	Line them all up to be shot — by the arrows of Cupid
19800102	Chinese sayings
19800102	Chinese without tears
19800102	Fun With Chinese Characters.
19800103	DOUBLE HAPPINESS
19800103	Twin brides for twin brothers after years of search by family
19800103	Six dead
19800103	HUDC  raises  booking  charge
19800103	DON'T  BE SHY!
19800103	Be selective of Confucian teachings
19800104	Message Tengku Rithauddeen will carry to Hanoi
19800104	Bamboo Green
19800104	Simplified characters
19800104	Fun with Chinese Characters
19800104	Chinese without tears
19800105	Mrs T  scraps  visit  by  Gromyko
19800105	BEIJING  DEFENCE  TALKS
19800105	Trade talks
19800105	Joint Campus has helped Chinese stream students
19800105	RAJA DID NOT MEET SOVIET ENVOY
19800105	AMOK TAKEN TO HOSPITAL
19800105	MAN RUN OVER BY TRAIN
19800105	Spy fantasy that leaves down-to-earth thoughts
19800105	Second Heritage series in Malay
19800105	A lukewarm romantic tale
19800105	A mystery yarn as false as a $2 coin
19800106	THE WAY TO THAT FIRM, SURE TOUCH
19800106	2-0 kick-off for S'pore
19800106	SOVIETS LOSE 9.600 MEN
19800106	THREE KILLED
19800107	The six principles of good govt
19800107	A truly useful companion for China's visitors
19800107	Taming of a river and birth of the dam
19800107	Chinese without tears
19800107	Fun with chinese characters
19800108	MISSING PHEY GETS THE SACK
19800108	Tales of  courage  and  cowardice  -by  Pang Boon
19800108	Marcos  to hold  talks  with  Aquino
19800108	Proverbial anecdotes  Building a pavilion in the air
19800108	MANDARIN BY  RADIO
19800109	Mother and child murdered
19800109	Appeal for  info on  Phey
19800109	Rebels flee govt push
19800109	An able man is like an awl piercing through a pocket
19800109	Fun with chinese characters
19800109	Chinese without tears
19800110	LEE'S PLEDGE ON MANDARIN
19800110	Grand  Mosque  attack:  63  executed
19800110	Speed limit  will be  raised if  it's safe
19800110	CONTAINER TOPPLES
19800110	CHANGI FIRE
19800110	Evolution of Chinese furniture
19800110	DON'T  BE  SHY!
19800111	BID TO CHECK SPECULATORS
19800111	What Deng really  said, by Xinhua
19800111	Don't sack  just to  save on  wages
19800111	CONGRATS TO INDIRA
19800111	Bamboo Green
19800111	Chinese without tears
19800111	Fun with Chinese Characters
19800111	Fables  Dying from kindness
19800112	CHANGES THAT WILL AFFECT YOUR LIFE
19800112	GO SLOW ON THAT 'YAM SENG'
19800112	THE SEASON FOR FOOD IN HONGKONG
19800112	TOMORROW'S HIGHLIGHTS
19800112	IN SPORTS NATION
19800112	Speak Mandarin classes at 42 CCs
19800112	SBC Act is approved
19800112	SCHEME TO PAY FOR  HOSPITAL CHARGES?
19800112	SPC-PETRONAS OIL PROCESSING PACT
19800112	AQUINO CALLS FOR COUNCIL OF ELDERS
19800112	Our foreign policy takes new directions
19800112	Rithauddeen returns:  We agreed to disagree
19800112	A tower of pride to show for the pious
19800113	WHEN OUR SECURITY IS THREATENED...
19800113	US puts pressure on grain nations
19800113	'3,327 HELD IN ARMS SEIZURE'
19800114	The game the Russians are playing — by Dhana
19800114	S'pore blast at Soviet case
19800114	New exec flats to form part of HDB estates
19800114	Proverbial anecdotes  It's never too late to make amends
19800114	Chinese sayings
19800114	Simplified characters
19800114	Chinese  Without  Tears
19800114	Fun with chinese characters
19800114	Tongue-twisters
19800115	Taxiing planes will pass over road traffic
19800115	Proverbial anecdotes Playing the flute for a living
19800115	Simplified characters
19800115	MANDARIN BY RADIO
19800115	Chinese sayings
19800115	Quotations
19800116	Historic find
19800116	Yugoslav armed  forces put on  the alert
19800116	Board to run union co-ops
19800116	President  grants  plea for  clemency
19800116	Chinese without tears
19800116	Fun with Chinese Characters
19800116	Wood carving on Southern Chinese furniture
19800117	Six help make legal history
19800117	Gold hits  new high  of US$765
19800117	Sultan of  Brunei in  today
19800117	DEATH PROBE
19800117	Kuwait squad
19800117	Upgrading language teaching to the first level
19800117	Palace battle for rare jade
19800117	Don't Be SHY
19800117	Chinese sayings
19800118	The only  way:  Dhana
19800118	Looking back, Chor can afford to chuckle
19800118	Sultan of Brunei  welcomed by PM
19800118	Indira's second about-face
19800118	RUBBER  JUMPS  TO 336.5c
19800118	GOLD FALLS  IN QUIETER  TRADING
19800118	Embargo lifted
19800118	Bamboo Green
19800118	Chinese sayings
19800118	Fun with Chinese Characters
19800118	Chinese without tears
19800118	Bilingual page
19800119	HOW THE SINGAPORE SYMPHONY WAS BORN
19800119	PARENTS AND TEACHERS
19800119	THE FAST ROADS
19800119	PICTURE OF THE YEAR AND ANOTHER CONTEST
19800119	HONGKONG'S MASS TRANSIT RAILWAY
19800119	Gold soars to US$B35
19800119	Shah blames  US  oilmen
19800119	FIRE UNDER CONTROL
19800119	Room for more?
19800119	A bigger Mandarin
19800119	Dario's built for business
19800120	Happy birthday  to the SSO...
19800120	Thumbs up for the plan
19800120	Asean -EEC pact
19800120	JOBS FOR THE RETIRED — IN YOUR HOME...
19800120	300 homeless after Jalan Besar fire
19800120	Susan's ordeal by fire...
19800120	MORE SURGERY FOR TITO
19800121	CONTINUITY and MOTIVATION
19800121	QUOTES
19800121	'MERDEKA!' Once again the old battle cry is heard
19800121	US fleet's new role?
19800121	Soviet aims no secret, says Raja
19800121	Blinded — by the glitters of gold
19800121	Simplified characters
19800121	Folktales  Love of a beautiful woman for an intelligent man
19800121	Chinese sayings
19800121	Chinese without tears
19800121	Fun with Chinese Characters
19800122	WE'LL COMB EVERY SECTOR
19800122	QUOTES
19800122	Two  brothers  swept  away  while out  fishing
19800122	£1.25 in offer
19800122	Carter: Peace through strength
19800122	GOLD HITS US$B52
19800122	MANDARIN BY RADIO
19800122	QUOTATIONS
19800122	Proverbial anecdotes  Ox's coat for the poor
19800122	Fables  Slaughter a pig to teach a child
19800123	CARTER'S FIVE GOALS FOR 80s
19800123	'Asean unity kept war from Thais'
19800123	Govt to decide  on MRT late  this year
19800123	Rubber  hits high  of 367  cents
19800123	'Democracy  harmful'
19800123	The stress on bilingualism
19800123	MM.  Chinese  Without  Tears
19800123	Fables  The heart fills with blood not reason
19800123	Simplified characters
19800123	Quotations
19800123	Fun with chinese Characters
19800124	Collapse  causes hectic selling in S'pore
19800124	Curfew in Alor Star
19800124	Sharp jump likely in HUDC, HDB flat prices
19800124	Gold takes another tumble
19800124	Do you have  a brain  for languages?
19800124	Simplified characters
19800124	DON'T  BE SHY!
19800125	Gold makes  recovery  to US $ 7l2
19800125	All schools closed
19800125	What's all the fuss about?  asks Kreisky
19800125	Wrong  move  by Russia?
19800125	Bamboo Green
19800125	Simplified characters
19800126	The Sunday Times
19800126	ALL ABOUT CATS
19800126	OTHER HIGHLIGHTS
19800126	YOU CAN MAKE, YES MAKE, GOLD ...
19800126	THE 'SPECIAL' HUDC ESTATE
19800126	Gold and US $  dealers take  breather
19800126	Sharp rise in share prices
19800126	'Ayatollah' group
19800126	Word wizards
19800127	HDB's  first  new  low-rise  homes
19800127	A standing ovation for Boon Huat...
19800127	Skills Fund is for all' pledge by Prof Lim
19800127	Latest  OIL PIPELINES BLOWN UP
19800127	CHILDREN HURT IN ACCIDENT
19800128	$158 CUP SHOCK BY SOVEREIGN ESCORT
19800128	LATEST  BIG CHINA SHAKEUP
19800128	Chinese community and bilingualism
19800128	Simplified characters
19800128	Chinese without tears
19800128	fun with chinese characters
19800129	Learning to care and share
19800129	Buying  spree  on stock  market
19800129	Two who stood bail for Phey lose $95,000
19800129	Proverbial anecdotes  Fools' dream-talk
19800129	Simplified characters
19800129	Chinese sayings
19800129	MANDARIN BY RADIO
19800130	McArthur bribed?
19800130	They still mean the same...prosperity!
19800130	Johore Strait survey accord
19800130	Video tapes swamp  censors
19800130	Folktales  How a patriotic merchant saves a state from invasion
19800130	QUOTATIONS
19800130	Chinese without tears
19800130	Simplified characters
19800130	Fun with Chinese Characters
19800130	Historical profiles  Justice sent witches to the god
19800131	STEP NEARER TO THE MRT
19800131	In line with that golden feeling
19800131	Gold  jumps  past  US$7OO  mark
19800131	Raja: We'll  boycott Games...
19800131	Local plays in Mandarin
19800131	Folktales  A man of his words
19800131	Chinese sayings
19800131	DON'T BE  SHY!
19800201	32 deaths from  falling objects  at worksites
19800201	Battle  prime land
19800201	Bamboo Green
19800202	THE SUPER POET
19800202	TO RIDE OR RUN...
19800202	CALLING ALL READERS
19800202	OTHER HIGHLIGHTS
19800202	CONTEST RESULTS
19800202	DISCOVERY STORE
19800202	PM returns
19800202	How NOT to display your parking coupons
19800202	New look for  Singapore's home  of history
19800202	'Friends' of the Musuem
19800204	MINISTRY RAPS CONTRACTORS
19800204	After the embassy nightmare
19800204	Wire-tapping in Dublin
19800204	KL POLICE SEEK AFGHANS
19800204	Chinese  without tears
19800204	Fun with Chinese Characters
19800204	Tongue-twisters
19800204	Folktales  The longest tale
19800204	Simplified characters
19800205	EASING THE TAX BURDEN
19800205	Accord on  use of  wide-bodied planes
19800205	PLO TO SEND IRANIAN VOLUNTEERS HOME
19800205	LATEST  CHINA REJECTS CEASEFIRE
19800205	Simplified characters
19800205	MANDARIN BY RADIO
19800205	Effective reading
19800205	Folktales  How to rest in peace
19800206	TRIPLE SHOCK FOR MOTORISTS
19800206	My life has been  threatened, says Sakharov
19800206	Pump prices to go up after Lunar New Year
19800206	Cuts likely for the 30-45 pc income tax group
19800206	Air pact talks may take  longer
19800206	LATEST  FOUR SNATCH TEC'S GUN
19800206	Chinese without tears
19800206	Fun with Chinese Characters
19800206	History of ancestor worship
19800206	Quotations
19800206	Fables  Jewels lose glitter to decorative case
19800207	EDUCATION UNIT TO BE SCRAPPED
19800207	Dr Goh  finds out  what's wrong
19800207	Joe Clark in plane drama
19800207	Monorail tour 20 months away
19800207	Brakes put  on car  market
19800207	Air pact  talks  make  no  headway
19800207	LATEST  Peace force proposal
19800207	DON'T BE SHY
19800207	Fables  Stare at the sun
19800207	Simplified characters
19800208	S'pore drops bid for KK and Kuching
19800208	TALKS WITH RAJA  leng Sary predicts  major Viet push
19800208	Free monkeys for coconut pickers
19800208	Rapid  promotion  for  promising teachers
19800208	TALKS UP TO MIDNIGHT
19800208	The generous husband
19800208	Chinese without tears
19800208	Fun with chinege Characters
19800208	Bilingual page
19800209	KEY TO THE FUTURE: RAJA
19800209	THE MANDARIN MUSIC BOOM
19800209	CANDID TALES OF THE SINGAPORE GIRLS
