Date	Headline
19650101	BETTER NEW YEAR WISHES
19650101	Two die in crash
19650101	Appointment of bank as director of Raffles Hotel invalid
19650101	'MALAYSIA'S REQUEST FOR U.S.  GRANTS GOT A DUSTY ANSWER'
19650101	SIEW SIN'S ACCUSATIONS BASELESS, SAYS RAJA
19650101	'50 Indonesians attack Sarawak base
19650101	The world does not owe us a  living: Lee
19650102	INTO FUTURE UNAFRAID: King
19650102	U.S. loan:  No need  to be  excited,  says P.M.
19650102	facing  break-up  threat
19650102	Indons bomb border post and flee...
19650102	Soldiers in Singapore shoot at motor boat
19650103	The sweet  song  at harvest
19650103	GHAZALI  off  to London for talks
19650103	Malaysia's new drive in Africa
19650103	SOEKARNO QUITS UN
19650103	Navy and troops  on move
19650103	The Eagle held up
19650103	US loan: New talks planned
19650103	Tourist ban
19650103	600 homeless
19650103	JUST FANCY THAT
19650103	NEW YEAR TRIPLETS
19650103	QUAKE HORROR
19650103	AYUB LEADS
19650103	BATTLE TOLL
19650104	Tarantula  can make  a pet:  Expert
19650104	Blaze destroys plush home
19650104	China refugees
19650104	Bus falls down cliff: 9 die
19650104	It's Ayub again
19650104	TEACHER, 24,  FOUND  DEAD OF  A BULLET  WOUND
19650104	The dynamic story of taking banking to the people
19650104	SENATOR KHOO TECK PUAT
19650105	SOEK'S BIG  MISTAKE
19650105	'HOT PURSUIT' ALERT DECISION
19650105	4 armed  Indons  caught  at sea
19650105	Car destroys 10 planes
19650106	Ramani:— 5 Indons lost to one  Malaysian
19650106	NOTE to UN: DETAILS TODAY
19650106	The peanut Hitler...
19650106	Guards sail in for action
19650106	Borneo copters  'not  reliable'
19650107	TIME for UN TO ACT: Tengku
19650107	Russia  to  Soek:  Think  again
19650107	THAT EXTRA PUNCH BY WEEKEND
19650107	MORE WARSHIPS  TO STRENGTHEN  SEA DEFENCES
19650107	SOEK BANS  SALEITS  POLITICAL  PARTY
19650107	Agents blast ship in harbour
19650108	'UNWISE TO ATTACK' warning
19650108	Harbour  curfew  after  blast  in ship
19650108	MTC workers  give $9,000 to D-Fund
19650108	Most banned author
19650108	2,000-year temrple
19650108	Ningkan calls  calm
19650109	50,000 MEN in  BRITISH BUILD-UP
19650109	Indon  father in  Sarawak  border  drama
19650109	So cold in Penang
19650109	What to do in case of an air attack...
19650109	'As usual' for UN men in Jakarta
19650109	Four-month language  drive  this year
19650109	5 held i in new landing
19650110	PAGE ONE PERISCOPE The silent army
19650110	Send me  to jail forever please...
19650110	'Killer' bags
19650110	Duel death
19650110	15 GUERILLAS CAUGHT AFTER SEA-BATTLE
19650110	Coup-scared Soek alerts police
19650110	TENGKU  MEETS  TRAITOR  FROM  JOHORE
19650110	KOTA TINGGI LANDING
19650110	BROTHERS DROWN
19650110	GOLD RUSH
19650110	per line ounce.  NEW ROCKETS
19650110	SAIGON PEACE
19650111	RAZAK: ARMS FOR VIGILANTES
19650111	Adam Faith  case:  The British Govt  steps in
19650111	—Tengku sees captured lberation' flag
19650111	Sock predicts UN loss of authority in Asia because of Indon walkout
19650111	U.S.-'Enemy No. 1'
19650111	Attache defects
19650111	Big hunt on coast goes on
19650112	EAGLE SAILS IN
19650112	Allies in C'wealth  help to plan our  defence
19650112	Gen.  Cassels  in today  for  talks
19650112	Crime talks  MANILA. Mon. — Crime
19650112	Three in  Spore  on arms  charges
19650112	Rail crash: 6 trapped
19650112	Aid call in Sarawak floods
19650112	Dusing stays
19650112	Out: That  'secret  weapon'
19650113	CLOSURE ORDERS  TO UN TEAMS
19650113	Cassels in  to look at  problems  of confrontation
19650113	HMS EAGLE'S  FIRST JOB;  A MERCY  MISSION IN  STRAITS
19650113	Leave it to voters? Manila says 'no'
19650114	More training centres for call-up men –
19650114	V-bombers  Darwin
19650114	O'Neill's  century  still can't  convince  his critics
19650115	Saudara: If was our  mistake
19650115	'NO, NO,  NO'  SABAH SAYS IT AGAIN
19650115	Big air defence
19650115	Reds ask for free rations
19650115	4 A beachhead in Johore' the No. 1 objective
19650115	Then and then and then...
19650115	ADAM MALIK EXPELLED FOR THE 45 MOVEMENT
19650115	The Eagle crew rest on board
19650116	PEACE ? ONLY TOO GLAD: Tengku
19650116	Rare birth
19650116	New N-bomb test?
19650116	Churchill stroke
19650116	'Supremo' is back
19650116	Razak:  Still more  troops  coming
19650117	Of milk  and  money
19650117	World waits:  In come the messages
19650117	Thaipusam wishes from the Tengku
19650117	Premier shot
19650117	Hospital strike is on  at midnight  tonight, says union
19650117	Razak:  We  are  ready
19650117	CASSELS  TOURS  SARAWAK
19650117	RESHUFFLE
19650118	WHY LET THE TIGER IN FIRST?
19650118	BODIES OF 3 INDONS FISHED OUT OF SEA
19650118	Churchill:  Peaceful  night,  restless  morning
19650118	PREMIER TO OPEN KORAN CONTEST
19650118	Premier home
19650118	Robbers gouge  eyes  of their  victim
19650118	Hospital strike is off
19650119	PRICES:  DR. LIM ACTS
19650119	ARMOURED CARS  COMING TO JOIN THE BUILD-UP
19650119	Big Govt drive to train, arm people
19650119	Two more  Indons  found dead  in Straits
19650119	Subandrio's trip
19650120	RED PRESSURE MOUNTS on SOEK
19650120	Churchill battles on: No new setback
19650120	Is it the  right  cure?  They ask
19650120	It's P. O. Box 8000
19650120	Weary Lady Churchill  goes for drive
19650120	DEATH AT  THE  ALTAR SETS A RIDDLE
19650120	Riddle of Ningkan's sudden trip to capital
19650120	Cassels: If the Indons attack...
19650121	SUBANDRIO SEEKS MAO AID
19650121	Tear-gas  attack  as five  monks  begin fast  to death
19650121	First 'mothball' men fly in
19650121	STKOOP PRESS
19650122	THE BIG BUILD-UP
19650122	More aid from Aussies is likely
19650122	Philip to  visit  Singapore, Borneo
19650122	Mediation: 'Yes' by Tengku and Sock
19650122	$176,000 for D-Fund
